SeriousDlqin2yrs;age;NumberOfTime30-59DaysPastDueNotWorse;DebtRatio;NumberOfTimes90DaysLate;NumberOfTime60-89DaysPastDueNotWorse;MonthlyIncome;NumberOfDependents
0;39;0;0.101228;0;0;10500.000000;4.000000
0;59;0;0.365606;0;0;6000.000000;1.000000
0;48;0;0.311939;0;0;10142.000000;1.000000
0;48;2;0.823236;1;0;5215.000000;2.000000
0;52;0;1200.000000;0;0;;0.000000
0;71;0;0.457954;0;0;10000.000000;0.000000
0;47;0;0.402120;0;0;8300.000000;2.000000
0;36;2;0.386281;0;1;3833.000000;0.000000
0;45;0;0.401400;0;0;4000.000000;2.000000
0;76;0;0.007399;0;0;10000.000000;0.000000
0;32;0;258.000000;0;0;;0.000000
0;67;0;0.337505;0;0;10467.000000;1.000000
0;69;0;0.337211;0;0;5500.000000;0.000000
0;69;0;2.129398;0;0;880.000000;0.000000
0;77;0;0.000800;0;0;5000.000000;0.000000
0;46;0;0.100390;0;0;10000.000000;0.000000
0;62;0;0.245806;0;0;9596.000000;0.000000
0;71;0;383.000000;0;0;;0.000000
0;52;0;0.141370;0;0;8742.000000;0.000000
0;50;2;0.302209;0;0;6200.000000;1.000000
0;84;1;0.191313;0;0;3015.000000;0.000000
0;48;0;0.312947;0;0;6850.000000;3.000000
0;59;0;0.041518;0;0;10115.000000;0.000000
0;71;0;14.000000;0;0;;
0;65;0;0.411900;1;0;6100.000000;1.000000
0;74;0;0.216895;0;0;4900.000000;1.000000
0;51;0;407.000000;0;0;;0.000000
0;48;0;0.123409;2;1;2592.000000;3.000000
0;73;0;0.329288;0;0;5602.000000;1.000000
0;42;0;0.328803;0;0;3089.000000;1.000000
0;33;0;0.467171;0;0;3700.000000;0.000000
0;35;0;0.598593;0;0;5400.000000;2.000000
0;73;0;1.583436;0;0;1617.000000;0.000000
0;36;0;1.009398;0;0;5000.000000;0.000000
0;33;0;1.262492;0;0;1500.000000;2.000000
0;29;1;0.075570;0;0;2500.000000;0.000000
0;81;0;0.003333;0;0;7500.000000;0.000000
0;84;0;973.000000;0;0;;0.000000
0;31;0;0.387303;0;0;8300.000000;0.000000
0;34;1;0.199000;0;0;2200.000000;1.000000
0;50;0;0.285398;0;0;6327.000000;1.000000
0;30;0;0.127237;0;0;1508.000000;0.000000
0;39;0;1.426509;0;0;2700.000000;0.000000
0;54;0;0.141058;0;0;4366.000000;2.000000
0;23;0;0.000000;0;0;820.000000;0.000000
0;74;0;0.004761;0;0;4200.000000;0.000000
0;57;0;0.635994;0;0;5900.000000;0.000000
0;68;0;0.486503;0;0;5000.000000;0.000000
0;55;0;0.704426;0;0;8200.000000;1.000000
0;71;0;381.000000;0;0;;
0;89;0;11.000000;0;0;;0.000000
0;58;0;3218.000000;0;0;;0.000000
0;46;0;0.246215;0;0;3500.000000;2.000000
0;33;0;0.185247;0;0;17500.000000;2.000000
0;64;0;0.109881;0;0;10292.000000;0.000000
0;28;0;0.112830;0;0;4200.000000;3.000000
0;55;0;0.391146;0;0;6030.000000;0.000000
0;40;1;1.383539;0;0;3000.000000;2.000000
0;59;0;0.824235;0;0;3168.000000;0.000000
0;59;0;0.000000;0;0;1109.000000;0.000000
0;38;1;0.624164;0;0;2540.000000;2.000000
0;30;0;0.568573;0;0;1800.000000;0.000000
0;93;0;0.000000;0;0;1900.000000;0.000000
0;36;0;1.063575;0;0;2500.000000;0.000000
0;78;0;409.000000;0;0;;0.000000
0;78;0;8151.000000;0;0;0.000000;0.000000
0;45;0;0.361875;0;0;7380.000000;2.000000
0;71;0;0.516027;0;0;5053.000000;0.000000
0;62;0;3436.000000;0;0;;2.000000
0;62;0;0.894737;0;0;3742.000000;0.000000
0;64;0;0.142699;0;0;16292.000000;1.000000
0;34;0;0.025705;0;0;2800.000000;0.000000
0;55;0;0.327572;0;0;8678.000000;1.000000
0;30;0;0.206488;0;0;3883.000000;0.000000
0;25;0;0.026513;0;0;1470.000000;0.000000
0;68;0;0.000000;0;0;1117.000000;0.000000
0;82;0;0.527491;0;0;7256.000000;0.000000
0;52;0;0.386507;0;0;17000.000000;7.000000
0;53;0;0.153589;0;1;13750.000000;0.000000
0;48;1;75.000000;0;0;;3.000000
0;49;0;0.384283;0;0;11566.000000;2.000000
0;38;0;0.739010;0;0;20950.000000;3.000000
0;41;0;1.080427;0;0;4500.000000;1.000000
0;48;0;0.132483;0;1;7600.000000;1.000000
0;21;0;0.000000;0;0;1000.000000;0.000000
0;55;0;4486.000000;0;0;;0.000000
0;28;0;566.000000;0;0;;0.000000
0;37;0;0.101022;0;0;42356.000000;1.000000
0;30;0;0.000000;0;0;;0.000000
0;90;0;0.226277;0;0;10000.000000;1.000000
0;56;0;1.262935;0;0;2125.000000;2.000000
0;59;0;0.327834;0;0;8485.000000;0.000000
0;44;0;2284.000000;0;0;;0.000000
0;81;0;0.061042;0;0;10500.000000;0.000000
0;43;1;0.663867;1;0;5000.000000;2.000000
0;58;0;10.000000;0;0;;
0;68;0;1540.000000;0;0;;1.000000
0;60;0;0.491432;0;0;5776.000000;1.000000
0;64;0;0.258616;0;0;7833.000000;0.000000
0;57;0;2405.000000;0;0;;0.000000
0;76;0;0.010236;0;0;7033.000000;0.000000
0;39;0;0.086203;0;0;4326.000000;4.000000
0;25;0;0.276702;0;0;1600.000000;0.000000
0;68;0;0.004756;0;0;8199.000000;0.000000
0;79;0;0.286346;0;0;7916.000000;0.000000
0;52;2;0.589282;0;0;5000.000000;2.000000
0;54;1;0.245650;0;0;2470.000000;3.000000
0;78;0;0.957099;0;0;978.000000;0.000000
0;33;1;0.375939;0;0;9583.000000;2.000000
0;44;0;1.000000;0;0;;0.000000
0;52;0;0.274099;1;1;5300.000000;1.000000
0;30;0;0.136716;1;0;4000.000000;1.000000
0;39;0;1776.000000;0;0;;0.000000
0;27;1;0.215454;0;0;2445.000000;0.000000
0;73;0;0.217813;0;0;2166.000000;0.000000
0;37;0;0.180940;0;0;3000.000000;0.000000
0;65;0;0.189769;0;0;9500.000000;0.000000
0;75;0;1239.000000;0;0;;0.000000
0;56;0;0.456697;0;0;1858.000000;2.000000
0;34;1;0.209418;0;0;4841.000000;0.000000
0;44;0;0.348443;0;0;4720.000000;0.000000
0;57;0;6211.000000;0;0;;0.000000
0;46;0;2410.000000;0;0;;0.000000
0;47;0;0.110520;0;1;19000.000000;5.000000
0;63;0;0.555704;0;0;4478.000000;0.000000
0;41;0;0.888691;0;0;4500.000000;3.000000
0;42;0;0.483931;2;0;7000.000000;1.000000
0;26;0;0.168426;0;0;2083.000000;0.000000
0;48;0;0.179880;0;0;9800.000000;1.000000
0;32;0;0.172414;0;0;2000.000000;2.000000
0;64;0;2573.000000;0;0;;0.000000
0;65;0;1141.000000;0;0;;0.000000
0;56;0;0.301423;0;0;11667.000000;1.000000
0;47;1;0.864158;1;2;3400.000000;2.000000
0;69;0;0.079313;0;0;8270.000000;0.000000
0;41;0;0.222184;0;0;5814.000000;1.000000
0;47;0;0.680308;0;0;7916.000000;3.000000
0;56;0;236.000000;0;0;;0.000000
0;65;0;63.000000;0;0;;0.000000
0;84;0;0.010726;0;0;4008.000000;0.000000
0;45;0;0.202831;0;0;7700.000000;2.000000
0;63;0;5288.000000;0;0;;1.000000
0;64;1;0.197542;0;0;7810.000000;0.000000
0;44;0;0.423144;0;0;4000.000000;1.000000
0;46;0;0.811530;0;0;2705.000000;0.000000
0;43;0;1504.000000;0;0;;
0;53;0;1301.000000;0;0;;0.000000
0;64;0;0.049298;0;0;10466.000000;2.000000
0;54;0;0.170846;0;0;4067.000000;1.000000
0;40;0;0.014277;0;0;6793.000000;2.000000
0;37;1;0.505014;1;0;4985.000000;0.000000
0;63;1;610.000000;0;0;;
0;54;0;0.538396;0;0;5833.000000;3.000000
0;57;0;730.000000;0;0;;0.000000
0;33;0;1741.000000;0;0;;0.000000
0;63;0;0.004142;0;0;7000.000000;0.000000
0;58;0;1285.000000;0;0;;0.000000
0;35;0;0.395549;0;0;10200.000000;2.000000
0;70;0;0.003049;0;0;15416.000000;0.000000
0;45;0;0.537345;0;0;10750.000000;2.000000
0;57;0;0.196189;0;0;4250.000000;1.000000
0;34;0;0.389098;0;0;8750.000000;1.000000
0;49;0;0.045805;0;0;10500.000000;0.000000
0;64;0;0.481313;0;0;23117.000000;0.000000
0;59;0;3035.000000;0;0;;0.000000
0;79;0;0.012665;0;0;10500.000000;0.000000
0;47;0;8501.000000;0;0;;0.000000
0;91;2;0.304861;0;0;2200.000000;0.000000
0;29;0;0.194731;0;0;7666.000000;0.000000
0;53;1;3.307432;0;0;887.000000;0.000000
0;39;0;0.006408;0;0;3120.000000;1.000000
0;55;0;0.339171;0;0;7936.000000;2.000000
0;52;0;0.229574;0;0;8750.000000;2.000000
0;72;0;0.007491;0;0;800.000000;0.000000
0;24;0;0.042559;0;0;3500.000000;0.000000
0;45;0;0.755002;0;0;4297.000000;1.000000
0;52;0;0.203191;0;0;5703.000000;2.000000
0;62;0;0.648635;0;0;15416.000000;0.000000
0;39;0;0.471718;0;0;3800.000000;2.000000
0;78;0;2295.000000;0;0;;0.000000
0;55;0;2480.000000;0;0;;0.000000
0;48;0;0.087719;0;0;2450.000000;0.000000
0;37;0;1103.000000;0;0;;2.000000
0;39;1;0.638067;0;0;2400.000000;1.000000
0;68;0;1483.000000;0;0;;1.000000
0;51;0;1215.000000;0;0;;0.000000
0;50;0;0.415174;0;0;5416.000000;0.000000
0;49;0;0.734702;0;0;7500.000000;1.000000
0;61;0;0.494716;0;0;3500.000000;1.000000
0;63;0;1410.000000;0;0;;0.000000
0;53;0;1734.000000;0;0;;
0;75;0;5078.000000;0;0;;0.000000
0;59;0;1965.000000;0;0;;0.000000
0;47;1;0.486802;5;2;6250.000000;3.000000
0;34;0;0.152616;0;0;3000.000000;0.000000
0;73;0;1.000000;0;0;;0.000000
0;23;0;0.000000;0;0;820.000000;0.000000
0;47;1;0.206239;0;0;7500.000000;2.000000
0;55;0;0.333081;0;0;6616.000000;0.000000
0;57;0;0.490004;0;0;2750.000000;1.000000
0;39;0;0.578334;0;0;8750.000000;0.000000
0;73;0;0.294487;0;0;3500.000000;0.000000
0;39;0;1.652898;1;0;1500.000000;3.000000
0;49;0;0.000000;0;0;4000.000000;0.000000
0;72;0;0.001320;0;1;3788.000000;1.000000
0;56;0;2232.000000;0;0;;
0;50;0;195.000000;0;0;;0.000000
0;48;0;695.000000;0;0;;
0;74;2;11.666667;2;0;179.000000;1.000000
0;67;0;0.386459;0;0;8300.000000;1.000000
0;85;0;0.576986;0;0;5500.000000;1.000000
0;61;0;918.000000;0;0;;0.000000
0;47;1;0.041264;0;0;3416.000000;2.000000
0;51;0;81.000000;0;0;;0.000000
0;42;0;166.000000;0;0;;0.000000
0;52;2;0.690712;0;0;6750.000000;2.000000
0;64;2;0.119610;0;0;8000.000000;0.000000
0;54;0;0.253624;0;0;6000.000000;0.000000
0;49;2;0.495144;0;0;5250.000000;0.000000
0;58;1;0.426618;0;0;7460.000000;2.000000
0;44;0;0.351641;0;0;9412.000000;3.000000
0;70;0;0.341572;0;0;3600.000000;0.000000
0;33;0;2655.000000;0;0;;0.000000
0;58;0;378.000000;0;0;;0.000000
0;55;0;0.922881;0;0;1568.000000;0.000000
0;65;0;2399.000000;0;0;;0.000000
0;49;0;0.002953;0;0;4062.000000;0.000000
0;83;0;0.343484;0;0;2462.000000;0.000000
0;39;0;0.407099;0;0;6000.000000;1.000000
0;53;0;0.682973;0;0;2125.000000;0.000000
0;48;0;0.020306;0;0;3200.000000;0.000000
0;68;0;1991.000000;0;0;;0.000000
0;44;0;0.249840;0;0;7800.000000;3.000000
0;53;0;0.178758;0;0;9000.000000;0.000000
0;53;0;0.048260;0;0;7500.000000;1.000000
0;35;0;0.374938;0;0;6000.000000;0.000000
0;33;0;0.129702;0;0;16375.000000;0.000000
0;53;0;5057.000000;0;0;;0.000000
0;50;1;0.020297;0;0;3300.000000;0.000000
0;64;0;779.000000;0;0;;0.000000
0;80;0;65.000000;0;0;;0.000000
0;53;0;0.439639;1;0;6750.000000;0.000000
0;51;2;0.586124;0;1;6240.000000;0.000000
0;77;2;13.000000;0;0;;0.000000
0;29;0;0.245020;0;0;8333.000000;0.000000
0;76;0;0.007800;0;0;6666.000000;0.000000
0;56;0;0.524186;0;0;4423.000000;0.000000
0;61;0;1800.000000;0;0;;1.000000
0;33;0;0.361785;0;0;8200.000000;0.000000
0;73;0;0.898853;0;0;3400.000000;0.000000
0;29;0;0.248412;0;0;4250.000000;0.000000
0;57;0;0.280051;0;0;4716.000000;0.000000
0;39;0;0.236638;0;0;7090.000000;1.000000
0;53;0;0.896690;0;0;4500.000000;0.000000
0;38;0;0.331185;0;0;5120.000000;1.000000
0;49;0;0.259617;0;0;8500.000000;2.000000
0;45;0;0.268388;0;0;3330.000000;0.000000
0;61;0;0.523055;0;0;2840.000000;0.000000
0;30;0;0.000000;0;0;2000.000000;0.000000
0;62;0;0.553289;0;0;5000.000000;2.000000
0;57;0;0.198824;0;0;3570.000000;1.000000
0;63;0;0.233764;0;0;6189.000000;3.000000
0;54;3;2299.000000;2;0;;0.000000
0;68;0;231.000000;0;0;0.000000;0.000000
0;78;0;0.003665;0;0;3000.000000;0.000000
0;59;0;0.269291;0;0;1269.000000;2.000000
0;58;1;0.038654;3;1;3000.000000;0.000000
0;41;0;0.237736;0;0;14166.000000;0.000000
0;60;0;0.000000;0;0;;0.000000
0;84;0;2.000000;0;0;;0.000000
0;44;0;0.964150;0;0;2900.000000;3.000000
0;40;0;0.400913;0;0;8108.000000;1.000000
0;50;0;1288.000000;0;0;;0.000000
0;57;1;3977.000000;0;0;;0.000000
0;77;0;2475.000000;0;0;;0.000000
0;53;1;0.310884;0;0;20000.000000;0.000000
0;32;0;0.409620;0;0;5072.000000;3.000000
0;32;0;0.251965;0;0;4833.000000;0.000000
0;81;0;0.663923;0;0;4251.000000;0.000000
0;49;0;0.478251;0;0;8666.000000;0.000000
0;57;0;0.611093;0;1;3100.000000;0.000000
0;56;0;0.232675;0;0;33333.000000;0.000000
0;45;0;0.338868;0;0;6202.000000;0.000000
0;74;0;0.158875;0;0;2416.000000;0.000000
0;63;0;8951.000000;0;0;;0.000000
0;49;0;0.165288;0;0;4833.000000;1.000000
0;70;0;1040.000000;0;0;;0.000000
0;40;0;0.248150;0;0;5000.000000;0.000000
0;41;0;1.132419;0;0;14000.000000;3.000000
0;56;0;1799.000000;0;0;;0.000000
0;61;0;0.204744;0;0;19433.000000;3.000000
0;68;0;0.302669;0;0;16000.000000;0.000000
0;30;0;3.000000;0;0;0.000000;0.000000
0;79;0;394.000000;0;0;;
0;62;0;0.001583;0;0;12000.000000;3.000000
0;28;0;0.141687;0;0;2808.000000;0.000000
0;62;0;0.432221;0;0;20042.000000;0.000000
0;37;0;0.537552;0;0;7016.000000;0.000000
0;49;0;0.726903;0;1;6883.000000;2.000000
0;40;0;0.307228;0;0;4800.000000;4.000000
0;37;0;0.219102;0;0;4166.000000;2.000000
0;37;0;0.004999;0;0;3600.000000;1.000000
0;68;0;0.317419;0;0;4230.000000;0.000000
0;61;0;0.263092;0;0;3971.000000;2.000000
0;68;0;0.351123;0;0;5208.000000;0.000000
0;28;0;0.286428;0;0;4000.000000;0.000000
0;25;0;0.353912;0;0;4000.000000;0.000000
0;53;0;0.334964;0;0;10833.000000;0.000000
0;41;0;0.134287;0;0;6500.000000;0.000000
0;60;0;5491.000000;0;0;;0.000000
0;53;0;0.261653;0;0;7100.000000;0.000000
0;38;0;0.300843;0;0;3200.000000;2.000000
0;46;0;0.474996;0;0;12917.000000;2.000000
0;42;0;0.331431;0;0;6833.000000;5.000000
0;68;0;0.288883;0;0;7708.000000;1.000000
0;26;0;3.000000;0;0;0.000000;0.000000
0;59;0;0.061900;0;0;12600.000000;0.000000
0;64;0;0.023157;0;0;19000.000000;1.000000
0;79;1;0.203304;2;1;2360.000000;0.000000
0;51;0;0.225413;0;0;5083.000000;0.000000
0;56;0;15.000000;0;0;;0.000000
0;68;2;0.088354;0;1;3700.000000;0.000000
0;77;0;0.068897;0;0;5500.000000;0.000000
0;48;0;27.000000;0;0;;5.000000
0;42;0;1973.000000;0;0;;0.000000
0;53;0;0.148505;0;0;10167.000000;0.000000
0;85;0;29.000000;0;0;;
0;46;0;2053.000000;0;0;;
0;83;0;9.000000;0;0;;0.000000
0;48;1;0.161206;0;0;6500.000000;0.000000
0;45;0;0.247095;0;0;11100.000000;1.000000
0;76;0;1.425221;0;0;2600.000000;0.000000
0;29;0;0.274859;0;0;5500.000000;0.000000
0;83;0;10.000000;0;0;;0.000000
0;71;0;802.000000;0;0;;0.000000
0;29;3;0.000238;0;0;4200.000000;0.000000
0;58;0;1823.000000;0;0;;0.000000
0;65;0;0.463799;0;0;2858.000000;0.000000
0;70;0;0.619296;0;0;5171.000000;2.000000
0;56;2;0.347889;0;1;15800.000000;1.000000
0;75;3;0.257829;0;0;7791.000000;0.000000
0;72;0;0.223653;0;0;2950.000000;0.000000
0;31;0;0.319113;0;1;6000.000000;0.000000
0;31;0;0.737951;0;0;2800.000000;0.000000
0;57;0;0.236496;0;0;7145.000000;1.000000
0;62;0;0.465980;0;0;8935.000000;1.000000
0;76;0;0.002313;0;0;4754.000000;0.000000
0;51;0;0.369018;0;0;5641.000000;1.000000
0;44;0;0.239181;0;0;12500.000000;3.000000
0;73;0;0.000000;0;0;3333.000000;0.000000
0;37;2;0.146242;0;0;2700.000000;1.000000
0;78;0;0.017566;0;0;2333.000000;0.000000
0;67;0;807.000000;0;0;;0.000000
0;30;0;0.202923;0;0;7800.000000;0.000000
0;73;0;0.346442;0;0;6000.000000;0.000000
0;33;0;0.663667;0;0;5000.000000;2.000000
0;52;0;0.215896;0;0;4302.000000;1.000000
0;31;0;0.311911;0;0;3500.000000;0.000000
0;63;0;236.000000;0;0;;0.000000
0;40;0;0.254466;0;0;8900.000000;3.000000
0;68;0;0.323922;0;0;2620.000000;0.000000
0;50;0;0.005330;1;0;1500.000000;1.000000
0;49;0;0.168826;0;0;8333.000000;1.000000
0;45;0;0.335539;0;0;9974.000000;0.000000
0;41;0;2847.000000;0;0;;0.000000
0;85;0;0.103800;0;0;10182.000000;0.000000
0;55;0;0.158312;0;0;8457.000000;2.000000
0;56;0;1179.500000;0;0;1.000000;0.000000
0;33;0;0.751292;0;0;3288.000000;1.000000
0;33;0;0.002142;0;0;4200.000000;1.000000
0;56;0;0.324820;0;0;5833.000000;0.000000
0;52;0;124.000000;0;0;;0.000000
0;52;0;0.000000;0;0;3647.000000;0.000000
0;35;0;0.421594;0;0;3500.000000;3.000000
0;46;0;0.037566;0;0;2448.000000;1.000000
0;60;0;0.590500;0;0;3999.000000;1.000000
0;68;0;6074.000000;0;0;;0.000000
0;49;1;2506.000000;0;0;;2.000000
0;37;0;0.136564;0;0;1815.000000;1.000000
0;69;0;3132.000000;0;0;;0.000000
0;59;0;0.656860;0;0;10400.000000;0.000000
0;47;0;0.323892;0;0;3000.000000;0.000000
0;73;1;964.000000;0;0;;0.000000
0;60;0;946.000000;0;0;;0.000000
0;89;0;4.000000;0;0;;0.000000
0;58;2;0.385717;2;2;5166.000000;0.000000
0;56;0;0.273345;0;0;5000.000000;2.000000
0;77;0;0.534193;0;0;3333.000000;0.000000
0;41;1;0.332427;0;0;6250.000000;1.000000
0;62;0;3719.000000;0;0;;0.000000
0;31;0;0.211781;0;0;2936.000000;0.000000
0;64;0;0.939724;0;0;7249.000000;2.000000
0;46;0;0.106889;0;0;10000.000000;0.000000
0;42;0;0.226796;0;0;9717.000000;2.000000
0;48;0;0.369348;0;0;15900.000000;1.000000
0;44;0;0.057366;0;0;7425.000000;0.000000
0;39;0;0.348605;0;0;2400.000000;0.000000
0;47;0;0.285714;0;0;17618.000000;4.000000
0;31;0;0.334372;0;0;8666.000000;1.000000
0;41;1;0.427890;0;0;6080.000000;0.000000
0;25;0;0.160059;0;0;4766.000000;2.000000
0;41;0;1886.000000;0;0;;0.000000
0;77;0;0.360426;0;0;1500.000000;0.000000
0;72;0;0.100653;0;0;7500.000000;0.000000
0;40;0;0.386461;0;0;10000.000000;3.000000
0;38;0;0.288575;0;0;4743.000000;1.000000
0;27;1;0.174012;0;0;2200.000000;0.000000
0;62;0;0.217662;0;0;3849.000000;2.000000
0;57;1;0.015856;0;0;1891.000000;0.000000
0;29;0;0.151156;0;0;1600.000000;0.000000
0;62;0;0.103146;0;0;4100.000000;1.000000
0;72;0;2014.000000;0;0;;1.000000
0;36;0;0.042435;0;0;1083.000000;0.000000
0;76;0;0.154861;0;0;4700.000000;0.000000
0;39;0;0.437722;0;0;5900.000000;0.000000
0;52;0;0.378047;0;0;5538.000000;0.000000
0;33;0;0.102341;0;0;3800.000000;0.000000
0;53;1;0.278188;0;0;11387.000000;3.000000
0;60;0;0.311211;0;0;8000.000000;0.000000
0;38;0;6624.000000;0;0;;0.000000
0;57;0;0.238252;0;0;7000.000000;1.000000
0;31;0;0.616490;0;0;1600.000000;0.000000
0;48;0;0.222037;0;0;7795.000000;1.000000
0;74;0;0.057630;0;0;3400.000000;0.000000
0;36;0;0.266593;0;0;3600.000000;1.000000
0;49;0;0.521285;1;1;9583.000000;0.000000
0;63;0;0.548901;0;0;12238.000000;0.000000
0;53;0;4928.000000;0;0;;3.000000
0;77;0;0.137766;0;0;2300.000000;0.000000
0;47;0;0.309570;0;0;4670.000000;3.000000
0;78;0;0.298150;1;0;3675.000000;1.000000
0;43;0;0.260433;0;0;10159.000000;2.000000
0;70;0;0.000000;0;0;2083.000000;0.000000
0;35;0;0.239618;0;0;10666.000000;2.000000
0;34;2;0.389050;0;1;7250.000000;0.000000
0;54;0;1.242015;0;0;5478.000000;2.000000
0;52;0;0.056616;0;0;6075.000000;2.000000
0;81;0;0.851962;0;0;4025.000000;0.000000
0;37;0;0.086808;0;0;4100.000000;2.000000
0;34;0;3094.000000;0;0;;0.000000
0;68;0;0.503301;0;0;6967.000000;0.000000
0;88;0;342.000000;0;0;;
0;68;0;0.338017;0;0;3700.000000;1.000000
0;54;1;0.502914;0;0;8750.000000;2.000000
0;68;0;0.000800;0;0;5000.000000;0.000000
0;35;0;0.278893;0;0;12000.000000;0.000000
0;79;0;0.345731;0;0;5000.000000;0.000000
0;72;0;9.000000;0;0;;0.000000
0;68;0;0.113977;0;0;5000.000000;0.000000
0;62;0;0.197818;0;0;15584.000000;0.000000
0;65;0;0.049240;0;0;1908.000000;0.000000
0;83;0;6.000000;0;0;;0.000000
0;52;0;0.240426;0;0;8068.000000;0.000000
0;67;0;3193.000000;0;0;;1.000000
0;64;0;1434.000000;0;0;;0.000000
0;63;0;0.777407;0;0;6293.000000;0.000000
0;51;0;0.310620;0;0;5517.000000;1.000000
0;44;1;1.050876;0;0;4166.000000;3.000000
0;37;0;0.038507;0;0;12750.000000;0.000000
0;71;0;0.397285;0;0;14364.000000;0.000000
0;74;0;50.000000;0;0;;0.000000
0;49;0;2689.000000;0;0;;0.000000
0;75;0;0.414977;0;0;2416.000000;0.000000
0;41;0;0.095643;0;0;3763.000000;2.000000
0;41;3;0.368975;0;0;4750.000000;0.000000
0;58;0;343.000000;0;0;;0.000000
0;58;0;0.793793;0;0;6347.000000;0.000000
0;29;1;0.317401;0;0;3200.000000;0.000000
0;35;0;3102.000000;0;0;;0.000000
0;74;0;1439.000000;0;0;;0.000000
0;30;0;0.123313;0;1;7703.000000;0.000000
0;55;1;0.269877;0;0;2200.000000;0.000000
0;70;0;1199.000000;0;0;;0.000000
0;51;0;0.515115;0;0;4200.000000;0.000000
0;64;0;75.000000;0;0;;
0;43;1;0.610299;0;0;4446.000000;0.000000
0;44;1;0.000000;0;0;3283.000000;1.000000
0;36;0;0.072767;0;0;5977.000000;0.000000
0;59;0;524.000000;0;0;;0.000000
0;34;0;4665.000000;0;0;;2.000000
0;40;1;0.780109;0;0;6625.000000;4.000000
0;65;0;2780.000000;0;0;;0.000000
0;94;0;0.000000;0;0;;
0;67;0;596.000000;0;0;;1.000000
0;56;0;0.728632;0;0;5147.000000;2.000000
0;47;0;0.098180;0;0;5000.000000;3.000000
0;68;0;0.495915;0;0;8200.000000;0.000000
0;41;0;0.337613;0;0;8100.000000;2.000000
0;41;0;4896.000000;0;0;;0.000000
0;43;0;0.238457;0;0;4872.000000;3.000000
0;41;0;0.246826;0;0;17250.000000;2.000000
0;51;0;0.205656;0;0;3500.000000;0.000000
0;47;0;0.287472;0;1;7478.000000;1.000000
0;59;0;484.000000;0;0;;0.000000
0;73;0;2801.000000;0;0;;0.000000
0;65;0;0.074206;0;0;10416.000000;1.000000
0;37;0;0.378557;1;0;6500.000000;0.000000
0;60;0;0.546569;0;0;9791.000000;1.000000
0;55;0;0.254016;0;0;6597.000000;1.000000
0;33;0;0.208358;0;0;5000.000000;0.000000
0;58;0;3867.000000;0;0;;0.000000
0;48;0;0.333866;0;0;2500.000000;2.000000
0;25;0;3.500000;0;0;1.000000;0.000000
0;39;0;0.882880;0;0;5583.000000;0.000000
0;36;0;0.083278;0;0;1500.000000;0.000000
0;55;0;569.000000;0;0;;0.000000
0;41;2;3088.000000;0;0;0.000000;2.000000
0;44;0;1.343385;0;0;3083.000000;0.000000
0;46;0;0.925809;0;0;2843.000000;2.000000
0;52;0;0.272203;0;0;8500.000000;0.000000
0;42;0;0.230154;0;0;5000.000000;2.000000
0;38;0;0.346647;0;0;6083.000000;1.000000
0;50;0;0.291402;0;0;5500.000000;0.000000
0;41;0;1509.000000;0;0;;3.000000
0;64;0;3254.000000;2;0;;3.000000
0;60;0;0.556689;0;0;11077.000000;0.000000
0;48;0;0.018239;0;0;12500.000000;2.000000
0;58;0;0.291903;0;0;3000.000000;0.000000
0;36;0;0.091981;0;0;4750.000000;0.000000
0;30;0;0.358547;0;0;3000.000000;2.000000
0;57;0;0.080980;0;0;4000.000000;0.000000
0;34;1;0.573238;0;0;6000.000000;0.000000
0;61;0;0.330859;0;0;8081.000000;0.000000
0;79;0;0.018878;0;0;1800.000000;0.000000
0;67;0;0.262652;0;0;7488.000000;0.000000
0;53;2;0.242150;0;0;6400.000000;0.000000
0;35;0;0.581677;0;0;3470.000000;0.000000
0;58;0;292.000000;0;0;;1.000000
0;22;0;0.000000;0;0;0.000000;0.000000
0;61;5;1518.000000;0;0;;0.000000
0;76;0;0.027794;0;0;5000.000000;0.000000
0;41;0;3280.000000;0;0;;0.000000
0;33;0;158.000000;0;0;;
0;47;0;0.339830;0;0;4360.000000;0.000000
0;58;2;0.394344;0;0;8167.000000;3.000000
0;28;2;0.169929;0;1;2400.000000;2.000000
0;49;1;0.000000;0;0;3100.000000;1.000000
0;56;3;0.502818;1;0;5500.000000;0.000000
0;50;0;0.014514;0;0;6200.000000;0.000000
0;79;0;0.299794;0;0;6300.000000;0.000000
0;33;0;0.918122;0;0;2576.000000;0.000000
0;72;0;0.309715;0;0;7112.000000;1.000000
0;72;0;0.000000;0;0;3339.000000;0.000000
0;78;0;380.000000;0;0;0.000000;0.000000
0;70;0;1968.000000;0;0;;1.000000
0;42;0;0.146695;0;0;6700.000000;0.000000
0;43;1;0.826902;0;0;6400.000000;4.000000
0;59;0;0.706851;0;0;3400.000000;1.000000
0;30;0;0.000000;0;0;1400.000000;0.000000
0;41;0;704.000000;0;0;;3.000000
0;42;0;2865.000000;0;0;;0.000000
0;84;0;0.014820;0;0;5937.000000;0.000000
0;55;0;0.809141;0;0;5600.000000;2.000000
0;48;0;0.085563;0;0;10167.000000;0.000000
0;30;0;0.340798;0;0;6340.000000;0.000000
0;40;1;1.551368;0;0;4749.000000;2.000000
0;48;1;0.382194;0;0;13500.000000;1.000000
0;32;0;0.287493;0;0;6667.000000;1.000000
0;63;0;1457.000000;1;0;;0.000000
