player,pos,age,bref_team_id,g,gs,mp,fg,fga,fg.,x3p,x3pa,x3p.,x2p,x2pa,x2p.,efg.,ft,fta,ft.,orb,drb,trb,ast,stl,blk,tov,pf,pts,season,season_end
Jodie Meeks,SG,26,LAL,77,70,2556,413,892,0.463,162,404,0.400990099009901,251,488,0.514344262295082,0.554,221,258,0.857,30,164,194,138,111,4,111,119,1209,2013-2014,2013
Gal Mekel,PG,25,DAL,31,1,292,30,86,0.349,5,20,0.25,25,66,0.378787878787879,0.378,8,12,0.667,5,22,27,63,4,1,31,31,73,2013-2014,2013
Khris Middleton,SF,22,MIL,82,64,2460,376,854,0.44,120,290,0.413793103448276,256,564,0.453900709219858,0.511,118,137,0.861,60,250,310,169,83,20,123,243,990,2013-2014,2013
C.J. Miles,SG,26,CLE,51,34,984,178,409,0.435,83,211,0.393364928909953,95,198,0.47979797979798,0.537,64,75,0.853,18,85,103,52,46,15,44,103,503,2013-2014,2013
Andre Miller,SG,37,TOT,58,2,982,106,231,0.459,11,21,0.523809523809524,95,210,0.452380952380952,0.483,60,77,0.779,28,102,130,197,34,9,61,75,283,2013-2014,2013
Darius Miller,SF,23,NOP,45,7,723,73,166,0.44,25,77,0.324675324675325,48,89,0.539325842696629,0.515,29,36,0.806,9,43,52,43,24,9,22,88,200,2013-2014,2013
Mike Miller,SF,33,MEM,82,4,1707,213,443,0.481,107,233,0.459227467811159,106,210,0.504761904761905,0.602,46,56,0.821,30,177,207,130,26,5,77,95,579,2013-2014,2013
Quincy Miller,SF,21,DEN,52,16,789,94,256,0.367,30,94,0.319148936170213,64,162,0.395061728395062,0.426,39,55,0.709,36,111,147,26,22,32,48,70,257,2013-2014,2013
Patrick Mills,PG,25,SAS,81,2,1527,309,666,0.464,135,318,0.424528301886792,174,348,0.5,0.565,73,82,0.89,34,135,169,149,68,9,63,114,826,2013-2014,2013
Paul Millsap,PF,28,ATL,74,73,2482,483,1047,0.461,76,212,0.358490566037736,407,835,0.487425149700599,0.498,286,391,0.731,154,473,627,232,129,78,185,210,1328,2013-2014,2013
Tony Mitchell,PF,21,DET,21,0,79,5,12,0.417,1,1,1,4,11,0.363636363636364,0.458,11,19,0.579,15,11,26,2,6,3,4,9,22,2013-2014,2013
Nazr Mohammed,C,36,CHI,80,1,562,54,126,0.429,0,0,NA,54,126,0.428571428571429,0.429,16,30,0.533,66,109,175,20,14,30,37,77,124,2013-2014,2013
Greg Monroe,PF,23,DET,82,82,2690,504,1015,0.497,0,1,0,504,1014,0.497041420118343,0.497,241,367,0.657,256,504,760,171,91,47,166,205,1249,2013-2014,2013
E'Twaun Moore,SG,24,ORL,79,3,1506,195,456,0.428,57,161,0.354037267080745,138,295,0.467796610169492,0.49,52,68,0.765,29,107,136,112,60,13,55,106,499,2013-2014,2013
Darius Morris,PG,23,TOT,27,0,313,39,96,0.406,12,38,0.315789473684211,27,58,0.46551724137931,0.469,17,26,0.654,7,19,26,44,13,0,27,33,107,2013-2014,2013
Marcus Morris,SF,24,PHO,82,1,1800,288,651,0.442,99,260,0.380769230769231,189,391,0.483375959079284,0.518,121,159,0.761,84,235,319,88,72,18,95,157,796,2013-2014,2013
Markieff Morris,PF,24,PHO,81,0,2153,411,845,0.486,34,108,0.314814814814815,377,737,0.511533242876526,0.507,259,327,0.792,139,346,485,144,68,51,147,232,1115,2013-2014,2013
Anthony Morrow,SG,28,NOP,76,9,1426,238,520,0.458,88,195,0.451282051282051,150,325,0.461538461538462,0.542,72,87,0.828,29,111,140,59,38,12,51,102,636,2013-2014,2013
Donatas Motiejunas,PF,23,HOU,62,3,952,131,296,0.443,21,84,0.25,110,212,0.518867924528302,0.478,58,96,0.604,60,165,225,34,20,21,49,132,341,2013-2014,2013
Arnett Moultrie,PF,23,PHI,12,2,187,16,38,0.421,0,0,NA,16,38,0.421052631578947,0.421,4,5,0.8,11,24,35,2,8,4,7,22,36,2013-2014,2013
Timofey Mozgov,C,27,DEN,82,30,1770,285,545,0.523,4,24,0.166666666666667,281,521,0.539347408829175,0.527,196,260,0.754,171,357,528,62,27,100,122,213,770,2013-2014,2013
Shabazz Muhammad,SG,21,MIN,37,0,290,57,124,0.46,3,11,0.272727272727273,54,113,0.47787610619469,0.472,26,40,0.65,24,29,53,6,8,1,16,24,143,2013-2014,2013
Byron Mullens,C,24,TOT,45,0,414,73,165,0.442,33,89,0.370786516853933,40,76,0.526315789473684,0.542,10,20,0.5,24,68,92,14,15,11,27,64,189,2013-2014,2013
Erik Murphy,C,23,CHI,24,0,62,3,13,0.231,0,3,0,3,10,0.3,0.231,0,0,NA,2,6,8,2,0,4,2,7,6,2013-2014,2013
Toure' Murry,PG,24,NYK,51,0,373,56,129,0.434,5,12,0.416666666666667,51,117,0.435897435897436,0.453,23,39,0.59,13,31,44,49,19,1,34,46,140,2013-2014,2013
Mike Muscala,C,22,ATL,20,0,215,31,73,0.425,0,3,0,31,70,0.442857142857143,0.425,14,14,1,17,35,52,7,3,10,12,29,76,2013-2014,2013
Hamady N'Diaye,C,27,SAC,14,0,74,3,9,0.333,0,0,NA,3,9,0.333333333333333,0.333,0,1,0,5,13,18,3,0,4,3,15,6,2013-2014,2013
Steve Nash,PG,39,LAL,15,10,313,36,94,0.383,8,24,0.333333333333333,28,70,0.4,0.426,22,24,0.917,4,25,29,86,7,2,31,18,102,2013-2014,2013
Gary Neal,SG,29,TOT,52,3,1114,193,471,0.41,68,180,0.377777777777778,125,291,0.429553264604811,0.482,94,105,0.895,10,80,90,83,18,0,64,65,548,2013-2014,2013
Nemanja Nedovic,SG,22,GSW,24,0,142,8,39,0.205,3,18,0.166666666666667,5,21,0.238095238095238,0.244,7,8,0.875,3,12,15,13,0,1,13,13,26,2013-2014,2013
Jameer Nelson,PG,31,ORL,68,68,2179,294,747,0.394,136,391,0.347826086956522,158,356,0.443820224719101,0.485,96,112,0.857,29,202,231,476,52,5,166,146,820,2013-2014,2013
Andrew Nicholson,PF,24,ORL,76,5,1174,180,420,0.429,28,89,0.314606741573034,152,331,0.459214501510574,0.462,47,57,0.825,53,202,255,25,18,23,51,150,435,2013-2014,2013
Joakim Noah,C,28,CHI,80,80,2820,380,800,0.475,0,2,0,380,798,0.476190476190476,0.475,247,335,0.737,282,618,900,431,99,121,194,245,1007,2013-2014,2013
Steve Novak,PF,30,TOR,54,1,540,60,146,0.411,52,122,0.426229508196721,8,24,0.333333333333333,0.589,6,6,1,8,50,58,13,12,4,5,44,178,2013-2014,2013
Dirk Nowitzki,PF,35,DAL,80,80,2628,633,1273,0.497,131,329,0.398176291793313,502,944,0.531779661016949,0.549,338,376,0.899,40,458,498,216,73,45,117,165,1735,2013-2014,2013
James Nunnally,SF,23,TOT,13,0,165,15,46,0.326,8,25,0.32,7,21,0.333333333333333,0.413,6,9,0.667,1,18,19,8,6,2,7,11,44,2013-2014,2013
Jermaine O'Neal,PF,35,GSW,44,13,883,125,248,0.504,0,0,NA,125,248,0.504032258064516,0.504,99,132,0.75,85,157,242,25,14,40,52,102,349,2013-2014,2013
Kyle O'Quinn,C,23,ORL,69,19,1188,186,371,0.501,0,3,0,186,368,0.505434782608696,0.501,57,83,0.687,100,264,364,78,39,88,78,165,429,2013-2014,2013
Greg Oden,C,26,MIA,23,6,212,27,49,0.551,0,0,NA,27,49,0.551020408163265,0.551,13,23,0.565,23,31,54,1,7,13,12,52,67,2013-2014,2013
Victor Oladipo,PG,21,ORL,80,44,2487,392,936,0.419,74,226,0.327433628318584,318,710,0.447887323943662,0.458,248,318,0.78,43,286,329,327,129,37,256,210,1106,2013-2014,2013
Kelly Olynyk,C,22,BOS,70,9,1400,234,502,0.466,40,114,0.350877192982456,194,388,0.5,0.506,99,122,0.811,140,225,365,109,35,27,106,227,607,2013-2014,2013
Arinze Onuaku,PF,26,TOT,5,0,30,1,5,0.2,0,0,NA,1,5,0.2,0.2,1,2,0.5,2,6,8,3,0,0,1,3,3,2013-2014,2013
Daniel Orton,C,23,PHI,22,4,251,21,47,0.447,0,0,NA,21,47,0.446808510638298,0.447,23,30,0.767,16,45,61,15,6,16,18,38,65,2013-2014,2013
Travis Outlaw,SF,29,SAC,63,4,1065,130,326,0.399,41,117,0.35042735042735,89,209,0.425837320574163,0.462,42,52,0.808,36,132,168,48,20,19,26,94,343,2013-2014,2013
Zaza Pachulia,C,29,MIL,53,43,1325,149,349,0.427,0,1,0,149,348,0.42816091954023,0.427,110,130,0.846,141,192,333,136,45,14,92,124,408,2013-2014,2013
Jannero Pargo,PG,34,CHA,29,0,242,52,118,0.441,24,60,0.4,28,58,0.482758620689655,0.542,8,11,0.727,1,19,20,52,14,1,26,17,136,2013-2014,2013
Tony Parker,PG,31,SAS,68,68,1997,456,914,0.499,25,67,0.373134328358209,431,847,0.508854781582054,0.513,197,243,0.811,17,138,155,388,36,9,151,86,1134,2013-2014,2013
Chandler Parsons,SF,25,HOU,74,74,2783,466,987,0.472,130,351,0.37037037037037,336,636,0.528301886792453,0.538,164,221,0.742,69,340,409,298,88,29,144,168,1226,2013-2014,2013
Patrick Patterson,PF,24,TOT,65,13,1533,225,489,0.46,55,151,0.364238410596026,170,338,0.502958579881657,0.516,50,71,0.704,117,225,342,78,55,37,65,159,555,2013-2014,2013
Chris Paul,PG,28,LAC,62,62,2171,406,870,0.467,78,212,0.367924528301887,328,658,0.498480243161094,0.511,295,345,0.855,38,230,268,663,154,4,145,157,1185,2013-2014,2013
Nikola Pekovic,C,28,MIN,54,54,1663,379,701,0.541,0,0,NA,379,701,0.540656205420827,0.541,186,249,0.747,206,262,468,50,30,23,84,129,944,2013-2014,2013
Kendrick Perkins,C,29,OKC,62,62,1207,87,193,0.451,0,1,0,87,192,0.453125,0.451,37,67,0.552,82,223,305,67,26,32,90,177,211,2013-2014,2013
Paul Pierce,SF,36,BRK,75,68,2098,321,712,0.451,112,300,0.373333333333333,209,412,0.507281553398058,0.529,256,310,0.826,26,322,348,178,86,31,153,190,1010,2013-2014,2013
Dexter Pittman,C,25,ATL,2,0,3,0,1,0,0,0,NA,0,1,0,0,0,2,0,3,0,3,0,0,0,0,0,0,2013-2014,2013
Mason Plumlee,PF,23,BRK,70,22,1275,199,302,0.659,0,3,0,199,299,0.665551839464883,0.659,122,195,0.626,99,209,308,60,49,55,77,171,520,2013-2014,2013
Miles Plumlee,C,25,PHO,80,79,1964,286,553,0.517,0,0,NA,286,553,0.517179023508137,0.517,74,132,0.561,198,428,626,43,50,90,111,185,646,2013-2014,2013
Quincy Pondexter,SG,25,MEM,15,2,270,31,79,0.392,11,34,0.323529411764706,20,45,0.444444444444444,0.462,21,26,0.808,10,16,26,20,5,1,15,18,94,2013-2014,2013
Otto Porter,SF,20,WAS,37,0,319,33,91,0.363,4,21,0.19047619047619,29,70,0.414285714285714,0.385,8,12,0.667,21,36,57,10,8,1,14,26,78,2013-2014,2013
Josh Powell,F,31,HOU,1,0,19,2,6,0.333,0,0,NA,2,6,0.333333333333333,0.333,0,0,NA,0,5,5,0,0,1,1,1,4,2013-2014,2013
Phil Pressey,PG,22,BOS,75,11,1132,78,253,0.308,28,106,0.264150943396226,50,147,0.340136054421769,0.364,29,45,0.644,20,85,105,241,68,5,87,97,213,2013-2014,2013
A.J. Price,SG,27,MIN,28,0,99,19,46,0.413,6,22,0.272727272727273,13,24,0.541666666666667,0.478,0,2,0,1,9,10,13,1,0,7,5,44,2013-2014,2013
Ronnie Price,SG,30,ORL,31,2,377,28,92,0.304,9,43,0.209302325581395,19,49,0.387755102040816,0.353,9,13,0.692,8,35,43,66,25,2,26,50,74,2013-2014,2013
Pablo Prigioni,PG,36,NYK,66,27,1283,88,191,0.461,65,140,0.464285714285714,23,51,0.450980392156863,0.631,11,12,0.917,36,93,129,228,67,2,60,132,252,2013-2014,2013
Tayshaun Prince,SF,33,MEM,76,76,1948,200,492,0.407,20,69,0.289855072463768,180,423,0.425531914893617,0.427,34,60,0.567,32,202,234,119,39,19,41,63,454,2013-2014,2013
Miroslav Raduljica,C,26,MIL,48,2,465,68,126,0.54,0,0,NA,68,126,0.53968253968254,0.54,45,55,0.818,54,54,108,23,7,13,28,84,181,2013-2014,2013
Anthony Randolph,PF,24,DEN,43,5,527,68,176,0.386,18,61,0.295081967213115,50,115,0.434782608695652,0.438,52,69,0.754,20,102,122,32,26,19,39,64,206,2013-2014,2013
Shavlik Randolph,PF,30,PHO,14,0,95,7,14,0.5,0,0,NA,7,14,0.5,0.5,6,11,0.545,7,18,25,1,3,1,5,15,20,2013-2014,2013
Zach Randolph,PF,32,MEM,79,79,2705,560,1198,0.467,2,20,0.1,558,1178,0.473684210526316,0.468,250,337,0.742,265,530,795,200,54,23,183,210,1372,2013-2014,2013
J.J. Redick,SG,29,LAC,35,34,987,181,398,0.455,73,185,0.394594594594595,108,213,0.507042253521127,0.546,97,106,0.915,9,65,74,78,28,3,42,65,532,2013-2014,2013
Glen Rice,SG,23,WAS,11,1,109,11,37,0.297,5,17,0.294117647058824,6,20,0.3,0.365,5,7,0.714,4,16,20,7,6,1,9,7,32,2013-2014,2013
Luke Ridnour,PG,32,TOT,61,14,1141,126,327,0.385,37,108,0.342592592592593,89,219,0.406392694063927,0.442,17,26,0.654,23,74,97,176,32,8,66,92,306,2013-2014,2013
Austin Rivers,SG,21,NOP,69,4,1339,192,474,0.405,36,99,0.363636363636364,156,375,0.416,0.443,110,173,0.636,26,103,129,160,45,9,77,134,530,2013-2014,2013
Andre Roberson,PF,22,OKC,40,16,399,33,68,0.485,2,13,0.153846153846154,31,55,0.563636363636364,0.5,7,10,0.7,36,58,94,15,19,10,19,74,75,2013-2014,2013
Brian Roberts,PG,28,NOP,72,42,1667,244,581,0.42,64,178,0.359550561797753,180,403,0.446650124069479,0.475,125,133,0.94,17,119,136,234,43,7,95,132,677,2013-2014,2013
Nate Robinson,PG,29,DEN,44,1,866,164,383,0.428,58,154,0.376623376623377,106,229,0.462882096069869,0.504,71,85,0.835,21,60,81,112,36,4,58,92,457,2013-2014,2013
Thomas Robinson,PF,22,POR,70,0,873,141,293,0.481,0,1,0,141,292,0.482876712328767,0.481,57,101,0.564,105,202,307,34,23,20,57,131,339,2013-2014,2013
Rajon Rondo,PG,27,BOS,30,30,998,141,350,0.403,26,90,0.288888888888889,115,260,0.442307692307692,0.44,42,67,0.627,22,142,164,294,40,2,99,65,350,2013-2014,2013
Derrick Rose,PG,25,CHI,10,10,311,58,164,0.354,16,47,0.340425531914894,42,117,0.358974358974359,0.402,27,32,0.844,9,23,32,43,5,1,34,15,159,2013-2014,2013
Terrence Ross,SG,22,TOR,81,62,2159,318,751,0.423,161,408,0.394607843137255,157,343,0.457725947521866,0.531,82,98,0.837,43,209,252,79,64,27,88,183,879,2013-2014,2013
Ricky Rubio,PG,23,MIN,82,82,2638,255,670,0.381,44,133,0.330827067669173,211,537,0.39292364990689,0.413,227,283,0.802,61,281,342,704,191,11,221,218,781,2013-2014,2013
Brandon Rush,SG,28,UTA,38,0,418,30,90,0.333,16,47,0.340425531914894,14,43,0.325581395348837,0.422,3,5,0.6,5,39,44,24,5,9,20,31,79,2013-2014,2013
Robert Sacre,C,24,LAL,65,13,1089,143,300,0.477,0,0,NA,143,300,0.476666666666667,0.477,64,94,0.681,82,172,254,51,24,47,44,134,350,2013-2014,2013
John Salmons,SG,34,TOT,78,8,1726,150,413,0.363,63,163,0.386503067484663,87,250,0.348,0.439,40,52,0.769,20,143,163,147,47,19,54,124,403,2013-2014,2013
Larry Sanders,C,25,MIL,23,20,584,76,162,0.469,0,1,0,76,161,0.472049689440994,0.469,26,55,0.473,60,105,165,19,18,40,26,74,178,2013-2014,2013
Dennis Schröder,PG,20,ATL,49,0,641,72,188,0.383,10,42,0.238095238095238,62,146,0.424657534246575,0.41,29,43,0.674,5,55,60,93,17,0,61,54,183,2013-2014,2013
Luis Scola,PF,33,IND,82,2,1399,263,560,0.47,1,7,0.142857142857143,262,553,0.47377938517179,0.471,99,136,0.728,86,305,391,81,26,16,108,164,626,2013-2014,2013
Mike Scott,PF,25,ATL,80,6,1482,301,628,0.479,62,200,0.31,239,428,0.558411214953271,0.529,103,132,0.78,62,222,284,75,30,7,79,121,767,2013-2014,2013
Thabo Sefolosha,SG,29,OKC,61,61,1584,141,340,0.415,48,152,0.315789473684211,93,188,0.49468085106383,0.485,53,69,0.768,50,170,220,94,79,17,55,90,383,2013-2014,2013
Kevin Seraphin,C,24,WAS,53,1,578,111,220,0.505,0,0,NA,111,220,0.504545454545455,0.505,27,31,0.871,53,75,128,17,3,26,41,103,249,2013-2014,2013
Ramon Sessions,PG,27,TOT,83,19,2214,330,769,0.429,35,124,0.282258064516129,295,645,0.457364341085271,0.452,326,404,0.807,38,165,203,340,49,9,148,90,1021,2013-2014,2013
Mustafa Shakur,PG,29,OKC,3,0,11,0,3,0,0,1,0,0,2,0,0,1,2,0.5,0,0,0,4,0,0,2,2,1,2013-2014,2013
Tornike Shengelia,SF,22,TOT,26,0,154,13,28,0.464,0,6,0,13,22,0.590909090909091,0.464,3,8,0.375,4,12,16,14,3,1,12,18,29,2013-2014,2013
Iman Shumpert,SG,23,NYK,74,58,1962,183,484,0.378,76,228,0.333333333333333,107,256,0.41796875,0.457,53,71,0.746,81,227,308,129,92,13,79,209,495,2013-2014,2013
Alexey Shved,SG,25,MIN,63,0,664,76,237,0.321,30,102,0.294117647058824,46,135,0.340740740740741,0.384,68,90,0.756,21,60,81,68,26,16,48,36,250,2013-2014,2013
Henry Sims,C,23,TOT,46,25,875,130,274,0.474,0,1,0,130,273,0.476190476190476,0.474,90,121,0.744,104,133,237,52,28,20,41,116,350,2013-2014,2013
Kyle Singler,SF,25,DET,82,36,2337,269,602,0.447,94,246,0.382113821138211,175,356,0.491573033707865,0.525,152,184,0.826,116,187,303,75,61,38,79,211,784,2013-2014,2013
Chris Singleton,SF,24,WAS,25,0,250,25,67,0.373,7,19,0.368421052631579,18,48,0.375,0.425,18,25,0.72,18,37,55,6,9,3,17,25,75,2013-2014,2013
Peyton Siva,SG,23,DET,24,0,224,18,57,0.316,7,25,0.28,11,32,0.34375,0.377,11,15,0.733,2,12,14,34,9,1,18,27,54,2013-2014,2013
Donald Sloan,SG,26,IND,48,1,392,44,117,0.376,10,42,0.238095238095238,34,75,0.453333333333333,0.419,12,20,0.6,4,40,44,50,10,1,22,19,110,2013-2014,2013
Chris Smith,PG,26,NYK,2,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,2013-2014,2013
Greg Smith,C,23,HOU,11,0,100,18,28,0.643,0,0,NA,18,28,0.642857142857143,0.643,2,5,0.4,11,16,27,0,1,2,5,17,38,2013-2014,2013
Ish Smith,PG,25,PHO,70,1,1006,119,281,0.423,1,23,0.0434782608695652,118,258,0.457364341085271,0.425,22,39,0.564,31,98,129,179,49,13,65,66,261,2013-2014,2013
J.R. Smith,SF,28,NYK,74,37,2421,396,955,0.415,189,480,0.39375,207,475,0.435789473684211,0.514,90,138,0.652,35,261,296,219,65,20,108,196,1071,2013-2014,2013
Jason Smith,PF,27,NOP,31,27,830,131,282,0.465,0,0,NA,131,282,0.464539007092199,0.465,39,50,0.78,51,130,181,29,11,29,28,100,301,2013-2014,2013
Josh Smith,SF,28,DET,77,76,2730,517,1233,0.419,70,265,0.264150943396226,447,968,0.461776859504132,0.448,160,301,0.532,102,418,520,252,105,110,199,197,1264,2013-2014,2013
Tony Snell,SG,22,CHI,77,12,1231,129,336,0.384,57,178,0.320224719101124,72,158,0.455696202531646,0.469,31,41,0.756,19,105,124,68,29,15,44,84,346,2013-2014,2013
James Southerland,SF,23,TOT,4,0,30,5,15,0.333,3,6,0.5,2,9,0.222222222222222,0.433,1,2,0.5,0,8,8,0,1,2,1,3,14,2013-2014,2013
Marreese Speights,C,26,GSW,79,3,982,195,442,0.441,8,31,0.258064516129032,187,411,0.454987834549878,0.45,110,134,0.821,101,189,290,32,10,34,66,148,508,2013-2014,2013
Tiago Splitter,C,29,SAS,59,50,1271,181,346,0.523,0,3,0,181,343,0.527696793002915,0.523,121,173,0.699,123,240,363,90,29,31,75,117,483,2013-2014,2013
D.J. Stephens,SG,23,MIL,3,0,15,3,7,0.429,0,0,NA,3,7,0.428571428571429,0.429,1,1,1,1,4,5,0,0,0,0,0,7,2013-2014,2013
Lance Stephenson,SG,23,IND,78,78,2752,427,870,0.491,86,244,0.352459016393443,341,626,0.544728434504792,0.54,140,197,0.711,95,463,558,359,54,7,210,195,1080,2013-2014,2013
Greg Stiemsma,C,28,NOP,55,20,1007,70,122,0.574,0,1,0,70,121,0.578512396694215,0.574,19,32,0.594,72,154,226,36,35,57,44,169,159,2013-2014,2013
Julyan Stone,SG,25,TOR,21,0,120,7,17,0.412,2,8,0.25,5,9,0.555555555555556,0.471,2,3,0.667,2,18,20,12,3,0,5,13,18,2013-2014,2013
Amar'e Stoudemire,C,31,NYK,65,21,1466,311,558,0.557,0,0,NA,311,558,0.557347670250896,0.557,150,203,0.739,112,208,320,34,23,37,91,159,772,2013-2014,2013
Rodney Stuckey,SG,27,DET,73,5,1950,372,853,0.436,24,88,0.272727272727273,348,765,0.454901960784314,0.45,244,292,0.836,39,130,169,152,54,10,125,131,1012,2013-2014,2013
Jared Sullinger,PF,21,BOS,74,44,2041,384,899,0.427,56,208,0.269230769230769,328,691,0.474674384949349,0.458,158,203,0.778,241,360,601,118,35,49,119,251,982,2013-2014,2013
Jeffery Taylor,SF,24,CHA,26,8,629,82,218,0.376,18,67,0.26865671641791,64,151,0.423841059602649,0.417,26,47,0.553,15,45,60,22,13,5,25,62,208,2013-2014,2013
Tyshawn Taylor,PG,23,BRK,23,3,270,31,91,0.341,3,12,0.25,28,79,0.354430379746835,0.357,24,30,0.8,3,12,15,36,12,1,31,29,89,2013-2014,2013
Jeff Teague,PG,25,ATL,79,79,2542,456,1040,0.438,74,225,0.328888888888889,382,815,0.468711656441718,0.474,318,376,0.846,34,174,208,528,89,17,232,158,1304,2013-2014,2013
Marquis Teague,SG,20,TOT,40,3,443,38,119,0.319,5,18,0.277777777777778,33,101,0.326732673267327,0.34,26,35,0.743,1,39,40,58,10,5,39,46,107,2013-2014,2013
Mirza Teletovic,SF,28,BRK,72,7,1396,221,529,0.418,136,349,0.389684813753582,85,180,0.472222222222222,0.546,44,62,0.71,60,206,266,57,29,23,54,143,622,2013-2014,2013
Garrett Temple,SG,27,WAS,75,0,638,51,141,0.362,6,29,0.206896551724138,45,112,0.401785714285714,0.383,30,43,0.698,21,47,68,72,35,11,42,72,138,2013-2014,2013
Jason Terry,PG,36,BRK,35,0,570,55,152,0.362,39,103,0.378640776699029,16,49,0.326530612244898,0.49,10,15,0.667,4,33,37,56,13,0,27,48,159,2013-2014,2013
Hasheem Thabeet,C,26,OKC,23,0,192,13,23,0.565,0,0,NA,13,23,0.565217391304348,0.565,1,5,0.2,9,31,40,1,4,9,14,47,27,2013-2014,2013
Adonis Thomas,SF,20,TOT,6,1,37,6,14,0.429,1,5,0.2,5,9,0.555555555555556,0.464,1,1,1,0,3,3,3,0,0,1,6,14,2013-2014,2013
Isaiah Thomas,PG,24,SAC,72,54,2497,496,1096,0.453,127,364,0.348901098901099,369,732,0.504098360655738,0.51,346,407,0.85,47,163,210,454,93,8,213,185,1465,2013-2014,2013
Lance Thomas,SF,25,NOP,5,0,42,2,9,0.222,0,0,NA,2,9,0.222222222222222,0.222,2,4,0.5,2,5,7,3,0,0,2,4,6,2013-2014,2013
Malcolm Thomas,PF,25,TOT,8,0,63,7,16,0.438,1,4,0.25,6,12,0.5,0.469,0,2,0,5,16,21,2,0,3,9,5,15,2013-2014,2013
Hollis Thompson,SF,22,PHI,77,41,1742,171,372,0.46,67,167,0.401197604790419,104,205,0.507317073170732,0.55,52,73,0.712,73,174,247,73,53,12,60,144,461,2013-2014,2013
Jason Thompson,PF,27,SAC,82,61,2007,251,496,0.506,0,0,NA,251,496,0.506048387096774,0.506,84,145,0.579,153,374,527,53,32,56,95,251,586,2013-2014,2013
Klay Thompson,SG,23,GSW,81,81,2868,559,1259,0.444,223,535,0.416822429906542,336,724,0.464088397790055,0.533,147,185,0.795,38,211,249,181,74,37,135,234,1488,2013-2014,2013
Tristan Thompson,PF,22,CLE,82,82,2594,363,761,0.477,0,1,0,363,760,0.477631578947368,0.477,235,339,0.693,269,485,754,72,42,35,108,188,961,2013-2014,2013
Marcus Thornton,SG,26,TOT,72,27,1741,252,639,0.394,109,316,0.34493670886076,143,323,0.442724458204334,0.48,90,112,0.804,57,141,198,77,58,11,67,110,703,2013-2014,2013
Jamaal Tinsley,PG,35,UTA,8,5,110,4,20,0.2,1,15,0.0666666666666667,3,5,0.6,0.225,0,0,NA,2,9,11,23,2,0,9,10,9,2013-2014,2013
Anthony Tolliver,PF,28,CHA,64,9,1298,129,307,0.42,102,247,0.412955465587045,27,60,0.45,0.586,33,41,0.805,33,135,168,42,19,15,23,82,393,2013-2014,2013
P.J. Tucker,SF,28,PHO,81,81,2490,265,615,0.431,74,191,0.387434554973822,191,424,0.450471698113208,0.491,156,201,0.776,161,368,529,141,110,23,102,204,760,2013-2014,2013
Ronny Turiaf,PF,31,MIN,31,10,606,64,107,0.598,0,0,NA,64,107,0.598130841121495,0.598,21,50,0.42,55,119,174,24,8,50,24,65,149,2013-2014,2013
Hedo Turkoglu,SF,34,LAC,38,0,392,42,109,0.385,22,50,0.44,20,59,0.338983050847458,0.486,9,18,0.5,11,78,89,33,19,10,16,50,115,2013-2014,2013
Evan Turner,SF,25,TOT,81,56,2457,434,1021,0.425,50,156,0.320512820512821,384,865,0.44393063583815,0.45,213,262,0.813,62,346,408,262,67,7,189,195,1131,2013-2014,2013
Jeremy Tyler,C,22,NYK,41,0,398,60,116,0.517,0,0,NA,60,116,0.517241379310345,0.517,26,48,0.542,38,71,109,8,6,20,26,70,146,2013-2014,2013
Ekpe Udoh,PF,26,MIL,42,14,804,57,143,0.399,0,0,NA,57,143,0.398601398601399,0.399,30,47,0.638,61,87,148,31,15,44,38,96,144,2013-2014,2013
Beno Udrih,SG,31,TOT,41,12,643,78,178,0.438,19,42,0.452380952380952,59,136,0.433823529411765,0.492,25,30,0.833,10,49,59,116,23,4,47,50,200,2013-2014,2013
Jonas Valanciunas,C,21,TOR,81,81,2282,359,676,0.531,0,1,0,359,675,0.531851851851852,0.531,198,260,0.762,226,488,714,57,24,71,136,249,916,2013-2014,2013
Anderson Varejao,C,31,CLE,65,29,1800,227,459,0.495,0,7,0,227,452,0.502212389380531,0.495,92,135,0.681,187,442,629,140,69,39,72,164,546,2013-2014,2013
Jarvis Varnado,PF,25,TOT,24,0,339,36,60,0.6,0,0,NA,36,60,0.6,0.6,27,52,0.519,19,44,63,13,10,29,10,62,99,2013-2014,2013
Greivis Vasquez,SG,27,TOT,79,23,1779,277,658,0.421,109,289,0.377162629757785,168,369,0.455284552845528,0.504,95,108,0.88,20,153,173,323,31,5,128,143,758,2013-2014,2013
Jan Vesely,PF,23,TOT,54,1,776,89,173,0.514,0,0,NA,89,173,0.514450867052023,0.514,19,56,0.339,81,110,191,21,53,35,36,121,197,2013-2014,2013
Charlie Villanueva,PF,29,DET,20,0,180,35,92,0.38,14,56,0.25,21,36,0.583333333333333,0.457,8,14,0.571,6,28,34,6,4,5,7,16,92,2013-2014,2013
Nikola Vucevic,C,23,ORL,57,57,1812,353,696,0.507,0,0,NA,353,696,0.507183908045977,0.507,105,137,0.766,185,441,626,104,60,47,112,169,811,2013-2014,2013
Sasha Vujacic,SG,29,LAC,2,0,10,2,5,0.4,1,2,0.5,1,3,0.333333333333333,0.5,0,0,NA,0,3,3,0,1,0,3,1,5,2013-2014,2013
