city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
sj,2002,37,2002-09-10,0.033,-0.02545,0.2319714,0.2399571,7.92,301.222857143,301.407142857,296.722857143,303.7,299.1,10.9,76.6785714286,7.92,18.1914285714,3.35714285714,29.1571428571,7.68571428571,34.4,24.4,2.3
sj,2002,38,2002-09-17,,0.01655,0.1659286,0.1409857,57.98,301.238571429,301.228571429,297.124285714,303.1,299.4,27.5,78.4885714286,57.98,18.6514285714,2.6,28.6571428571,7.3,33.3,23.3,53.2
sj,2002,39,2002-09-24,0.0541,0.03885,0.1283571,0.08348571,26.31,300.987142857,301.107142857,296.732857143,303.1,298.5,13.4,77.8514285714,26.31,18.2442857143,3.24285714286,28.2,7.57142857143,32.8,23.9,48.0
sj,2002,40,2002-10-01,0.07375,0.07326667,0.0796,0.06807143,73.11,301.061428571,301.157142857,297.128571429,303.2,299.5,20.0,79.2814285714,73.11,18.6742857143,2.42857142857,27.7714285714,6.87142857143,33.3,22.8,72.7
sj,2002,41,2002-10-08,-0.05385,-0.0739,0.2429714,0.2187286,17.48,300.728571429,300.707142857,296.694285714,302.3,298.5,25.5,78.8085714286,17.48,18.1914285714,2.72857142857,27.9428571429,6.68571428571,31.7,23.9,26.0
sj,2002,42,2002-10-15,,0.03505,0.1269143,0.1894143,91.69,300.47,300.6,296.478571429,302.5,298.6,23.5,78.9485714286,91.69,17.95,2.6,27.5428571429,7.25714285714,32.2,23.3,6.1
sj,2002,43,2002-10-22,-0.1115,-0.1136,0.2304,0.2082429,9.5,300.548571429,300.528571429,296.635714286,302.3,298.8,27.0,79.2171428571,9.5,18.1042857143,2.48571428571,27.9857142857,7.17142857143,33.3,23.9,53.3
sj,2002,44,2002-10-29,0.00735,-0.02545,0.1993429,0.1795429,33.29,300.518571429,300.55,296.24,302.4,298.4,34.7,77.62,33.29,17.6885714286,2.58571428571,27.5428571429,6.57142857143,31.7,23.3,31.3
sj,2002,45,2002-11-05,0.2614,0.11022,0.2918,0.3185,14.05,300.44,300.65,295.852857143,302.4,298.9,9.5,76.1671428571,14.05,17.2657142857,3.1,27.3857142857,6.54285714286,31.1,23.3,8.4
sj,2002,46,2002-11-12,0.1478333,-0.003125,0.2781571,0.2477286,0.0,300.545714286,300.757142857,295.447142857,302.3,298.7,7.6,73.7814285714,0.0,16.8185714286,2.68571428571,27.3142857143,7.01428571429,31.1,22.8,3.8
sj,2002,47,2002-11-19,,-0.1225,0.2220571,0.1913857,100.94,299.982857143,299.885714286,295.942857143,302.1,298.2,32.3,78.6057142857,100.94,17.3385714286,2.68571428571,27.2142857143,6.84285714286,32.2,23.3,30.8
sj,2002,48,2002-11-26,-0.005633333,-0.03725,0.2773286,0.2907286,11.61,300.048571429,300.128571429,296.092857143,302.3,297.8,22.77,78.9628571429,11.61,17.51,2.48571428571,26.9857142857,7.0,32.2,21.7,28.0
sj,2002,49,2002-12-03,-0.2439,-0.1209333,0.2790857,0.2488429,0.0,300.17,300.314285714,295.205714286,302.0,298.0,5.9,74.3728571429,0.0,16.5785714286,2.71428571429,26.4285714286,7.28571428571,31.1,21.7,2.9
sj,2002,50,2002-12-10,-0.1743,-0.0723,0.1993,0.1713,7.32,299.892857143,299.928571429,294.978571429,301.4,298.3,7.45,74.5171428571,7.32,16.3271428571,1.77142857143,26.0714285714,6.64285714286,30.0,21.7,40.6
sj,2002,51,2002-12-17,-0.043,-0.12895,0.1854143,0.2088,0.0,299.378571429,299.6,294.577142857,301.2,297.7,8.3,74.9428571429,0.0,15.9185714286,2.37142857143,25.9285714286,6.97142857143,30.6,21.7,18.6
sj,2002,52,2002-12-24,0.0358,-0.2528,0.2434333,0.1369286,6.58,298.638571429,298.807142857,294.805714286,301.1,296.7,19.7,79.4828571429,6.58,16.16,2.78571428571,25.7,5.77142857143,29.4,22.2,31.7
sj,2003,1,2003-01-01,-0.07195,-0.04525,0.2304571,0.1757143,0.0,298.041428571,298.085714286,294.381428571,300.3,295.8,20.5,80.3085714286,0.0,15.8457142857,1.65714285714,25.0571428571,5.87142857143,28.9,21.1,25.7
sj,2003,2,2003-01-08,-0.2,-0.07096667,0.18055,0.1824833,0.0,298.615714286,298.721428571,294.604285714,300.7,296.8,36.6,78.6714285714,0.0,15.94,2.04285714286,25.4571428571,6.65714285714,30.0,21.1,35.3
sj,2003,3,2003-01-15,0.0466,0.008225,0.2926429,0.2266286,0.0,298.861428571,299.121428571,294.217142857,301.1,296.0,2.5,75.7028571429,0.0,15.5871428571,3.07142857143,25.7285714286,7.94285714286,31.1,20.6,0.0
sj,2003,4,2003-01-22,0.05374,0.071375,0.1781714,0.1565714,0.0,299.042857143,299.35,294.268571429,301.0,297.4,3.6,75.0157142857,0.0,15.6,2.7,25.6857142857,7.44285714286,30.6,21.1,2.9
sj,2003,5,2003-01-29,0.0214,0.0542,0.08465,0.1010286,0.0,298.181428571,298.357142857,294.337142857,301.1,296.4,32.3,79.5171428571,0.0,15.7,2.65714285714,25.3285714286,7.1,30.6,20.6,59.7
sj,2003,6,2003-02-05,0.0567,0.0702,0.1939857,0.1746714,25.2,298.211428571,298.321428571,294.257142857,300.9,296.4,18.4,78.8414285714,25.2,15.63,2.7,25.2,6.97142857143,29.4,21.1,19.4
sj,2003,7,2003-02-12,,-0.09663333,0.1922667,0.2225,68.17,298.37,298.435714286,294.577142857,300.3,296.3,33.6,79.7242857143,68.17,15.9142857143,2.32857142857,25.4,6.17142857143,29.4,21.7,37.1
sj,2003,8,2003-02-19,0.0015,-0.03445,0.1614286,0.1584857,0.0,298.78,299.0,294.025714286,300.9,297.3,9.7,75.0771428571,0.0,15.37,2.65714285714,25.5857142857,7.05714285714,30.6,20.6,7.4
sj,2003,9,2003-02-26,-0.03046667,-0.0001,0.1286333,0.1561167,0.0,298.67,298.835714286,293.854285714,300.6,296.9,7.2,74.7342857143,0.0,15.1942857143,2.3,25.6285714286,6.74285714286,30.0,21.1,8.2
sj,2003,10,2003-03-05,-0.20635,-0.141,0.3221857,0.2998286,0.0,298.735714286,298.992857143,293.475714286,300.7,296.9,0.5,72.69,0.0,14.8728571429,3.01428571429,25.2857142857,8.04285714286,29.4,20.6,5.1
sj,2003,11,2003-03-12,0.02535,0.0481,0.1018429,0.1365286,0.0,299.004285714,299.271428571,294.108571429,300.9,297.1,2.7,74.6085714286,0.0,15.49,2.62857142857,26.5428571429,7.38571428571,31.1,21.7,2.6
sj,2003,12,2003-03-19,-0.05203333,0.01422,0.1556429,0.1822714,0.0,298.881428571,299.057142857,293.484285714,300.8,297.4,1.8,72.1357142857,0.0,14.8842857143,2.42857142857,26.4571428571,7.92857142857,31.1,21.7,1.3
sj,2003,13,2003-03-26,-0.1169,-0.091575,0.1527286,0.1867714,0.0,298.752857143,299.035714286,293.801428571,301.6,296.3,7.3,74.3257142857,0.0,15.2214285714,3.75714285714,26.9285714286,7.05714285714,32.2,22.8,2.0
sj,2003,14,2003-04-02,0.0925,-0.05085,0.1298,0.1214286,0.0,298.9,299.042857143,294.331428571,301.9,296.8,7.5,76.1342857143,0.0,15.73,3.37142857143,26.7,6.98571428571,33.3,22.2,30.0
sj,2003,15,2003-04-09,0.12815,0.09896667,0.1515,0.1395429,38.52,298.33,298.407142857,294.542857143,301.1,296.1,43.64,79.6357142857,38.52,15.9014285714,2.7,26.4,6.17142857143,32.2,22.8,28.2
sj,2003,16,2003-04-16,,-0.0029,0.07464286,0.09557143,5.96,298.702857143,298.771428571,295.007142857,301.3,296.8,23.5,80.2414285714,5.96,16.3814285714,2.74285714286,26.4285714286,6.68571428571,31.7,22.8,46.5
sj,2003,17,2003-04-23,-0.078,-0.1252,0.1486714,0.1594714,389.6,298.445714286,298.421428571,295.482857143,301.4,296.3,111.7,83.7514285714,389.6,16.8857142857,2.78571428571,25.3571428571,6.42857142857,30.6,20.6,88.2
sj,2003,18,2003-04-30,0.0681,0.0355,0.2512714,0.2120714,26.56,299.185714286,299.4,295.447142857,302.3,296.8,15.2,80.0714285714,26.56,16.8328571429,3.08571428571,26.9285714286,6.5,32.2,23.3,75.2
sj,2003,19,2003-05-07,-0.0477,0.072125,0.2656833,0.2382143,16.65,300.038571429,300.207142857,295.18,302.2,298.3,1.5,74.8085714286,16.65,16.5171428571,3.01428571429,27.6428571429,7.57142857143,32.8,23.3,2.5
sj,2003,20,2003-05-14,0.01485,-0.0432,0.1687571,0.1725429,10.86,299.577142857,299.728571429,294.601428571,301.5,297.7,7.7,74.23,10.86,15.93,2.71428571429,26.9,6.82857142857,31.1,22.8,7.0
sj,2003,21,2003-05-21,,0.0041,0.1526143,0.1243571,60.93,299.634285714,299.707142857,295.184285714,301.5,298.0,13.76,76.7042857143,60.93,16.5728571429,2.32857142857,27.0571428571,6.77142857143,31.1,22.8,10.1
sj,2003,22,2003-05-28,-0.0457,-0.007566667,0.1959143,0.1780571,111.7,299.508571429,299.685714286,296.017142857,301.8,297.0,28.3,81.2914285714,111.7,17.4242857143,2.4,27.7571428571,6.75714285714,32.2,22.8,22.9
sj,2003,23,2003-06-04,,0.06276667,0.1974571,0.175,9.1,300.091428571,300.335714286,295.555714286,302.4,298.2,1.6,76.3342857143,9.1,16.9014285714,2.72857142857,27.9714285714,7.38571428571,32.2,22.8,3.3
sj,2003,24,2003-06-11,0.05063333,0.055875,0.10935,0.09871429,18.25,299.752857143,299.842857143,295.397142857,301.6,297.8,20.1,77.1414285714,18.25,16.7585714286,2.71428571429,27.4,6.65714285714,31.1,22.8,33.8
sj,2003,25,2003-06-18,0.0675,0.0484,0.1730429,0.1369857,39.21,299.885714286,300.014285714,295.631428571,301.6,297.9,21.81,77.7314285714,39.21,17.0228571429,2.45714285714,27.4714285714,5.58571428571,30.6,23.9,36.6
sj,2003,26,2003-06-25,-0.1798,-0.05245,0.1182714,0.1597286,17.92,299.911428571,300.142857143,296.352857143,301.9,298.5,18.4,80.98,17.92,17.7542857143,2.4,28.0285714286,6.04285714286,32.2,24.4,0.6
sj,2003,27,2003-07-02,-0.0853,0.02575,0.2083857,0.2085571,0.0,300.355714286,300.5,296.362857143,302.0,298.4,5.8,78.9285714286,0.0,17.7442857143,2.54285714286,28.6428571429,6.1,32.8,24.4,13.0
sj,2003,28,2003-07-09,,0.296,0.1916857,0.175,10.83,299.927142857,299.957142857,296.1,301.8,298.1,44.04,79.6585714286,10.83,17.4871428571,2.54285714286,28.0428571429,6.18571428571,31.7,23.9,17.9
sj,2003,29,2003-07-16,-0.05675,-0.1126667,0.2248714,0.1869,62.57,300.154285714,300.342857143,296.315714286,301.7,298.4,21.9,79.7442857143,62.57,17.7242857143,1.91428571429,27.4714285714,5.88571428571,31.7,21.7,43.0
sj,2003,30,2003-07-23,0.1045,0.0661,0.1618571,0.1561714,0.0,300.501428571,300.485714286,296.292857143,302.6,298.2,13.4,77.8,0.0,17.6585714286,2.8,28.1428571429,6.11428571429,32.8,23.3,8.0
sj,2003,31,2003-07-30,0.04995,-0.03565,0.1580333,0.192,41.92,300.13,300.3,296.894285714,301.8,298.9,46.9,82.6014285714,41.92,18.3385714286,1.82857142857,27.8714285714,5.55714285714,31.7,24.4,48.9
sj,2003,32,2003-08-06,0.0785,0.03633333,0.2077857,0.2106714,28.0,300.38,300.571428571,296.79,302.1,298.8,22.5,80.84,28.0,18.2157142857,2.25714285714,28.0714285714,5.8,31.7,25.0,8.2
sj,2003,33,2003-08-13,0.0348,0.0317,0.2225714,0.2039857,11.37,300.512857143,300.578571429,296.69,302.5,298.8,29.1,79.7885714286,11.37,18.1457142857,2.55714285714,27.9285714286,5.87142857143,32.2,24.4,17.0
sj,2003,34,2003-08-20,0.0726,0.0519,0.1617286,0.1578143,42.46,300.774285714,300.792857143,296.611428571,302.8,298.9,31.0,78.2542857143,42.46,18.0614285714,2.78571428571,28.1428571429,6.92857142857,32.2,23.9,25.7
sj,2003,35,2003-08-27,,0.1,0.2043714,0.1603571,98.68,300.668571429,300.728571429,297.048571429,302.8,298.7,50.86,80.7971428571,98.68,18.5714285714,2.54285714286,27.9142857143,6.45714285714,31.7,23.3,69.6
sj,2003,36,2003-09-03,,,0.2036286,0.2409286,86.4,300.631428571,300.75,297.418571429,302.7,298.7,63.0,82.7842857143,86.4,18.9685714286,2.18571428571,27.6857142857,6.07142857143,31.7,24.4,29.8
sj,2003,37,2003-09-10,0.09445,-0.01352,0.2407,0.2419286,16.81,300.967142857,301.228571429,297.108571429,303.7,299.0,12.5,79.7042857143,16.81,18.6357142857,3.14285714286,28.7285714286,6.32857142857,34.4,25.0,20.9
sj,2003,38,2003-09-17,-0.0939,0.086425,0.2489,0.2247429,38.7,301.142857143,301.4,296.775714286,304.3,298.8,13.9,77.3671428571,38.7,18.2985714286,3.45714285714,28.8714285714,6.48571428571,34.4,25.0,2.3
sj,2003,39,2003-09-24,-0.0874,0.09725,0.2545714,0.2119143,99.61,300.791428571,300.914285714,297.12,303.3,298.7,26.59,80.53,99.61,18.6785714286,2.71428571429,28.0428571429,7.44285714286,33.9,22.2,76.5
sj,2003,40,2003-10-01,,0.0151,0.2174857,0.2088143,78.94,301.194285714,301.407142857,297.267142857,303.5,299.5,11.0,79.3557142857,78.94,18.8242857143,2.9,28.6,6.18571428571,32.2,25.0,9.9
sj,2003,41,2003-10-08,0.0204,0.03275,0.1634429,0.1103714,0.61,300.932857143,301.1,296.384285714,303.2,299.2,6.3,76.4357142857,0.61,17.8842857143,2.85714285714,28.1,6.04285714286,31.7,24.4,0.8
sj,2003,42,2003-10-15,0.0161,0.0371,0.2434,0.2677286,118.5,300.678571429,300.828571429,296.94,302.9,298.3,97.7,80.25,118.5,18.4857142857,2.51428571429,27.1285714286,6.68571428571,32.2,22.8,61.0
sj,2003,43,2003-10-22,-0.0416,0.0553,0.1699286,0.1281714,20.44,301.09,301.157142857,296.79,302.9,299.0,10.7,77.5314285714,20.44,18.3014285714,2.85714285714,28.0285714286,7.0,32.8,23.9,10.9
sj,2003,44,2003-10-29,0.0892,0.00035,0.09465,0.08811429,96.7,300.952857143,301.114285714,296.651428571,303.4,298.6,17.08,77.5614285714,96.7,18.1571428571,2.8,27.8,6.92857142857,33.3,23.9,11.0
sj,2003,45,2003-11-05,,0.1635,0.1377167,0.1248,79.96,300.162857143,300.235714286,296.0,302.7,297.5,35.9,78.08,79.96,17.47,3.27142857143,27.3714285714,7.18571428571,32.8,22.2,62.4
sj,2003,46,2003-11-12,0.06925,0.055375,0.06548571,0.07488571,97.28,300.054285714,300.05,296.665714286,301.7,298.3,92.1,81.8257142857,97.28,18.16,2.3,27.1571428571,6.85714285714,31.7,22.8,74.7
sj,2003,47,2003-11-19,-0.21795,0.015,0.1281429,0.1350143,390.6,299.072857143,299.15,296.831428571,300.7,297.7,181.74,87.5757142857,390.6,18.37,1.98571428571,26.3,4.68571428571,31.7,23.9,133.2
sj,2003,48,2003-11-26,-0.07015,-0.037775,0.2369429,0.2084571,16.2,298.814285714,298.907142857,295.76,301.0,297.2,38.7,83.41,16.2,17.2271428571,2.35714285714,25.9714285714,6.11428571429,30.6,22.8,54.2
sj,2003,49,2003-12-03,-0.00305,0.0534,0.1275667,0.1174857,0.0,299.107142857,299.242857143,294.808571429,300.7,297.4,10.26,77.3085714286,0.0,16.2042857143,1.94285714286,26.1857142857,5.61428571429,29.4,21.7,2.1
sj,2003,50,2003-12-10,-0.1476,-0.1538,0.1616833,0.1077714,182.81,299.174285714,299.185714286,295.031428571,301.5,297.5,50.6,78.2328571429,182.81,16.4685714286,2.14285714286,25.6428571429,5.01428571429,29.4,22.2,82.8
sj,2003,51,2003-12-17,-0.03753333,-0.0526,0.2905667,0.1977429,0.0,298.555714286,298.607142857,294.992857143,300.5,296.9,12.28,80.7971428571,0.0,16.39,2.15714285714,25.8428571429,5.41428571429,29.4,22.2,11.0
sj,2003,52,2003-12-24,0.02085,-0.0398,0.1581375,0.1479444,1.96,299.044285714,299.178571429,295.025714286,300.8,297.2,9.14,78.6885714286,1.96,16.3757142857,2.7,26.0142857143,6.5,30.0,21.1,12.0
sj,2004,1,2004-01-01,-0.2683,-0.1237,0.2237571,0.1765429,,,,,,,,,,,,,,,,
sj,2004,2,2004-01-08,-0.0731,0.0172,0.2147286,0.2224429,0.0,297.648571429,297.571428571,292.374285714,299.3,296.1,20.7,72.5771428571,0.0,13.8814285714,2.02857142857,24.3857142857,5.55714285714,27.8,20.6,15.6
sj,2004,3,2004-01-15,,0.0026,0.2821,0.2899,36.07,297.8,297.971428571,293.895714286,299.5,296.5,20.2,78.9428571429,36.07,15.2571428571,2.17142857143,24.3428571429,5.95714285714,28.3,20.0,23.7
sj,2004,4,2004-01-22,-0.18635,-0.178625,-0.01553333,0.01025,0.0,297.728571429,298.107142857,293.665714286,300.2,295.7,1.1,78.2642857143,0.0,15.0614285714,3.04285714286,24.5285714286,6.1,27.8,20.6,10.2
sj,2004,5,2004-01-29,-0.0535,-0.108,0.2362571,0.2804143,0.0,297.56,297.6,292.878571429,300.0,295.8,2.0,75.4228571429,0.0,14.39,2.45714285714,24.6285714286,6.2,28.9,20.0,1.8
sj,2004,6,2004-02-05,,-0.0489,0.2528429,0.2169857,0.0,297.971428571,298.25,293.537142857,300.8,295.6,3.8,76.5228571429,0.0,14.9414285714,2.84285714286,24.9857142857,7.92857142857,31.1,19.4,4.6
sj,2004,7,2004-02-12,-0.0423,0.0231,0.2463857,0.1925571,0.0,298.325714286,298.507142857,293.518571429,299.8,297.3,3.04,74.65,0.0,14.8742857143,1.98571428571,24.8857142857,6.72857142857,28.9,20.0,15.0
sj,2004,8,2004-02-19,-0.1567,-0.0768,0.1538429,0.1494,0.0,298.288571429,298.571428571,293.27,300.1,297.2,1.7,73.7914285714,0.0,14.6528571429,2.45714285714,25.2,6.94285714286,29.4,20.6,11.4
sj,2004,9,2004-02-26,0.05716667,0.052025,0.139,0.1584429,0.0,297.534285714,297.957142857,293.618571429,300.6,295.8,19.92,79.0271428571,0.0,15.0042857143,2.62857142857,24.1857142857,6.72857142857,28.3,19.4,19.3
sj,2004,10,2004-03-04,-0.0638,0.0905,0.2206,0.2357714,0.0,297.824285714,298.057142857,293.645714286,301.2,296.0,16.2,77.7614285714,0.0,15.0657142857,2.68571428571,25.1571428571,7.21428571429,31.1,20.6,15.8
sj,2004,11,2004-03-11,-0.0505,0.02825,0.1867,0.1538,0.0,297.504285714,297.628571429,292.185714286,300.0,296.0,6.27,72.3057142857,0.0,13.6714285714,2.22857142857,25.4285714286,5.95714285714,30.6,21.1,2.5
sj,2004,12,2004-03-18,,,0.02834286,0.0116,0.0,298.254285714,298.428571429,294.251428571,300.3,296.0,13.81,78.5471428571,0.0,15.5914285714,2.57142857143,25.9142857143,6.64285714286,31.1,20.6,12.2
sj,2004,13,2004-03-25,-0.40625,0.07343333,0.1199,0.1322667,0.0,298.32,298.6,293.961428571,300.1,297.3,11.1,76.8714285714,0.0,15.3385714286,2.28571428571,25.5571428571,6.72857142857,30.0,21.1,3.0
sj,2004,14,2004-04-01,,0.023175,0.1476286,0.1583857,28.35,296.894285714,296.921428571,293.281428571,299.9,294.3,81.1,80.3657142857,28.35,14.7214285714,2.41428571429,24.7,6.02857142857,28.9,20.6,60.7
sj,2004,15,2004-04-08,0.4934,0.1412,0.3543429,0.2740857,0.0,297.758571429,298.085714286,293.322857143,300.9,295.6,11.0,76.4457142857,0.0,14.7557142857,3.2,25.4,7.38571428571,31.1,20.6,5.6
sj,2004,16,2004-04-15,0.0061,0.0162,0.1967286,0.1820857,5.75,298.694285714,298.907142857,294.332857143,301.1,296.6,2.6,77.06,5.75,15.7485714286,3.1,25.9571428571,6.08571428571,29.4,22.8,31.5
sj,2004,17,2004-04-22,,-0.04705,0.2125571,0.2720286,23.59,298.66,298.871428571,293.182857143,300.7,297.2,13.8,71.9542857143,23.59,14.6628571429,2.57142857143,25.8428571429,6.18571428571,29.4,21.7,5.6
sj,2004,18,2004-04-29,,-0.08976667,0.0633,0.1553833,75.28,299.064285714,299.328571429,295.048571429,301.4,297.5,11.86,78.6028571429,75.28,16.42,2.51428571429,26.1571428571,5.71428571429,30.0,22.8,23.4
sj,2004,19,2004-05-06,,,0.09315,0.1181333,9.57,299.09,299.207142857,294.38,301.1,297.3,20.56,75.3857142857,9.57,15.75,2.3,26.2714285714,6.27142857143,30.6,22.2,30.2
sj,2004,20,2004-05-13,-0.0904,0.118525,0.1076333,0.21006,15.78,298.765714286,298.914285714,295.37,301.3,297.2,36.9,81.7114285714,15.78,16.73,2.65714285714,26.7285714286,5.52857142857,31.1,22.8,18.1
sj,2004,21,2004-05-20,0.05286667,0.06016667,0.1156429,0.1297857,96.99,298.121428571,298.114285714,295.154285714,300.0,296.5,79.0,83.8328571429,96.99,16.5214285714,1.77142857143,26.0428571429,4.67142857143,29.4,22.8,53.6
sj,2004,22,2004-05-27,-0.02563333,-0.008066667,0.1591143,0.1588,175.41,298.365714286,298.457142857,295.347142857,300.4,297.2,90.2,83.55,175.41,16.74,2.0,24.8142857143,4.91428571429,28.9,21.7,145.8
sj,2004,23,2004-06-03,-0.07055,-0.02854,0.08158571,0.1132429,13.51,300.054285714,300.207142857,296.445714286,302.2,298.2,5.36,80.9142857143,13.51,17.8814285714,2.9,27.9571428571,7.54285714286,33.3,22.8,4.6
sj,2004,24,2004-06-10,0.0218,-0.0441,0.1412,0.1782429,6.12,299.817142857,299.757142857,296.101428571,301.5,298.0,30.07,80.1771428571,6.12,17.4757142857,2.31428571429,28.0428571429,6.34285714286,31.7,23.9,17.6
sj,2004,25,2004-06-17,0.017425,0.07494,0.1466571,0.1337429,13.07,300.037142857,300.135714286,296.588571429,302.5,297.8,20.0,81.5614285714,13.07,17.9842857143,3.24285714286,28.3285714286,7.12857142857,33.3,22.8,81.5
sj,2004,26,2004-06-24,0.0101,-0.00385,0.1837714,0.1702143,41.41,300.537142857,300.642857143,296.415714286,302.5,297.9,17.0,78.2971428571,41.41,17.7942857143,2.85714285714,28.2285714286,6.27142857143,32.2,23.9,8.9
sj,2004,27,2004-07-01,,0.0083,0.1515714,0.1447429,28.37,300.644285714,300.678571429,296.557142857,302.5,298.4,32.2,78.4814285714,28.37,17.9514285714,2.61428571429,28.3428571429,6.18571428571,32.2,23.3,67.6
sj,2004,28,2004-07-08,-0.0267,-0.01173333,0.1683286,0.1751143,39.05,300.258571429,300.257142857,296.33,301.9,298.6,43.83,79.1814285714,39.05,17.7285714286,2.57142857143,27.8285714286,6.42857142857,31.1,23.3,76.5
sj,2004,29,2004-07-15,-0.0529,-0.101,0.1853143,0.1498429,59.15,300.575714286,300.671428571,296.797142857,302.4,299.0,15.8,79.9957142857,59.15,18.2528571429,2.2,28.2428571429,5.24285714286,31.7,25.0,16.0
sj,2004,30,2004-07-22,0.0674,0.08983333,0.1748286,0.1487429,23.74,300.401428571,300.4,296.095714286,302.3,298.4,31.21,77.4985714286,23.74,17.51,2.68571428571,28.0142857143,6.52857142857,31.7,23.9,26.2
sj,2004,31,2004-07-29,-0.0117,-0.05443333,0.1905286,0.1573,40.86,300.234285714,300.285714286,296.822857143,302.1,298.5,31.51,81.8071428571,40.86,18.3071428571,2.57142857143,28.0428571429,6.37142857143,31.7,23.9,44.0
sj,2004,32,2004-08-05,0.0058,0.0327,0.1741,0.1838143,35.99,300.588571429,300.642857143,296.6,302.7,298.4,24.6,79.0257142857,35.99,18.0528571429,2.97142857143,28.5285714286,6.58571428571,32.2,24.4,12.8
sj,2004,33,2004-08-12,0.0374,0.1084,0.1253,0.1774143,20.92,300.995714286,301.2,296.4,302.9,299.2,14.1,76.1714285714,20.92,17.8185714286,2.65714285714,28.9428571429,7.22857142857,33.9,24.4,10.5
sj,2004,34,2004-08-19,-0.0164,-0.021875,0.1816,0.1706,37.3,300.794285714,300.85,297.268571429,302.6,298.6,44.4,81.2642857143,37.3,18.7742857143,2.58571428571,29.0,6.31428571429,32.2,24.4,28.3
sj,2004,35,2004-08-26,0.0996,0.0633,0.1006571,0.1094286,20.3,300.912857143,301.05,297.054285714,302.6,298.7,13.5,79.6842857143,20.3,18.5314285714,2.64285714286,29.0571428571,6.48571428571,33.3,25.0,20.6
sj,2004,36,2004-09-02,0.0414,0.0498,0.1631286,0.1992,62.61,300.861428571,300.9,296.39,302.6,298.9,25.37,76.7114285714,62.61,17.8228571429,2.62857142857,28.6142857143,7.05714285714,32.8,24.4,23.8
sj,2004,37,2004-09-09,0.1076,0.074925,0.1059143,0.09598571,42.51,300.958571429,301.0,297.15,302.8,299.3,33.4,79.8657142857,42.51,18.7171428571,2.34285714286,28.9857142857,6.97142857143,33.9,25.0,20.6
sj,2004,38,2004-09-16,0.04015,,0.09487143,0.1394429,52.29,301.1,301.257142857,297.304285714,303.3,299.3,16.0,80.0328571429,52.29,18.9042857143,2.42857142857,28.6428571429,6.11428571429,32.2,24.4,32.8
sj,2004,39,2004-09-23,,-0.06745,0.2252571,0.2332,245.73,299.798571429,299.957142857,297.081428571,302.9,297.7,254.95,85.33,245.73,18.6457142857,2.54285714286,27.2285714286,6.05714285714,33.9,23.3,158.2
sj,2004,40,2004-09-30,0.033475,0.007625,0.24358,0.1786333,10.06,301.028571429,301.207142857,296.478571429,303.6,298.7,8.57,76.4714285714,10.06,17.9642857143,3.67142857143,29.1428571429,8.08571428571,34.4,24.4,21.8
sj,2004,41,2004-10-07,-0.0168,0.02526667,0.09047143,0.05836667,34.73,300.68,300.678571429,296.584285714,302.5,298.9,35.7,78.4771428571,34.73,18.0728571429,2.55714285714,28.2857142857,6.21428571429,31.7,24.4,24.4
sj,2004,42,2004-10-14,,0.09375,0.2360286,0.2138714,83.2,300.508571429,300.678571429,296.864285714,303.4,298.6,41.4,80.6657142857,83.2,18.4028571429,3.15714285714,28.1285714286,6.18571428571,32.2,23.9,41.4
sj,2004,43,2004-10-21,0.0969,0.07463333,0.08211667,0.0797,10.82,300.647142857,300.807142857,296.221428571,302.7,299.2,18.0,76.9228571429,10.82,17.6957142857,2.44285714286,28.2857142857,6.72857142857,32.2,23.9,15.1
sj,2004,44,2004-10-28,0.0802,0.088,0.096,0.1182286,96.72,299.892857143,300.157142857,296.26,302.4,298.6,25.2,80.6557142857,96.72,17.7642857143,2.37142857143,27.5,5.64285714286,31.7,23.9,34.1
sj,2004,45,2004-11-04,0.1337,0.1288,0.24505,0.1911143,105.49,299.67,299.9,295.375714286,301.8,298.2,31.2,77.5328571429,105.49,16.8185714286,2.4,27.0571428571,6.52857142857,30.6,22.8,109.0
sj,2004,46,2004-11-11,0.0199,-0.00135,0.039,0.06477143,18.75,299.921428571,299.971428571,295.598571429,302.1,298.3,24.5,77.3114285714,18.75,17.0385714286,2.4,27.2428571429,6.35714285714,31.1,23.9,7.7
sj,2004,47,2004-11-18,0.3274,-0.0064,0.2224857,0.1364714,122.87,298.547142857,298.557142857,295.557142857,300.4,296.9,145.8,83.6285714286,122.87,17.0071428571,1.85714285714,26.3285714286,4.62857142857,28.9,23.3,70.7
sj,2004,48,2004-11-25,0.0435,-0.0607,0.1951571,0.2427714,18.37,298.43,298.457142857,293.455714286,300.0,297.0,24.9,74.3028571429,18.37,14.9214285714,1.97142857143,26.3285714286,4.9,29.4,23.3,26.9
