Дата рождения;Пол;Дата приема;Дата увольнения;Должность;Подразделение;Дата активации;Дата начала обучения;Дата последнего посещения;Баллы;1;Название курса
20.11.1994 0:00;w;15.03.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
24.02.1994 0:00;w;28.03.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;21.12.2016 15:12;0,00;В процессе;Страхование
26.05.1988 0:00;w;28.03.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
26.09.1986 0:00;w;28.03.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
11.02.1992 0:00;w;04.04.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
11.06.1989 0:00;w;11.04.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
10.05.1993 0:00;w;27.04.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 14:28;0,00;Завершен;Страхование
25.09.1989 0:00;w;01.04.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;01.02.2017 18:33;0,00;Завершен;Страхование
08.08.1994 0:00;w;12.04.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;22.12.2016 12:52;0,00;Завершен;Страхование
18.02.1981 0:00;w;18.04.2016 0:00;;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
21.01.1992 0:00;w;29.03.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 22:21;0,00;В процессе;Страхование
03.04.1992 0:00;w;27.04.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
02.05.1991 0:00;w;12.04.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 13:17;0,00;В процессе;Страхование
19.06.1992 0:00;w;01.04.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
06.05.1995 0:00;w;12.05.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;23.12.2016 19:59;0,00;В процессе;Страхование
30.10.1987 0:00;w;16.05.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
28.05.1992 0:00;w;25.04.2012 0:00;01.01.2001 0:00;Тренер;Группа обучения персонала;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
05.03.1991 0:00;w;17.05.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 17:27;0,00;В процессе;Страхование
21.06.1989 0:00;w;26.04.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;19.12.2016 21:00;0,00;В процессе;Страхование
17.02.1991 0:00;w;25.05.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;28.12.2016 14:16;0,00;Завершен;Страхование
24.10.1982 0:00;w;23.05.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;27.12.2016 16:31;0,00;В процессе;Страхование
07.02.1974 0:00;m;02.06.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;21.12.2016 14:53;0,00;Завершен;Страхование
10.05.1994 0:00;w;29.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
22.04.1989 0:00;w;06.06.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
21.11.1991 0:00;w;07.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
30.07.1989 0:00;w;07.06.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 16:54;0,00;Завершен;Страхование
10.11.1994 0:00;w;06.06.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;21.12.2016 9:31;0,00;Завершен;Страхование
18.07.1996 0:00;w;12.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
21.06.1990 0:00;w;20.06.2016 0:00;;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
23.09.1990 0:00;w;03.06.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
24.01.1992 0:00;w;07.06.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 12:47;0,00;В процессе;Страхование
08.10.1993 0:00;w;16.08.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
30.09.1995 0:00;w;08.06.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 8:18;0,00;В процессе;Страхование
13.03.1993 0:00;w;29.06.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
03.03.1993 0:00;w;27.06.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
26.03.1991 0:00;w;24.06.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
27.10.1992 0:00;w;05.07.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
26.02.1988 0:00;w;12.07.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
28.05.1993 0:00;w;18.07.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
01.04.1990 0:00;w;11.07.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
11.10.1990 0:00;w;12.07.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
19.11.1995 0:00;w;06.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
05.12.1994 0:00;w;19.07.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
29.11.1983 0:00;w;17.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;25.12.2016 18:18;0,00;В процессе;Страхование
18.08.1994 0:00;m;07.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;01.02.2017 18:03;0,00;В процессе;Страхование
04.11.1993 0:00;w;19.07.2016 0:00;;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
02.08.1991 0:00;w;01.08.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
15.04.1992 0:00;w;12.09.2016 0:00;;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
04.01.1990 0:00;w;02.08.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
06.04.1993 0:00;w;01.08.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
23.03.1987 0:00;w;29.08.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
20.06.1992 0:00;w;09.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
23.01.1995 0:00;w;22.08.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 7:18;0,00;В процессе;Страхование
19.08.1979 0:00;w;18.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
28.04.1991 0:00;w;01.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
26.04.1996 0:00;w;05.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
22.07.1988 0:00;w;06.09.2016 0:00;;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
07.04.1985 0:00;w;02.11.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
12.04.1990 0:00;w;10.03.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
01.06.1994 0:00;w;01.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 16:10;0,00;Завершен;Страхование
26.08.1996 0:00;w;23.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;25.12.2016 11:58;0,00;В процессе;Страхование
19.06.1990 0:00;w;20.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
05.06.1991 0:00;w;20.09.2016 0:00;;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
08.07.1992 0:00;w;27.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
30.04.1993 0:00;w;21.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
09.10.1994 0:00;w;21.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
11.10.1993 0:00;w;01.11.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
17.02.1997 0:00;w;04.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;21.12.2016 15:48;0,00;В процессе;Страхование
24.10.1992 0:00;w;11.10.2016 0:00;;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
05.01.1995 0:00;m;17.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
06.09.1993 0:00;w;26.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;21.12.2016 18:12;0,00;Завершен;Страхование
11.01.1987 0:00;w;29.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 12:01;0,00;Завершен;Страхование
16.05.1992 0:00;w;11.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
31.10.1989 0:00;w;04.10.2016 0:00;;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
13.06.1990 0:00;w;27.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 10:44;0,00;В процессе;Страхование
26.01.1988 0:00;w;10.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 19:08;0,00;Завершен;Страхование
30.11.1988 0:00;w;14.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 20:58;0,00;В процессе;Страхование
18.12.1992 0:00;w;10.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;28.12.2016 21:06;0,00;Завершен;Страхование
09.07.1992 0:00;w;17.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
02.07.1986 0:00;w;09.11.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 16:36;0,00;Завершен;Страхование
28.06.1994 0:00;w;07.11.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
14.10.1991 0:00;w;25.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
23.08.1989 0:00;w;24.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 16:23;0,00;В процессе;Страхование
08.08.1995 0:00;w;17.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
13.12.1988 0:00;m;01.11.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;21.12.2016 18:04;0,00;В процессе;Страхование
09.02.1981 0:00;w;17.10.2016 0:00;;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
24.11.1984 0:00;w;14.12.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
24.01.1984 0:00;w;08.09.2014 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
28.04.1994 0:00;w;07.11.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 14:35;0,00;В процессе;Страхование
08.05.1993 0:00;w;14.11.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;21.12.2016 18:10;0,00;Завершен;Страхование
28.10.1991 0:00;w;02.03.2015 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
03.04.1974 0:00;w;04.08.2015 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
04.10.1993 0:00;w;09.11.2016 0:00;;Оператор информационной базы;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
07.04.1990 0:00;w;04.03.2013 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 13:55;0,00;В процессе;Страхование
27.10.1975 0:00;w;09.02.2004 0:00;01.01.2001 0:00;Оператор информационной базы;Группа оперативной работы с клиентами;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 23:27;0,00;В процессе;Страхование
06.10.1980 0:00;m;03.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
05.08.1988 0:00;w;09.06.2015 0:00;01.01.2001 0:00;Оператор информационной базы;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
05.04.1990 0:00;m;02.09.2013 0:00;01.01.2001 0:00;Оператор информационной базы;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
19.05.1990 0:00;w;21.04.2015 0:00;01.01.2001 0:00;Оператор информационной базы;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
27.05.1988 0:00;m;01.07.2015 0:00;01.01.2001 0:00;Оператор информационной базы;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
04.04.1989 0:00;m;25.09.2012 0:00;01.01.2001 0:00;Оператор информационной базы;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
16.02.1989 0:00;m;25.03.2014 0:00;01.01.2001 0:00;Оператор информационной базы;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
22.02.1991 0:00;w;14.10.2016 0:00;01.01.2001 0:00;Оператор информационной базы;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;05.09.2017 13:04;0,00;В процессе;Страхование
15.04.1992 0:00;w;23.09.2013 0:00;01.01.2001 0:00;Оператор информационной базы;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
10.08.1989 0:00;w;09.06.2015 0:00;01.01.2001 0:00;Оператор информационной базы;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
19.04.1991 0:00;w;21.05.2015 0:00;01.01.2001 0:00;Оператор информационной базы;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;19.12.2016 23:21;0,00;В процессе;Страхование
29.10.1990 0:00;w;07.10.2013 0:00;01.01.2001 0:00;Оператор информационной базы;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
26.09.1985 0:00;w;18.08.2014 0:00;01.01.2001 0:00;Оператор информационной базы вечерний;Группа оперативной работы с клиентами;19.12.2016 20:52;19.12.2016 20:51;13.09.2017 9:58;0,00;В процессе;Страхование
19.12.1985 0:00;w;20.08.2009 0:00;01.01.2001 0:00;Оператор информационной базы вечерний;Группа оперативной работы с клиентами;19.12.2016 20:52;19.12.2016 20:51;20.12.2016 6:44;0,00;Завершен;Страхование
04.03.1992 0:00;m;01.07.2013 0:00;01.01.2001 0:00;Оператор информационной базы вечерний;Группа оперативной работы с клиентами;19.12.2016 20:52;19.12.2016 20:51;19.12.2016 21:07;0,00;В процессе;Страхование
14.10.1992 0:00;w;25.03.2014 0:00;01.01.2001 0:00;Оператор информационной базы вечерний;Группа оперативной работы с клиентами;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
24.06.1991 0:00;m;27.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы вечерний;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
05.12.1991 0:00;w;30.07.2013 0:00;01.01.2001 0:00;Оператор информационной базы вечерний;Группа оперативной работы с клиентами;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
14.12.1991 0:00;m;12.09.2011 0:00;01.01.2001 0:00;Оператор информационной базы вечерний;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
03.10.1983 0:00;m;24.09.2015 0:00;01.01.2001 0:00;Оператор информационной базы вечерний;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
27.06.1995 0:00;w;08.11.2016 0:00;01.01.2001 0:00;Оператор информационной базы вечерний;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;19.12.2016 22:25;0,00;Завершен;Страхование
03.10.1988 0:00;m;09.10.2012 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
24.11.1995 0:00;m;13.09.2016 0:00;01.01.2001 0:00;Оператор информационной базы вечерний;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
25.01.1996 0:00;m;08.11.2016 0:00;01.01.2001 0:00;Оператор информационной базы вечерний;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
18.05.1994 0:00;m;29.05.2015 0:00;01.01.2001 0:00;Оператор информационной базы вечерний;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
15.12.1983 0:00;m;30.07.2012 0:00;01.01.2001 0:00;Оператор информационной базы вечерний;Группа обработки заявок;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
07.02.1984 0:00;m;28.06.2010 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;21.12.2016 8:27;0,00;В процессе;Страхование
07.06.1993 0:00;w;10.08.2016 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;10.01.2017 7:32;0,00;В процессе;Страхование
16.08.1977 0:00;m;07.02.2011 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;23.12.2016 6:42;0,00;Завершен;Страхование
22.01.1989 0:00;w;17.03.2014 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
28.11.1983 0:00;w;13.10.2014 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
11.08.1990 0:00;w;18.05.2015 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
31.01.1991 0:00;m;24.08.2015 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
28.06.1987 0:00;m;25.08.2015 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
03.07.1985 0:00;w;05.03.2014 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
11.07.1985 0:00;w;11.01.2016 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;21.12.2016 5:36;0,00;Завершен;Страхование
06.08.1990 0:00;w;03.09.2013 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
18.04.1984 0:00;w;16.11.2015 0:00;;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
20.01.1992 0:00;m;09.08.2016 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
05.12.1982 0:00;w;21.09.2015 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
06.03.1993 0:00;w;04.03.2016 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
12.10.1985 0:00;w;22.04.2013 0:00;01.01.2001 0:00;Оператор информационной базы ночной;Отдел сопровождения перевозок LTL;19.12.2016 20:52;19.12.2016 20:51;;0,00;Назначен;Страхование
