DEPARTURE CITY,DEPARTURE STATE,DEPARTURE CARRIER,ARRIVAL CITY,ARRIVAL STATE,ARRIVAL CARRIER,RAIL SPEED SPEED,RAIL CAR TYPE TYPE,RAIL OWNERSHIP OWNERSHIP,RAIL CARLOAD LOAD,DEPEARTURE DATE,ARRIVAL DATE,CAR VALUE,DAMAGED,WEIGHT,FUEL USED,PROPER DESTINATION,MILES,# OF STOPS
West Colton,CA,UP,Tulsa,OK,BNSF,Grain Unit,Gondola,System,Coal,1/31/2013 0:00,2/19/2013 0:00,229280,8385.120212,105,29.18746783,Yes,1775,2
Chicago,IL,CSX,Columbus,OH,NS,Multilevel,Gondola,Foreign,Coal,5/5/2013 0:00,5/24/2013 0:00,116141,198.61446,142,39.47466868,Yes,1716,0
Knoxville,TN,NS,Toledo,OH,CSX,Manifest,Gondola,Foreign,Petroleum and Petroleum Products,6/21/2013 0:00,7/8/2013 0:00,170374,66176.10661,103,29.32805522,Yes,720,3
West Colton,CA,UP,North Platte East,NE,UP,Coal Unit,Gondola,System,Coal,6/27/2013 0:00,7/15/2013 0:00,90902,1085.34237,108,30.2932629,Yes,1483,4
Baltimore,MD,CSX,Conway,PA,NS,Coal Unit,Gondola,Foreign,Nonmetallic Minerals and Products,10/9/2013 0:00,10/19/2013 0:00,210537,10829.21868,107,29.35872493,Yes,2064,3
Hamlet,NC,CSX,Decatur,IL,NS,Manifest,Gondola,System,Coal,2/20/2013 0:00,3/5/2013 0:00,146433,5515.572953,178,61.36441559,Yes,398,2
North Platte East,NE,UP,Milwaukee,WI,CP,Intermodal,Gondola,Foreign,Intermodal,1/18/2013 0:00,2/3/2013 0:00,88060,872.2242554,124,39.38991729,Yes,444,4
Knoxville,TN,NS,North Little Rock,AR,UP,Multilevel,Gondola,System,Coal,3/21/2013 0:00,4/8/2013 0:00,162153,83498.24005,124,37.2898348,Yes,1329,2
Buffalo,NY,CSX,North Platte East,NE,UP,Multilevel,Gondola,Foreign,Coal,11/15/2013 0:00,11/27/2013 0:00,100064,2432.146584,181,50.22921708,Yes,1322,4
Indianapolis,IN,CSX,Montgomery,AL,CSX,Manifest,Gondola,Foreign,Coal,8/5/2013 0:00,8/26/2013 0:00,200882,4216.95655,150,37.88320789,Yes,237,0
Russell,KY,CSX,Selkirk,NY,CSX,Manifest,Gondola,Foreign,Intermodal,11/14/2013 0:00,11/29/2013 0:00,185499,6907.967314,96,28.1819081,Yes,2183,0
Decatur,IL,NS,Memphis,TN,BNSF,Grain Unit,Gondola,Foreign,Motor Vehicles and Parts,4/3/2013 0:00,4/11/2013 0:00,245728,10550.05223,104,30.38541371,Yes,577,1
Galesburg,IL,BNSF,Livonia,LA,UP,Manifest,Gondola,System,Intermodal,4/13/2013 0:00,4/28/2013 0:00,224275,1147.488475,195,59.96848541,Yes,217,4
Galesburg,IL,BNSF,Toledo,OH,CSX,Coal Unit,Gondola,System,Chemicals,8/28/2013 0:00,9/7/2013 0:00,167931,4526.196258,198,68.64878509,Yes,2167,1
Shreveport,LA,KCS,Macon,GA,NS,Grain Unit,Gondola,Private,Chemicals,12/15/2013 0:00,12/27/2013 0:00,197276,3140.491251,137,40.03961943,Yes,408,1
Columbus,OH,NS,North Little Rock,AR,UP,Multilevel,Gondola,System,Intermodal,2/12/2013 0:00,2/21/2013 0:00,157752,518.09184,176,59.88607767,Yes,1245,1
Monterrey,NL,KCS,Monterrey,NL,KCS,Multilevel,Gondola,Foreign,Motor Vehicles and Parts,8/1/2013 0:00,8/21/2013 0:00,79538,2684.467264,121,38.69663126,Yes,2125,1
Waycross,GA,CSX,Linwood,NC,NS,Coal Unit,Gondola,Private,Intermodal,7/4/2013 0:00,7/21/2013 0:00,149093,3755.825279,198,69.27852637,Yes,924,4
Kansas City,KS,BNSF,Houston,TX,BNSF,Coal Unit,Gondola,Private,Coal,7/28/2013 0:00,8/11/2013 0:00,243318,4781.699158,170,58.24196534,Yes,702,5
Lincoln,NE,BNSF,Jackson,MS,KCS,Coal Unit,Gondola,Foreign,Forest Products,1/21/2013 0:00,2/5/2013 0:00,247796,4785.356963,151,46.607005,Yes,1852,4
Harrison Yard (Memphis),TN,CN,Elkhart,IN,NS,Coal Unit,Gondola,Private,Nonmetallic Minerals and Products,5/10/2013 0:00,5/25/2013 0:00,218398,68123.43249,150,40.95676207,Yes,2097,2
Houston(Englewood),TX,UP,Toledo,OH,CSX,Multilevel,Gondola,Private,Metallic Ores and Metals,4/10/2013 0:00,4/26/2013 0:00,135372,6092.159336,139,36.41870467,Yes,1224,3
Chicago(Proviso),IL,UP,North Platte East,NE,UP,Coal Unit,Gondola,System,Motor Vehicles and Parts,9/15/2013 0:00,9/26/2013 0:00,226238,12696.58702,189,57.78008267,Yes,1050,4
Jackson Yard,MS,CN,Kansas City,KS,BNSF,Multilevel,Gondola,Foreign,Metallic Ores and Metals,4/5/2013 0:00,4/19/2013 0:00,179115,2587.902163,103,34.48926042,Yes,1989,3
Selkirk,NY,CSX,Cincinnati,OH,CSX,Multilevel,Gondola,Private,Intermodal,3/30/2013 0:00,4/15/2013 0:00,144807,1365.932903,106,27.63039477,Yes,551,2
Monterrey,NL,KCS,Corbin,KY,CSX,Grain Unit,Gondola,Foreign,Petroleum and Petroleum Products,6/24/2013 0:00,7/5/2013 0:00,100848,2056.478366,185,51.48261203,Yes,1166,2
Macon,GA,NS,Roanoke,VA,NS,Coal Unit,Gondola,System,Intermodal,7/9/2013 0:00,7/25/2013 0:00,104387,3965.401024,93,26.52550234,Yes,343,4
Allentown,PA,NS,Roanoke,VA,NS,Grain Unit,Gondola,Foreign,Intermodal,1/7/2013 0:00,1/24/2013 0:00,220778,1149.56718,109,32.05859994,Yes,1325,2
Corbin,KY,CSX,Indianapolis,IN,CSX,Grain Unit,Gondola,Private,Intermodal,5/4/2013 0:00,5/23/2013 0:00,154003,4462.546459,78,25.64587507,Yes,467,0
Selkirk,NY,CSX,Macon,GA,NS,Intermodal,Gondola,Foreign,Chemicals,6/16/2013 0:00,7/1/2013 0:00,82959,3135.630637,140,42.08745285,Yes,1819,5
Columbus,OH,NS,Fort Worth,TX,UP,Intermodal,Gondola,Private,Grain,3/4/2013 0:00,3/18/2013 0:00,211783,11467.99436,179,55.65479402,Yes,844,1
West Colton,CA,UP,Linwood,NC,NS,Coal Unit,Gondola,System,Grain,3/11/2013 0:00,3/29/2013 0:00,228956,8593.540928,179,45.88232923,Yes,1436,3
Barstow,CA,BNSF,Roseville,CA,UP,Coal Unit,Gondola,Foreign,Coal,2/19/2013 0:00,3/2/2013 0:00,181004,10625.07523,191,47.76526226,Yes,2162,0
Montgomery,AL,CSX,Fort Worth,TX,BNSF,Manifest,Gondola,Foreign,Intermodal,11/27/2013 0:00,12/16/2013 0:00,158920,7383.329984,188,61.63814592,Yes,466,1
Allentown,PA,NS,Markham Yard,IL,CN,Multilevel,Gondola,Foreign,Intermodal,3/21/2013 0:00,4/8/2013 0:00,209920,9536.017683,123,42.01388525,Yes,1130,0
North Platte East,NE,UP,Houston(Settegast),TX,UP,Grain Unit,Gondola,Foreign,Coal,1/1/2013 0:00,1/10/2013 0:00,75462,946.572942,165,55.44303646,Yes,1713,0
Monterrey,NL,KCS,Selkirk,NY,CSX,Manifest,Gondola,Foreign,Intermodal,2/3/2013 0:00,2/11/2013 0:00,204357,8876.755296,112,32.33424589,Yes,1797,4
Tulsa,OK,BNSF,Nashville,TN,CSX,Intermodal,Gondola,Private,Metallic Ores and Metals,5/20/2013 0:00,5/31/2013 0:00,121242,3748.4187,110,28.25625917,Yes,1756,1
Kansas City,MO,KCS,Memphis,TN,BNSF,Manifest,Gondola,Private,Coal,3/1/2013 0:00,3/19/2013 0:00,80479,1222.454081,187,54.43514355,Yes,2017,2
Kansas City,KS,BNSF,Livonia,LA,UP,Intermodal,Gondola,Private,Intermodal,9/27/2013 0:00,10/4/2013 0:00,140660,353.5025161,93,27.94295633,Yes,2111,3
Russell,KY,CSX,Cincinnati,OH,CSX,Coal Unit,Gondola,Private,Chemicals,12/28/2013 0:00,1/11/2014 0:00,98453,652.7251281,90,24.66932672,Yes,368,1
Bellevue,OH,NS,Markham Yard,IL,CN,Coal Unit,Gondola,Private,Chemicals,2/24/2013 0:00,3/12/2013 0:00,79282,4380.050129,82,27.90637324,Yes,1735,5
Chicago,IL,CSX,Tulsa,OK,BNSF,Coal Unit,Gondola,Private,Chemicals,11/1/2013 0:00,11/10/2013 0:00,231356,9893.404335,193,63.05446236,Yes,2075,1
Houston,TX,BNSF,Conway,PA,NS,Intermodal,Gondola,System,Petroleum and Petroleum Products,10/3/2013 0:00,10/13/2013 0:00,158167,2415.669884,190,55.96250907,Yes,2004,1
Hinkle,OR,UP,Chicago(Proviso),IL,UP,Coal Unit,Gondola,Foreign,Intermodal,11/18/2013 0:00,12/7/2013 0:00,233722,441.6202452,115,37.24875763,Yes,916,0
Pine Bluff,AR,UP,Milwaukee,WI,CP,Multilevel,Gondola,Private,Intermodal,6/18/2013 0:00,7/1/2013 0:00,100887,5527.510659,178,61.80896872,Yes,524,3
New Orleans,LA,NS,West Colton,CA,UP,Multilevel,Gondola,Foreign,Nonmetallic Minerals and Products,12/16/2013 0:00,12/27/2013 0:00,220413,4688.099855,104,31.18519539,Yes,667,5
Buffalo,NY,CSX,Sheffield,AL,NS,Multilevel,Gondola,Foreign,Intermodal,3/3/2013 0:00,3/20/2013 0:00,217294,7877.203114,184,56.94389769,Yes,230,2
Denver,CO,BNSF,West Colton,CA,UP,Grain Unit,Gondola,System,Petroleum and Petroleum Products,6/26/2013 0:00,7/15/2013 0:00,169859,57.34692009,178,45.37121575,Yes,953,2
Markham Yard,IL,CN,Houston(Englewood),TX,UP,Manifest,Gondola,Private,Coal,11/14/2013 0:00,12/5/2013 0:00,165222,2152.031718,130,39.45265547,Yes,241,5
Livonia,LA,UP,Milwaukee,WI,CP,Coal Unit,Gondola,Foreign,Intermodal,5/31/2013 0:00,6/17/2013 0:00,190853,2770.400047,118,38.44274831,Yes,423,4
North Platte West,NE,UP,Roanoke,VA,NS,Coal Unit,Gondola,Foreign,Coal,10/20/2013 0:00,10/29/2013 0:00,235654,9273.689781,112,35.82439073,Yes,657,4
Jackson Yard,MS,CN,North Platte East,NE,UP,Coal Unit,Gondola,System,Intermodal,1/27/2013 0:00,2/6/2013 0:00,187762,909.8380905,82,24.93746005,Yes,1627,3
Buffalo,NY,CSX,Louisville,KY,CSX,Grain Unit,Gondola,Foreign,Intermodal,8/13/2013 0:00,9/1/2013 0:00,212968,4751.450649,76,20.82793092,Yes,1022,0
Kansas City,MO,KCS,Buffalo,NY,CSX,Coal Unit,Gondola,Foreign,Coal,8/29/2013 0:00,9/6/2013 0:00,172711,5645.500036,101,30.45582181,Yes,2088,0
Louisville,KY,CSX,Columbus,OH,NS,Grain Unit,Gondola,Private,Intermodal,1/18/2013 0:00,1/30/2013 0:00,238473,12085.68873,141,38.95274694,Yes,249,0
Jackson,MS,KCS,Houston(Settegast),TX,UP,Multilevel,Gondola,Foreign,Nonmetallic Minerals and Products,12/14/2013 0:00,12/29/2013 0:00,181935,7140.096609,134,34.16439147,Yes,1706,2
North Platte West,NE,UP,Jackson,MS,KCS,Manifest,Gondola,Foreign,Grain,6/16/2013 0:00,6/24/2013 0:00,96864,2.97512723,125,37.16599366,Yes,1192,2
Shreveport,LA,KCS,Corbin,KY,CSX,Intermodal,Gondola,Private,Coal,4/16/2013 0:00,5/3/2013 0:00,198842,9795.343503,119,37.6432075,Yes,1303,0
Selkirk,NY,CSX,Hinkle,OR,UP,Manifest,Gondola,Foreign,Metallic Ores and Metals,5/27/2013 0:00,6/13/2013 0:00,76304,3983.786175,131,37.98520995,Yes,1447,5
Elkhart,IN,NS,Buffalo,NY,CSX,Grain Unit,Gondola,Private,Coal,11/10/2013 0:00,11/25/2013 0:00,78862,2204.676495,85,28.25076049,Yes,508,0
North Platte West,NE,UP,Selkirk,NY,CSX,Grain Unit,Gondola,System,Other,7/4/2013 0:00,7/17/2013 0:00,214102,2357.005061,148,44.9627581,Yes,1493,1
Tulsa,OK,BNSF,Kansas City,MO,KCS,Manifest,Gondola,System,Coal,7/13/2013 0:00,8/2/2013 0:00,223372,11556.60562,168,49.80582803,Yes,881,5
Conway,PA,NS,Roseville,CA,UP,Multilevel,Gondola,Foreign,Intermodal,5/31/2013 0:00,6/14/2013 0:00,163958,919.8117329,150,43.35487809,Yes,799,3
Houston(Settegast),TX,UP,Bellevue,OH,NS,Multilevel,Gondola,Private,Intermodal,1/7/2013 0:00,1/16/2013 0:00,139336,2545.741503,155,50.64578922,Yes,956,5
North Platte East,NE,UP,St. Paul,MN,CP,Manifest,Gondola,Foreign,Intermodal,7/30/2013 0:00,8/12/2013 0:00,182884,8436.20698,93,28.23100056,Yes,1476,5
Louisville,KY,CSX,Allentown,PA,NS,Intermodal,Gondola,Private,Coal,7/3/2013 0:00,7/15/2013 0:00,79816,2928.416581,195,64.93221286,Yes,1451,5
Montgomery,AL,CSX,Toledo,OH,CSX,Intermodal,Gondola,System,Intermodal,9/7/2013 0:00,9/24/2013 0:00,98387,4141.782163,107,36.58283176,Yes,631,3
Houston,TX,BNSF,Baltimore,MD,CSX,Manifest,Gondola,Private,Intermodal,3/5/2013 0:00,3/16/2013 0:00,94970,1118.924639,191,61.88842134,Yes,1487,4
Jackson Yard,MS,CN,New Orleans,LA,NS,Grain Unit,Gondola,Private,Coal,1/22/2013 0:00,2/9/2013 0:00,231742,903.1830519,88,30.66017056,Yes,1059,1
Pasco,WA,BNSF,Columbus,OH,NS,Multilevel,Gondola,Foreign,Chemicals,2/28/2013 0:00,3/14/2013 0:00,126586,7179.031387,150,45.74848422,Yes,1264,4
Livonia,LA,UP,Milwaukee,WI,CP,Multilevel,Gondola,Foreign,Forest Products,1/5/2013 0:00,1/14/2013 0:00,140179,5104.557938,88,24.47786427,Yes,1703,1
Fort Worth,TX,BNSF,Kansas City,KS,BNSF,Coal Unit,Gondola,Private,Intermodal,12/29/2013 0:00,1/6/2014 0:00,149508,5452.660101,140,35.54018602,Yes,1477,3
Russell,KY,CSX,Buffalo,NY,CSX,Multilevel,Gondola,System,Intermodal,5/18/2013 0:00,5/25/2013 0:00,242972,1382.429337,103,30.50654724,Yes,2187,0
Cincinnati,OH,CSX,Russell,KY,CSX,Grain Unit,Gondola,Private,Motor Vehicles and Parts,8/20/2013 0:00,9/5/2013 0:00,173696,5422.720461,117,34.5902099,Yes,502,0
Kansas City,MO,KCS,Kansas City,MO,UP,Manifest,Gondola,Foreign,Motor Vehicles and Parts,3/15/2013 0:00,3/22/2013 0:00,102391,3712.890281,177,48.60572243,Yes,765,1
Bellevue,OH,NS,Fort Worth,TX,BNSF,Manifest,Gondola,System,Petroleum and Petroleum Products,5/5/2013 0:00,5/25/2013 0:00,174750,4894.786312,190,57.16228575,Yes,1975,4
Chattanooga,TN,NS,Houston(Settegast),TX,UP,Intermodal,Gondola,System,Coal,1/22/2013 0:00,2/11/2013 0:00,174273,72043.91558,77,22.69584174,Yes,842,1
North Little Rock,AR,UP,Selkirk,NY,CSX,Manifest,Gondola,Foreign,Intermodal,10/21/2013 0:00,11/2/2013 0:00,246946,1013.548866,88,25.14904355,Yes,833,4
Chicago,IL,CP,Toledo,OH,CSX,Multilevel,Gondola,Private,Coal,3/23/2013 0:00,4/3/2013 0:00,183578,8257.446456,104,32.40307363,Yes,1648,1
North Little Rock,AR,UP,Toledo,OH,CSX,Multilevel,Gondola,Foreign,Intermodal,2/20/2013 0:00,3/3/2013 0:00,171617,10050.84378,127,34.98958142,Yes,1444,5
Nashville,TN,CSX,Indianapolis,IN,CSX,Coal Unit,Gondola,System,Nonmetallic Minerals and Products,11/17/2013 0:00,12/3/2013 0:00,226083,127822.2555,134,39.18215199,Yes,1075,3
Louisville,KY,CSX,St. Paul,MN,CP,Multilevel,Gondola,Foreign,Chemicals,5/23/2013 0:00,6/2/2013 0:00,168460,2507.603447,133,44.78689759,Yes,1377,1
Chicago(Proviso),IL,UP,Russell,KY,CSX,Manifest,Gondola,Private,Intermodal,1/23/2013 0:00,2/5/2013 0:00,110974,4330.250402,104,33.14803969,Yes,1703,1
Livonia,LA,UP,Fort Worth,TX,UP,Grain Unit,Gondola,Private,Metallic Ores and Metals,9/21/2013 0:00,10/5/2013 0:00,134270,2968.438936,142,49.60291314,Yes,1463,2
Laredo,TX,KCS,North Platte West,NE,UP,Intermodal,Gondola,Foreign,Metallic Ores and Metals,10/27/2013 0:00,11/6/2013 0:00,90623,803.6500891,90,28.65862577,Yes,680,3
Willard,OH,CSX,Chicago(Proviso),IL,UP,Grain Unit,Gondola,System,Intermodal,10/27/2013 0:00,11/12/2013 0:00,201305,4675.327006,147,40.03090096,Yes,1239,1
Chicago(Proviso),IL,UP,Elkhart,IN,NS,Coal Unit,Gondola,Private,Metallic Ores and Metals,11/10/2013 0:00,12/1/2013 0:00,232046,2707.008002,169,46.67418403,Yes,2143,0
Cincinnati,OH,CSX,Livonia,LA,UP,Intermodal,Gondola,System,Intermodal,3/19/2013 0:00,3/31/2013 0:00,165015,44.6272531,87,23.15585545,Yes,286,1
Lincoln,NE,BNSF,North Little Rock,AR,UP,Manifest,Gondola,Private,Coal,1/25/2013 0:00,2/15/2013 0:00,145398,1355.773765,76,25.09594086,Yes,935,4
Markham Yard,IL,CN,Hamlet,NC,CSX,Manifest,Gondola,System,Chemicals,7/26/2013 0:00,8/10/2013 0:00,165995,4990.79318,79,26.0854603,Yes,291,1
Willard,OH,CSX,Northtown,MN,BNSF,Grain Unit,Gondola,Foreign,Coal,6/3/2013 0:00,6/19/2013 0:00,196191,3910.1117,190,58.34404273,Yes,291,0
Chicago,IL,CP,Elkhart,IN,NS,Manifest,Gondola,System,Intermodal,4/5/2013 0:00,4/17/2013 0:00,127044,1896.747795,103,34.61505298,Yes,813,3
Allentown,PA,NS,Bellevue,OH,NS,Coal Unit,Gondola,System,Petroleum and Petroleum Products,6/26/2013 0:00,7/8/2013 0:00,133023,976.6063437,191,58.7824832,Yes,1638,4
Elkhart,IN,NS,Birmingham,AL,NS,Coal Unit,Gondola,Foreign,Nonmetallic Minerals and Products,1/4/2013 0:00,1/23/2013 0:00,113177,5273.499536,181,46.97265233,Yes,2165,1
Hinkle,OR,UP,Monterrey,NL,KCS,Coal Unit,Gondola,System,Intermodal,10/17/2013 0:00,11/4/2013 0:00,221724,2089.508292,137,35.90342418,Yes,1595,5
Fort Worth,TX,BNSF,Conway,PA,NS,Coal Unit,Gondola,Private,Intermodal,8/28/2013 0:00,9/6/2013 0:00,166640,7279.532964,95,25.98537129,Yes,541,4
Hamlet,NC,CSX,Montgomery,AL,CSX,Grain Unit,Gondola,System,Metallic Ores and Metals,12/4/2013 0:00,12/14/2013 0:00,200937,2425.822828,198,67.42247146,Yes,699,3
Livonia,LA,UP,Monterrey,NL,KCS,Coal Unit,Gondola,System,Intermodal,10/30/2013 0:00,11/14/2013 0:00,98825,1036.447395,137,36.43141608,Yes,2180,4
Kansas City,KS,BNSF,Houston,TX,BNSF,Manifest,Gondola,Private,Coal,12/13/2013 0:00,12/22/2013 0:00,208028,3374.393384,154,39.74141416,Yes,605,1
Houston(Englewood),TX,UP,Corbin,KY,CSX,Grain Unit,Gondola,Private,Intermodal,11/28/2013 0:00,12/16/2013 0:00,195689,646.1609702,159,53.43895774,Yes,705,1
Galesburg,IL,BNSF,New Orleans,LA,NS,Multilevel,Gondola,Private,Intermodal,6/4/2013 0:00,6/18/2013 0:00,240464,6724.147671,179,53.55407948,Yes,2150,4
Buffalo,NY,CSX,Hamlet,NC,CSX,Grain Unit,Gondola,System,Petroleum and Petroleum Products,5/4/2013 0:00,5/19/2013 0:00,229677,7711.095824,193,57.2762333,Yes,544,1
Chicago,IL,CSX,Fort Worth,TX,BNSF,Multilevel,Gondola,Private,Intermodal,1/31/2013 0:00,2/13/2013 0:00,156686,330.0656533,119,30.99517226,Yes,1003,1
Bellevue,OH,NS,Hamlet,NC,CSX,Grain Unit,Gondola,Foreign,Intermodal,1/27/2013 0:00,2/8/2013 0:00,126864,6022.951282,147,48.31648224,Yes,662,4
Galesburg,IL,BNSF,Galesburg,IL,BNSF,Grain Unit,Gondola,System,Coal,7/8/2013 0:00,7/26/2013 0:00,221794,9554.564103,181,45.3974854,Yes,1753,3
Galesburg,IL,BNSF,Northtown,MN,BNSF,Coal Unit,Gondola,System,Intermodal,10/18/2013 0:00,11/5/2013 0:00,91077,3021.089329,184,62.16800234,Yes,743,2
Hinkle,OR,UP,Nashville,TN,CSX,Grain Unit,Gondola,Foreign,Intermodal,3/28/2013 0:00,4/4/2013 0:00,216852,6456.46642,182,45.91494197,Yes,2187,4
Buffalo,NY,CSX,Conway,PA,NS,Intermodal,Gondola,Private,Coal,6/21/2013 0:00,7/3/2013 0:00,204433,1720.920869,119,30.44472864,Yes,1423,3
Columbus,OH,NS,Memphis,TN,BNSF,Intermodal,Gondola,Foreign,Intermodal,1/3/2013 0:00,1/13/2013 0:00,167945,8992.741488,173,53.243484,Yes,292,1
Shreveport,LA,KCS,Baltimore,MD,CSX,Multilevel,Gondola,Foreign,Intermodal,6/20/2013 0:00,7/6/2013 0:00,164545,3815.063431,108,28.82152946,Yes,1299,3
Hinkle,OR,UP,Chicago,IL,CP,Intermodal,Gondola,System,Metallic Ores and Metals,10/11/2013 0:00,10/26/2013 0:00,89468,3064.382773,121,39.06287488,Yes,1111,2
St. Paul,MN,CP,Barstow,CA,BNSF,Multilevel,Gondola,System,Intermodal,2/5/2013 0:00,2/21/2013 0:00,110668,2366.855101,184,49.84703702,Yes,228,4
North Platte West,NE,UP,Houston(Englewood),TX,UP,Multilevel,Gondola,System,Coal,2/11/2013 0:00,2/23/2013 0:00,141917,5631.643984,172,43.16416808,Yes,1541,2
Houston(Settegast),TX,UP,Russell,KY,CSX,Intermodal,Gondola,Foreign,Coal,1/23/2013 0:00,2/1/2013 0:00,152475,780.0488672,193,54.7955309,Yes,891,3
Cincinnati,OH,CSX,West Colton,CA,UP,Multilevel,Gondola,Private,Intermodal,6/22/2013 0:00,7/8/2013 0:00,205359,6227.088958,162,45.19644159,Yes,1745,5
Columbus,OH,NS,Kansas City,MO,UP,Intermodal,Gondola,System,Intermodal,8/14/2013 0:00,8/21/2013 0:00,79516,2935.470782,97,31.19889923,Yes,1294,1
Jackson Yard,MS,CN,North Platte East,NE,UP,Intermodal,Gondola,System,Coal,9/1/2013 0:00,9/17/2013 0:00,245768,13110.81673,175,55.63175229,Yes,396,0
Markham Yard,IL,CN,Columbus,OH,NS,Multilevel,Gondola,Foreign,Intermodal,11/12/2013 0:00,11/29/2013 0:00,96288,4106.562579,95,28.53052521,Yes,1403,4
Livonia,LA,UP,Selkirk,NY,CSX,Coal Unit,Gondola,Private,Coal,9/11/2013 0:00,9/27/2013 0:00,185908,4096.244309,134,36.41840012,Yes,2189,1
Chattanooga,TN,NS,North Platte West,NE,UP,Intermodal,Gondola,System,Coal,11/1/2013 0:00,11/19/2013 0:00,109140,25505.38276,188,48.62358952,Yes,1923,3
Baltimore,MD,CSX,Denver,CO,BNSF,Manifest,Gondola,Private,Coal,12/20/2013 0:00,1/5/2014 0:00,147967,2415.077626,179,52.4488763,Yes,1895,1
Livonia,LA,UP,Pasco,WA,BNSF,Intermodal,Gondola,Private,Intermodal,10/18/2013 0:00,10/27/2013 0:00,87954,203.4200646,200,67.47876743,Yes,1184,3
Conway,PA,NS,North Platte West,NE,UP,Grain Unit,Gondola,Foreign,Intermodal,4/5/2013 0:00,4/22/2013 0:00,100652,4653.558767,146,50.36189068,Yes,2091,4
Montreal,PQ,CP,Livonia,LA,UP,Multilevel,Gondola,System,Motor Vehicles and Parts,7/4/2013 0:00,7/24/2013 0:00,109630,3964.508055,94,24.3651909,Yes,1198,3
Indianapolis,IN,CSX,Galesburg,IL,BNSF,Multilevel,Gondola,Private,Intermodal,3/18/2013 0:00,4/1/2013 0:00,119697,2106.271094,124,37.82504379,Yes,1642,4
Selkirk,NY,CSX,Pasco,WA,BNSF,Manifest,Gondola,Foreign,Intermodal,10/16/2013 0:00,11/5/2013 0:00,118977,3523.855546,164,55.95231729,Yes,1930,5
Chicago,IL,CP,Jackson Yard,MS,CN,Multilevel,Gondola,Foreign,Intermodal,8/29/2013 0:00,9/16/2013 0:00,164574,4236.854921,178,61.49091243,Yes,2057,4
Columbus,OH,NS,Galesburg,IL,BNSF,Grain Unit,Gondola,Private,Intermodal,12/7/2013 0:00,12/19/2013 0:00,126009,6955.30519,152,49.25378891,Yes,1910,5
Houston(Englewood),TX,UP,Birmingham,AL,NS,Coal Unit,Gondola,Private,Intermodal,9/17/2013 0:00,9/30/2013 0:00,79451,2140.669827,117,36.48895169,Yes,1563,3
Fond du Lac Yard,WI,CN,Russell,KY,CSX,Grain Unit,Gondola,System,Intermodal,5/10/2013 0:00,5/17/2013 0:00,246587,7692.525473,98,30.27862222,Yes,322,3
Denver,CO,BNSF,West Colton,CA,UP,Manifest,Gondola,Foreign,Intermodal,4/16/2013 0:00,5/1/2013 0:00,189369,7984.311257,174,55.53575581,Yes,433,4
Houston,TX,BNSF,North Platte West,NE,UP,Manifest,Gondola,Private,Intermodal,8/25/2013 0:00,9/11/2013 0:00,149560,8654.171238,83,27.60028989,Yes,393,1
Jackson,MS,KCS,Roseville,CA,UP,Manifest,Gondola,Private,Nonmetallic Minerals and Products,10/25/2013 0:00,11/7/2013 0:00,172217,6646.067918,98,31.44505091,Yes,380,1
Nashville,TN,CSX,Hamlet,NC,CSX,Multilevel,Gondola,System,Coal,4/15/2013 0:00,4/28/2013 0:00,223757,61141.5566,145,42.7154463,Yes,1389,4
Toledo,OH,CSX,St. Paul,MN,CP,Coal Unit,Gondola,Private,Petroleum and Petroleum Products,3/8/2013 0:00,3/24/2013 0:00,216540,9716.025306,147,43.45740626,Yes,583,1
Barstow,CA,BNSF,Sheffield,AL,NS,Coal Unit,Gondola,Private,Intermodal,5/25/2013 0:00,6/11/2013 0:00,214356,442.3355737,167,57.89575319,Yes,1818,3
Conway,PA,NS,Houston(Englewood),TX,UP,Manifest,Gondola,System,Intermodal,12/30/2013 0:00,1/11/2014 0:00,232858,10858.54436,153,52.67424105,Yes,1017,4
Corbin,KY,CSX,Russell,KY,CSX,Multilevel,Gondola,System,Intermodal,6/23/2013 0:00,7/4/2013 0:00,75163,3457.708699,119,40.48449085,Yes,2034,0
Tulsa,OK,BNSF,Linwood,NC,NS,Grain Unit,Gondola,System,Intermodal,11/5/2013 0:00,11/12/2013 0:00,137506,5995.112056,93,31.02850676,Yes,382,3
Lincoln,NE,BNSF,Lincoln,NE,BNSF,Grain Unit,Gondola,Foreign,Intermodal,4/1/2013 0:00,4/12/2013 0:00,140146,7811.856421,170,45.13765429,Yes,206,2
Jackson,MS,KCS,Montreal,PQ,CP,Intermodal,Gondola,Foreign,Intermodal,4/10/2013 0:00,4/20/2013 0:00,117118,702.9121661,137,38.65665048,Yes,600,2
Galesburg,IL,BNSF,Fond du Lac Yard,WI,CN,Multilevel,Gondola,System,Metallic Ores and Metals,2/26/2013 0:00,3/9/2013 0:00,168695,4836.71852,119,30.96465549,Yes,1676,1
North Platte East,NE,UP,Sheffield,AL,NS,Grain Unit,Gondola,System,Intermodal,11/29/2013 0:00,12/8/2013 0:00,177389,8018.451481,168,47.32829475,Yes,737,2
Hinkle,OR,UP,Chattanooga,TN,NS,Manifest,Gondola,Foreign,Chemicals,8/31/2013 0:00,9/20/2013 0:00,200029,1101.248101,93,25.87643144,Yes,1535,3
Houston(Englewood),TX,UP,Barstow,CA,BNSF,Coal Unit,Gondola,Private,Intermodal,12/26/2013 0:00,1/3/2014 0:00,117644,5424.968568,140,38.38185329,Yes,1067,3
