tucaseid,tulineno,eeincome1,erbmi,erhhch,erincome,erspemch,ertpreat,ertseat,ethgt,etwgt,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eufinlwgt,eusnap,eugenhth,eugroshp,euhgt,euinclvl,euincome2,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm,euwgt,euwic,exincome1
20140706142386,1,1,27.1,3,1,5,110,0,0,0,1,1,2,2,-1,2,-1,-1,1,2.64e+07,2,2,2,72,5,-1,-1,-1,2,1,-1,-1,-1,200,-1,0
20140706142390,1,2,24.4,3,3,5,85,0,0,0,-1,1,2,1,2,2,-1,-1,1,2.39e+07,2,2,2,69,5,1,-1,-1,2,2,-1,-1,-1,165,-1,0
20140706142391,1,1,22.4,3,1,5,135,0,0,0,1,1,2,1,4,2,-1,-1,1,1.02e+07,2,2,2,72,5,-1,-1,-1,2,1,-1,-1,-1,165,-1,0
20140706142394,1,2,25.700001,3,3,-1,62,0,0,0,1,1,2,1,4,1,1,2,1,6749874,2,2,1,63,5,1,1,2,1,1,2,1,2,145,-1,0
20140706142399,1,2,21,3,5,-1,45,0,0,0,2,1,2,1,3,2,-1,-1,1,5596641,1,2,1,67,5,2,1,2,1,1,1,1,2,134,-1,0
20140706142400,1,1,30,3,1,5,70,1,0,0,-1,1,1,2,-1,1,1,1,1,7923170,2,1,1,64,5,-1,1,2,1,2,1,1,2,175,2,0
20140706142401,1,2,19.5,3,3,-1,75,0,0,0,-1,1,2,1,7,2,-1,-1,1,3207461,2,2,1,63,5,1,1,2,1,2,2,1,2,110,-1,0
20140706142404,1,2,32.599998,2,3,5,60,0,0,0,-1,2,2,2,-1,2,-1,-1,1,1.70e+07,2,4,1,62,5,1,1,2,3,-1,2,1,2,178,-1,0
20140706142405,1,1,28.299999,3,1,5,60,0,0,0,-1,1,2,2,-1,1,1,2,1,2622943,2,2,1,65,5,-1,1,2,3,2,1,2,2,170,2,0
20140706142409,1,1,23.700001,3,1,5,40,20,0,0,1,1,1,1,2,1,3,1,1,3162482,2,2,3,72,5,-1,1,2,3,1,2,1,1,175,2,0
20140706142411,1,1,22.5,3,1,5,50,3,0,0,-1,1,1,1,2,1,2,1,1,7430350,2,2,1,68,5,-1,1,2,1,2,1,3,2,148,-1,0
20140706142412,1,1,21.799999,3,1,-1,60,0,0,0,-1,1,2,1,5,1,2,2,1,1.02e+07,2,3,1,74,5,-1,1,2,1,2,1,1,2,170,-1,0
20140706142413,1,2,29.299999,3,5,-1,0,15,0,0,-1,1,1,1,4,1,2,1,2,6157618,1,2,1,62,5,2,1,2,1,2,2,2,2,160,2,0
20140706142417,1,1,30.799999,3,1,5,0,30,0,0,1,1,1,1,5,1,4,1,1,7227284,2,1,1,63,5,-1,1,2,1,1,1,4,2,174,2,0
20140706142423,1,2,35,3,5,5,40,1,0,0,-1,1,1,1,2,1,2,1,1,3748162,2,4,1,68,5,2,1,2,1,2,2,1,2,230,2,0
20140706142430,1,2,16.799999,3,3,-1,0,20,0,0,2,1,1,1,2,1,2,1,1,1.66e+07,2,2,2,66,5,1,-1,-1,2,1,-1,-1,-1,104,2,0
20140706142433,1,1,21.299999,3,1,5,40,0,0,0,-1,1,2,2,-1,2,-1,-1,1,1.09e+07,2,1,1,68,5,-1,-1,-1,2,2,1,1,-1,140,2,0
20140706142436,1,1,24.4,3,1,-1,95,0,0,0,-1,2,2,1,4,1,10,1,1,5147541,2,1,1,71,5,-1,1,2,1,-1,1,2,2,175,-1,0
20140706142437,1,2,39.200001,3,5,-1,35,15,0,0,2,1,1,2,-1,2,-1,-1,1,2077053,2,3,2,56,5,3,1,2,1,1,-1,-1,2,175,-1,0
20140706142439,1,1,27.4,1,1,-1,45,95,0,0,-1,2,1,1,3,2,-1,-1,1,6780589,2,2,2,66,5,-2,-1,-1,2,-1,-1,-1,-1,170,2,71
20140706142443,1,1,27.700001,3,1,5,15,45,0,0,2,1,1,1,12,1,2,1,1,2642292,2,2,3,73,5,-1,1,2,3,1,2,1,1,210,2,0
20140706142446,1,1,23.700001,3,1,5,188,10,0,0,-1,1,1,1,5,1,3,2,1,2851556,2,2,1,64,5,-1,1,2,1,2,1,4,2,138,2,0
20140706142447,1,1,25.700001,3,1,5,10,17,0,0,1,1,1,1,5,1,7,2,1,3.41e+07,2,1,1,69,5,-1,1,2,1,1,2,1,2,174,2,0
20140706142448,1,1,23.299999,1,1,-1,113,235,0,0,-1,1,1,2,-1,1,4,2,1,1955824,2,2,1,68,5,-1,1,2,1,2,1,2,2,153,2,0
20140706142449,1,1,28.299999,3,1,1,60,5,0,0,1,1,1,2,-1,1,5,1,1,5009607,2,2,1,63,5,-1,1,2,1,1,2,1,2,160,2,0
20140706142450,1,2,21.5,2,5,-1,45,0,0,0,2,1,2,1,14,1,7,1,3,4862319,2,4,1,64,5,2,1,2,1,1,2,2,2,125,2,0
20140706142457,1,2,27.1,3,3,5,20,30,0,0,2,1,1,1,2,1,2,1,1,2.28e+07,2,2,3,62,5,1,1,2,1,1,1,2,2,148,1,0
20140706142466,1,1,26.700001,3,1,-1,0,50,1,0,1,1,1,1,2,1,7,1,1,7386394,2,3,1,77,5,-1,2,2,1,1,1,2,-1,225,-1,0
20140706142467,1,1,25.1,3,1,5,45,10,0,0,-1,1,1,1,7,1,1,2,1,3326125,2,3,1,68,5,-1,1,2,1,2,1,2,2,165,2,0
20140706142469,1,2,27.799999,3,5,-1,30,4,0,0,-1,1,1,1,3,1,3,1,2,6290206,1,3,1,61,5,2,-1,-1,2,2,1,3,-1,147,2,0
20140706142470,1,1,28.299999,3,1,5,65,0,0,0,-1,2,2,2,-1,2,-1,-1,1,8334022,2,2,1,63,5,-1,1,2,1,-1,2,6,2,160,-1,0
20140706142471,1,2,24.700001,3,3,5,30,20,0,0,2,1,1,2,-1,2,-1,-1,2,4445032,2,3,1,62,5,1,1,2,1,1,1,5,2,135,-1,0
20140706142473,1,1,27.200001,3,1,-1,10,34,0,0,2,1,1,1,2,2,-1,-1,1,2.74e+07,2,3,1,71,5,-2,1,2,1,1,1,2,2,195,-1,71
20140706142476,1,1,25.1,3,1,3,135,0,0,0,-1,1,2,2,-1,2,-1,-1,1,7053243,2,1,1,71,5,-1,-1,-1,2,2,1,4,-1,180,-1,0
20140706142479,1,1,26.6,3,1,5,30,15,0,0,-1,1,1,1,3,2,-1,-1,1,2088856,2,2,1,65,5,-1,1,2,1,2,5,3,2,160,2,0
20140706142482,1,2,37.099998,3,5,-1,75,0,0,0,-1,2,2,2,-1,2,-1,-1,1,756843.8,1,4,1,66,5,2,1,2,1,-1,1,2,2,230,-1,0
20140706142486,1,1,30.200001,3,1,5,90,0,0,0,-1,2,2,1,1,1,1,1,1,1.51e+07,2,4,1,64,5,-1,1,2,1,-1,2,4,2,176,2,0
20140706142487,1,1,19.200001,3,1,5,30,11,0,0,-1,1,1,1,6,2,-1,-1,1,2.28e+07,2,1,1,62,5,-1,1,2,1,2,2,1,2,105,2,0
20140706142489,1,1,29.299999,3,1,-1,90,0,0,0,1,1,2,1,2,1,5,2,1,2633009,2,3,1,62,5,-1,2,2,1,1,1,2,-1,160,-1,0
20140706142500,1,1,28.299999,3,1,5,38,15,0,0,1,1,1,1,1,1,3,2,1,8247419,2,3,1,71,5,-1,1,2,1,1,1,1,2,203,-1,0
20140706142501,1,1,30.1,1,1,5,25,15,0,0,2,1,1,1,2,1,2,1,1,4763361,2,3,1,63,5,-1,1,2,3,1,1,1,2,170,2,0
20140706142506,1,1,33.700001,3,1,-1,25,55,0,0,-1,2,1,1,4,1,4,2,1,8590820,2,2,2,75,5,-2,-1,-1,2,-1,-1,-1,-1,270,2,73
20140706142507,1,2,23.799999,3,5,5,60,0,0,0,-1,1,2,1,5,2,-1,-1,1,9243027,2,3,1,62,5,3,1,2,1,2,3,3,1,130,2,0
20140706142513,1,2,39,3,5,5,100,30,0,0,2,1,1,1,2,1,1,2,1,5289986,1,3,1,63,5,2,1,2,1,1,2,1,2,220,2,0
20140706142514,1,1,26.6,3,1,5,90,0,0,0,-1,1,2,2,-1,2,-1,-1,1,9375092,2,1,1,63,5,-1,1,2,1,2,1,6,2,150,-1,0
20140706142516,1,1,26.4,3,1,-1,20,40,0,0,-1,2,1,1,9,1,10,1,1,8444302,2,3,2,61,5,-2,-1,-1,2,-1,-1,-1,-1,140,2,73
20140706142524,1,1,30.299999,3,1,-1,70,0,0,0,-1,2,2,1,4,2,-1,-1,1,2379162,2,2,1,69,5,-1,1,2,1,-1,1,2,2,205,-1,0
20140706142525,1,1,26.6,3,1,5,75,0,0,0,-1,2,2,1,7,1,1,2,1,6229861,2,1,3,65,5,-1,1,2,3,-1,1,3,2,160,-1,0
20140706142526,1,1,30.6,3,1,5,0,70,0,0,-1,1,1,1,7,1,2,2,2,7492105,2,4,2,68,5,-1,-1,-1,2,2,-1,-1,-1,201,-1,0
20140706142528,1,2,24.700001,3,5,5,60,8,0,0,-1,1,1,1,3,2,-1,-1,1,6679114,2,2,1,58,5,3,1,2,1,2,1,3,2,118,2,0
20140706142535,1,1,33.200001,3,1,-1,0,20,0,0,2,1,1,2,-1,1,1,1,1,5569741,2,3,2,69,5,-1,-1,-1,2,1,-1,-1,-1,225,-1,0
20140706142541,1,2,17.4,3,3,-1,120,85,1,0,-1,1,1,1,1,1,3,1,1,4447383,2,2,1,77,5,1,2,2,1,2,1,1,-1,147,-1,0
20140707140012,1,2,27.6,3,5,3,95,0,0,0,1,1,2,1,4,1,2,2,1,8719439,2,1,1,63,5,2,1,2,1,1,1,1,2,156,2,0
20140707140035,1,1,25.1,3,1,-1,10,40,0,0,-1,1,1,1,6,1,4,1,1,6448605,2,2,1,73,5,-1,1,2,1,2,1,2,2,190,-1,0
20140707140056,1,2,21.6,3,5,5,30,20,0,0,-1,1,1,2,-1,2,-1,-1,1,2.66e+07,2,5,1,65,5,2,1,2,1,2,1,2,2,130,-1,0
20140707140091,1,2,30.299999,1,5,-1,15,0,2,0,2,1,2,2,-1,2,-1,-1,2,7465437,2,4,1,56,5,2,1,2,1,1,2,3,2,135,2,0
20140707140106,1,1,38,3,1,-1,45,0,0,0,2,1,2,1,1,1,5,1,1,4925116,2,3,1,72,5,-1,1,2,1,1,2,2,2,280,-1,0
20140707140136,1,1,24.4,1,1,5,115,2,0,0,-1,1,1,1,4,1,6,2,1,4.89e+07,2,1,1,64,5,-1,1,2,1,2,5,3,2,142,2,0
20140707140143,1,1,27.200001,3,1,-1,75,90,0,0,2,1,1,1,7,2,-1,-1,1,9333412,2,2,2,58,5,-1,-1,-1,2,1,-1,-1,-1,130,-1,0
20140707140148,1,2,39.700001,3,3,-1,65,0,0,0,1,1,2,1,5,1,3,1,1,3600962,2,3,1,63,5,1,1,2,1,1,1,2,2,224,1,0
20140707140500,1,1,30.1,3,1,-1,80,0,0,0,-1,1,2,1,7,1,1,2,1,1.42e+07,2,2,1,68,5,-1,-1,-1,2,2,3,5,-1,198,-1,0
20140707140537,1,2,26.200001,3,5,3,60,0,0,0,-1,2,2,2,-1,2,-1,-1,1,3682166,2,1,1,63,5,2,1,2,1,-1,1,1,2,148,2,0
20140707140540,1,2,22.1,3,5,-1,190,0,0,0,-1,1,2,1,7,2,-1,-1,1,4016853,2,1,1,69,5,2,1,2,1,2,5,3,2,150,-1,0
20140707140571,1,1,21.9,3,1,5,45,0,0,0,1,1,2,1,3,1,2,2,1,1.61e+07,2,3,1,67,5,-1,1,2,1,1,1,4,2,140,-1,0
20140707140594,1,3,27.9,3,2,5,120,20,0,0,-1,2,1,1,3,2,-1,-1,1,4561595,2,2,1,60,5,-1,1,2,1,-1,1,3,2,143,2,0
20140707140638,1,1,33.299999,3,1,-1,70,5,0,0,-1,1,1,2,-1,2,-1,-1,1,5918836,2,3,1,65,5,-1,1,2,1,2,1,4,2,200,-1,0
20140707140660,1,1,25.1,3,1,5,60,20,0,0,-1,2,1,1,7,1,1,2,1,1.45e+07,2,2,2,68,5,-1,-1,-1,2,-1,-1,-1,-1,165,-1,0
20140707140680,1,1,35.5,3,1,-1,60,15,0,0,-1,2,1,1,2,1,1,2,1,5982740,2,2,1,72,5,-1,1,2,1,-1,1,1,2,262,-1,0
20140707140681,1,1,30.299999,3,1,5,40,0,0,0,2,1,2,1,4,1,2,1,1,5659757,2,2,1,59,5,-1,1,2,1,1,1,4,2,150,-1,0
20140707140703,1,1,23.700001,3,1,-1,0,50,0,0,2,1,1,1,3,1,1,2,1,3145789,2,2,1,70,5,-1,2,2,1,1,1,3,-1,165,-1,0
20140707140719,1,1,26.6,3,1,5,60,20,0,0,-1,2,1,1,1,1,3,1,1,5271497,2,2,1,67,5,-1,1,2,1,-1,2,1,2,170,2,0
20140707140752,1,1,27.5,3,1,5,60,10,0,0,1,1,1,1,2,1,2,2,1,6111901,2,2,1,64,5,-1,1,2,1,1,3,1,2,160,2,0
20140707140755,1,1,26.799999,3,1,5,50,-2,0,0,-1,2,-2,1,2,1,5,1,1,2612028,2,2,3,65,5,-1,1,2,3,-1,1,2,2,161,2,0
20140707140759,1,1,25.5,3,1,5,75,0,0,0,-1,1,2,1,3,1,2,2,1,9524318,2,3,1,61,5,-1,1,2,1,2,1,2,2,135,-1,0
20140707140778,1,1,34.299999,3,1,-1,90,0,0,0,-1,1,2,2,-1,1,2,2,1,2378509,2,3,1,64,5,-1,1,2,1,2,1,6,2,200,-1,0
20140707140802,1,2,21.4,3,5,5,15,0,0,0,-1,2,2,2,-1,2,-1,-1,1,1.03e+07,1,3,2,69,5,2,-1,-1,2,-1,-1,-1,-1,145,2,0
20140707140811,1,1,30.9,3,1,5,60,0,0,0,-1,2,2,1,2,2,-1,-1,1,2.27e+07,2,3,1,64,5,-1,1,2,1,-1,2,1,2,180,-1,0
20140707140817,1,2,29.200001,3,5,-1,90,0,0,0,-1,2,2,1,3,1,1,1,1,1809467,1,3,1,64,5,2,1,2,1,-1,2,1,1,170,2,0
20140707140833,1,2,34.5,3,5,5,80,0,0,0,-1,2,2,2,-1,2,-1,-1,-2,5883688,2,3,1,66,5,2,1,2,1,-1,1,2,2,214,-1,0
20140707140855,1,1,36.299999,3,1,-1,85,10,0,0,-1,1,1,2,-1,2,-1,-1,1,3674384,2,3,1,66,5,-1,1,2,1,2,1,1,2,225,-1,0
20140707140923,1,2,31.9,3,5,-1,75,15,0,0,-1,2,1,1,4,2,-1,-1,1,1162799,1,4,1,63,5,2,1,2,1,-1,1,1,1,180,2,0
20140707140970,1,1,27.1,3,1,-1,90,15,0,0,-1,2,1,1,5,1,1,2,1,4280045,2,2,1,72,5,-1,1,2,1,-1,1,2,2,200,-1,0
20140707140972,1,1,33.700001,3,1,3,75,60,0,0,-1,2,1,2,-1,2,-1,-1,1,4230929,2,3,2,67,5,-1,-1,-1,2,-1,-1,-1,-1,215,-1,0
20140707140982,1,2,27.1,3,5,5,90,0,0,0,-1,2,2,2,-1,2,-1,-1,1,9434373,1,3,2,65,5,2,-1,-1,2,-1,-1,-1,-1,163,1,0
20140707141015,1,1,20.4,3,1,1,80,0,0,0,-1,1,2,2,-1,2,-1,-1,1,8478460,2,3,1,63,5,-1,1,2,1,2,1,3,1,115,2,0
20140707141019,1,1,38,3,1,5,55,0,0,0,-1,1,2,1,4,1,5,1,1,1.18e+07,2,3,3,72,5,-1,-1,-1,2,2,1,3,-1,280,2,0
20140707141029,1,2,28.9,3,5,-1,60,10,0,0,-1,1,1,1,10,1,2,2,1,3327593,1,2,1,68,5,2,2,2,1,2,1,2,-1,190,-1,0
20140707141032,1,1,29.299999,3,1,-1,245,0,0,0,1,1,2,1,14,1,1,2,1,4735051,2,1,1,71,5,-1,1,2,1,1,1,3,2,210,-1,0
20140707141113,1,1,24.700001,3,1,5,30,10,0,0,-1,1,1,2,-1,1,3,1,1,9487025,2,2,1,62,5,-1,1,1,1,2,1,4,2,135,2,0
20140707141142,1,1,26.4,3,1,5,255,0,0,0,-1,1,2,1,4,1,2,2,1,6172439,2,2,3,73,5,-1,1,2,3,2,2,2,1,200,-1,0
20140707141144,1,1,23.6,3,1,5,45,10,0,0,-1,1,1,1,5,2,-1,-1,1,5100881,2,1,1,68,5,-1,1,2,1,2,1,2,2,155,-1,0
20140707141146,1,1,25.799999,3,1,5,150,0,0,0,-1,2,2,2,-1,2,-1,-1,1,1.54e+07,2,2,3,70,5,-1,-1,-1,2,-1,1,3,-1,180,-1,0
20140707141157,1,1,28.6,3,1,-1,90,20,0,0,-1,1,1,1,5,2,-1,-1,1,2260485,2,3,1,68,5,-1,1,2,1,2,1,2,1,188,-1,0
20140707141191,1,1,23.4,3,1,-1,30,70,0,0,-1,1,1,1,5,2,-1,-1,1,4972246,2,2,1,59,5,-1,1,2,1,2,1,2,2,116,2,0
20140707141194,1,1,26.299999,3,1,-1,60,10,0,0,-1,1,1,1,6,1,3,2,1,8849796,2,1,1,74,5,-1,1,2,1,2,1,4,1,205,-1,0
20140707141213,1,1,24.200001,3,1,5,60,0,0,0,-1,2,2,1,3,2,-1,-1,1,3425740,2,1,1,66,5,-1,1,2,1,-1,3,3,2,150,-1,0
20140707141231,1,1,25.799999,3,1,-1,100,10,0,0,-1,1,1,1,2,1,3,2,1,9536693,2,3,1,65,5,-1,1,2,1,2,1,1,2,155,-1,0
20140707141248,1,1,28,3,1,5,110,10,0,0,-1,1,1,2,-1,1,5,1,1,2938714,2,2,1,65,5,-1,1,2,1,2,1,4,2,168,-1,0
20140707141251,1,1,-1,3,1,-1,20,5,0,-1,2,1,1,2,-1,1,3,2,1,2449066,2,3,1,62,5,-1,1,2,1,1,1,1,2,-3,-1,0
20140707141316,1,1,31.200001,3,1,5,250,0,0,0,-1,1,2,1,5,2,-1,-1,1,1.35e+07,2,2,3,68,5,-1,-1,-1,2,2,1,6,-1,205,-1,0
20140707141336,1,1,26.6,3,1,5,105,235,0,0,1,1,1,1,2,1,7,2,1,4818447,2,3,2,68,5,-1,-1,-1,2,1,-1,-1,-1,175,-1,0
20140707141341,1,1,19.799999,3,1,-1,105,5,0,0,-1,2,1,2,-1,2,-1,-1,1,2.17e+07,2,2,2,68,5,-1,1,2,3,-1,-1,-1,2,130,2,0
20140707141385,1,1,29.9,3,1,-1,105,15,0,0,-1,1,1,1,4,1,2,2,1,6308329,2,3,1,66,5,-1,1,2,1,2,1,2,2,185,-1,0
20140707141395,1,1,21.299999,3,1,5,30,30,0,0,-1,1,1,1,7,1,2,2,1,1.64e+07,2,2,1,65,5,-1,1,2,1,2,3,1,2,128,2,0
20140707141431,1,1,38.799999,3,1,5,45,90,0,0,-1,1,1,2,-1,2,-1,-1,1,5507407,2,4,2,62,5,-1,-1,-1,2,2,-1,-1,-1,212,-1,0
20140707141473,1,1,34.099998,3,1,-1,75,10,0,0,2,1,1,1,4,2,-1,-1,1,9902187,2,1,1,65,5,-1,1,2,1,1,1,1,2,205,-1,0
20140707141508,1,2,23,3,3,-1,60,15,0,0,-1,2,1,1,4,2,-1,-1,1,4144061,2,2,1,70,5,1,2,2,1,-1,1,2,-1,160,-1,0
20140707141517,1,2,42.099998,3,5,5,90,2,0,0,-1,2,1,1,4,1,2,2,1,2240514,2,2,1,62,5,2,1,2,1,-1,2,6,2,230,2,0
20140707141562,1,2,31,1,5,-1,35,5,0,0,-1,1,1,2,-1,1,1,2,1,4926647,2,3,1,63,5,2,1,2,1,2,1,2,2,175,2,0
20140707141565,1,1,31.4,3,1,5,40,0,0,0,-1,1,2,1,1,2,-1,-1,1,9711161,2,3,1,64,5,-1,1,2,1,2,1,2,2,183,-1,0
20140707141569,1,1,28.299999,3,1,1,22,20,0,0,-1,1,1,1,2,2,-1,-1,1,5361081,2,2,3,63,5,-1,1,2,1,2,1,2,2,160,2,0
20140707141582,1,1,30.799999,3,1,-1,0,45,0,0,-1,2,1,2,-1,1,5,2,1,5759846,2,3,1,74,5,-1,1,2,1,-1,1,2,2,240,-1,0
20140707141645,1,2,25.5,1,5,5,60,110,0,0,2,1,1,2,-1,1,1,2,1,1.51e+07,1,1,3,65,5,2,1,2,1,1,1,3,2,153,1,0
20140707141658,1,1,26.799999,3,1,5,120,5,0,0,-1,2,1,1,6,2,-1,-1,1,1.52e+07,2,2,1,68,5,-1,1,2,1,-1,1,2,1,176,-1,0
20140707141675,1,1,32.299999,3,1,5,10,122,0,0,2,1,1,2,-1,2,-1,-1,1,1.15e+07,2,3,1,65,5,1,1,2,1,1,1,1,2,194,2,72
20140707141695,1,1,29.200001,3,1,-1,50,-2,0,0,-1,1,-2,1,5,2,-1,-1,1,6229057,2,1,1,63,5,-1,1,2,1,2,1,1,2,165,-1,0
20140707141702,1,-2,-1,3,4,5,60,0,0,-1,-1,1,2,2,-1,1,1,2,1,1.52e+07,2,4,2,60,5,1,1,2,1,2,-1,-1,2,-2,-1,2
20140707141720,1,2,39.5,3,3,5,5,0,0,0,-1,2,2,2,-1,1,3,1,1,4353877,2,2,2,68,5,1,-1,-1,2,-1,-1,-1,-1,260,2,0
20140707141751,1,2,26.5,3,5,-1,0,60,0,0,-1,1,1,1,2,1,2,2,1,1.51e+07,2,1,1,70,5,2,1,2,1,2,1,2,2,185,-1,0
20140707141810,1,1,23,3,1,3,120,180,0,0,-1,1,1,1,7,2,-1,-1,1,4533966,2,3,1,71,5,-1,-1,-1,2,2,1,2,-1,165,-1,0
20140707141862,1,1,25.799999,3,1,3,150,2,0,0,-1,1,1,1,14,2,-1,-1,1,4183831,2,3,1,70,5,-1,1,2,3,2,2,1,1,180,-1,0
20140707141868,1,2,30.4,3,5,5,60,10,0,0,-1,1,1,2,-1,1,1,2,1,5833020,2,1,1,68,5,2,-1,-1,2,2,1,1,-1,200,-1,0
20140707141897,1,1,31,3,1,-1,60,0,0,0,1,1,2,1,3,2,-1,-1,1,7280532,2,2,1,63,5,-1,1,2,1,1,1,2,1,175,-1,0
20140707141970,1,1,22.9,3,1,5,165,10,0,0,-1,2,1,2,-1,1,7,1,1,1.16e+07,2,3,2,62,5,-1,1,2,3,-1,-1,-1,1,125,2,0
20140707141999,1,2,30.200001,3,5,-1,30,15,0,0,-1,2,1,1,2,1,1,2,1,2849846,1,3,1,64,5,2,1,2,1,-1,2,1,2,176,-1,0
20140707142023,1,1,29.200001,3,1,-1,65,5,0,0,-1,2,1,1,10,1,10,2,1,4318065,2,2,1,64,5,-1,1,2,1,-1,2,1,2,170,-1,0
20140707142030,1,1,25.799999,3,1,5,70,2,0,0,-1,1,1,1,3,1,1,2,1,8977672,2,2,1,67,5,-1,1,2,1,2,1,2,2,165,2,0
20140707142056,1,1,30.5,2,1,5,100,0,0,0,-1,1,2,1,7,2,-1,-1,1,5787840,2,3,2,67,5,-1,-1,-1,2,2,-1,-1,-1,195,-1,0
20140707142076,1,2,24.799999,3,3,-1,75,0,0,0,-1,2,2,1,3,1,5,1,1,1868939,2,2,1,69,5,1,2,2,1,-1,1,2,-1,168,-1,0
20140707142077,1,1,24.1,3,1,5,35,100,0,0,-1,2,1,1,5,1,1,2,1,2872887,2,2,3,73,5,-1,1,2,3,-1,3,6,2,183,2,0
20140707142096,1,1,25.1,3,1,-1,120,180,0,0,-1,1,1,1,3,1,1,2,1,2903214,2,1,1,67,5,-1,1,2,1,2,1,4,2,160,2,0
20140707142159,1,1,21.799999,3,1,5,100,2,0,0,-1,1,1,1,4,1,1,2,1,1.14e+07,2,2,1,66,5,-1,1,2,1,2,1,2,2,135,2,0
20140707142162,1,3,19.9,3,2,-1,15,40,0,0,-1,1,1,1,7,1,1,2,1,4033505,2,3,1,67,5,-1,1,2,1,2,2,1,2,127,-1,0
20140707142175,1,2,27.4,3,5,5,50,0,0,0,-1,2,2,1,1,1,4,1,1,1.57e+07,2,2,3,68,5,3,-1,-1,2,-1,2,1,-1,180,2,0
20140707142189,1,1,24.200001,3,1,-1,50,0,0,0,2,1,2,1,7,1,3,2,3,4968360,2,2,1,64,5,-1,2,2,1,1,2,2,-1,141,-1,0
20140707142246,1,1,26.6,3,1,5,75,10,0,0,-1,2,1,2,-1,1,5,2,1,3315612,2,5,3,63,5,-1,1,2,3,-1,1,6,2,150,2,0
20140707142272,1,1,27.700001,3,1,5,100,0,0,0,-1,1,2,1,2,2,-1,-1,1,2.00e+07,2,3,3,73,5,-1,1,2,1,2,3,1,2,210,-1,0
20140707142348,1,1,20.299999,3,1,5,100,15,0,0,-1,1,1,1,5,1,2,2,1,8525761,2,1,1,66,5,-1,1,2,1,2,1,3,1,126,2,0
20140707142349,1,2,32.900002,3,3,-1,50,45,0,0,1,1,1,1,5,1,2,2,1,4661969,2,3,1,67,5,1,2,2,1,1,1,3,-1,210,-1,0
20140707142421,1,2,26.1,3,5,-1,90,0,0,0,2,1,2,2,-1,1,4,2,2,6728314,1,3,1,70,5,2,1,2,1,1,1,2,2,182,-1,0
20140707142445,1,2,28.700001,3,5,4,20,0,0,0,-1,1,2,2,-1,2,-1,-1,2,4874878,2,3,2,70,5,3,-1,-1,2,2,-1,-1,-1,200,1,0
20140707142469,1,1,27.799999,3,1,-1,80,0,0,0,-1,1,2,1,2,1,5,1,1,1.65e+07,2,2,1,76,5,1,1,2,1,2,1,4,2,228,-1,71
20140707142477,1,1,31,3,1,5,95,0,0,0,-1,1,2,2,-1,1,1,2,1,4096605,2,2,2,69,5,-3,-1,-1,2,2,-1,-1,-1,210,2,85
20140707142480,1,1,27.5,3,1,5,40,15,0,0,-1,1,1,1,9,1,2,1,1,7381763,2,2,2,70,5,-1,-1,-1,2,2,-1,-1,-1,192,2,0
20140707142513,1,1,20.200001,3,1,5,105,10,0,0,-1,1,1,1,4,2,-1,-1,1,3151173,2,1,3,68,5,-1,-1,-1,2,2,1,4,-1,133,2,0
20140805140015,1,1,29.200001,3,1,5,45,10,0,0,-1,1,1,1,5,1,3,2,1,3054900,2,2,1,72,5,-1,1,2,1,2,3,1,2,215,2,0
20140805141040,1,1,36.200001,3,1,5,120,0,0,0,-1,1,2,1,3,1,5,1,1,9859158,2,2,3,70,5,-1,1,2,3,2,1,3,2,252,2,0
20140805141194,1,2,28.700001,3,3,-1,150,45,0,0,-1,2,1,1,3,2,-1,-1,1,4351326,2,2,2,70,5,1,-1,-1,2,-1,-1,-1,-1,200,2,0
20140805141511,1,2,24.4,3,5,-1,20,5,0,0,-1,1,1,1,3,1,4,1,1,7004831,2,3,1,67,5,2,1,2,1,2,1,1,2,156,-1,0
20140805141552,1,2,29.799999,3,5,-1,20,150,0,0,2,1,1,1,7,2,-1,-1,2,3603210,2,3,1,72,5,2,1,2,1,1,2,1,2,220,-1,0
20140805142072,1,2,28.299999,3,5,-1,25,0,0,0,1,1,2,2,-1,2,-1,-1,1,3309403,1,3,1,59,5,2,1,2,1,1,1,2,2,140,-1,0
20140806140027,1,1,20.1,1,1,-1,105,0,0,0,-1,2,2,1,5,1,3,1,1,9869636,2,1,2,70,5,-1,-1,-1,2,-1,-1,-1,-1,140,2,0
20140806140041,1,1,31.6,3,1,-1,125,0,0,0,-1,2,2,1,1,1,10,1,1,2.25e+07,2,3,1,70,5,-1,2,2,1,-1,2,2,-1,220,-1,0
20140806140088,1,2,39.5,3,5,-1,60,0,0,0,-1,2,2,1,1,2,-1,-1,1,3643991,1,4,1,64,5,2,1,2,1,-1,1,2,1,230,2,0
20140806140092,1,1,19.4,3,1,-1,120,4,0,0,-1,1,1,2,-1,1,1,2,1,4206655,2,3,1,67,5,-1,2,2,1,2,2,2,-1,124,-1,0
20140806140529,1,1,24.299999,3,1,-1,30,10,0,0,-1,2,1,1,3,2,-1,-1,1,1906434,2,1,1,68,5,-1,2,2,1,-1,5,6,-1,160,-1,0
