Time,Users
4/2/17 22:00,25628
4/2/17 23:00,21785
4/3/17 0:00,20756
4/3/17 1:00,21109
4/3/17 2:00,23819
4/3/17 3:00,28033
4/3/17 4:00,32466
4/3/17 5:00,34110
4/3/17 6:00,35693
4/3/17 7:00,36715
4/3/17 8:00,38827
4/3/17 9:00,39545
4/3/17 10:00,39345
4/3/17 11:00,39242
4/3/17 12:00,36756
4/3/17 13:00,32686
4/3/17 14:00,27940
4/3/17 15:00,23930
4/3/17 16:00,21880
4/3/17 17:00,21440
4/3/17 18:00,20875
4/3/17 19:00,20210
4/3/17 20:00,20524
4/3/17 21:00,25607
4/3/17 22:00,25542
4/3/17 23:00,21395
4/4/17 0:00,20022
4/4/17 1:00,20421
4/4/17 2:00,23067
4/4/17 3:00,27451
4/4/17 4:00,32210
4/4/17 5:00,33813
4/4/17 6:00,33934
4/4/17 7:00,35838
4/4/17 8:00,37752
4/4/17 9:00,38341
4/4/17 10:00,38090
4/4/17 11:00,37954
4/4/17 12:00,35951
4/4/17 13:00,31872
4/4/17 14:00,27532
4/4/17 15:00,23687
4/4/17 16:00,21332
4/4/17 17:00,20448
4/4/17 18:00,20194
4/4/17 19:00,19652
4/4/17 20:00,19993
4/4/17 21:00,24804
4/4/17 22:00,24870
4/4/17 23:00,20743
4/5/17 0:00,8177
4/5/17 1:00,0
4/5/17 2:00,0
4/5/17 3:00,0
4/5/17 4:00,0
4/5/17 5:00,0
4/5/17 6:00,0
4/5/17 7:00,1931
4/5/17 8:00,1111
4/5/17 9:00,34142
4/5/17 10:00,42048
4/5/17 11:00,43143
4/5/17 12:00,41359
4/5/17 13:00,37198
4/5/17 14:00,32275
4/5/17 15:00,29366
4/5/17 16:00,26001
4/5/17 17:00,25806
4/5/17 18:00,28983
4/5/17 19:00,24598
4/5/17 20:00,24536
4/5/17 21:00,29866
4/5/17 22:00,30018
4/5/17 23:00,25779
4/6/17 0:00,24687
4/6/17 1:00,25768
4/6/17 2:00,28609
4/6/17 3:00,32918
4/6/17 4:00,38747
4/6/17 5:00,41503
4/6/17 6:00,42294
4/6/17 7:00,45528
4/6/17 8:00,48924
4/6/17 9:00,47174
4/6/17 10:00,46899
4/6/17 11:00,47955
4/6/17 12:00,46399
4/6/17 13:00,41651
4/6/17 14:00,34962
4/6/17 15:00,29840
4/6/17 16:00,26806
4/6/17 17:00,25364
4/6/17 18:00,24472
4/6/17 19:00,24085
4/6/17 20:00,24084
4/6/17 21:00,29733
4/6/17 22:00,30028
4/6/17 23:00,26180
4/7/17 0:00,25714
4/7/17 1:00,25937
4/7/17 2:00,32630
4/7/17 3:00,35462
4/7/17 4:00,40144
4/7/17 5:00,42199
4/7/17 6:00,42852
4/7/17 7:00,43989
4/7/17 8:00,45828
4/7/17 9:00,45681
4/7/17 10:00,45813
4/7/17 11:00,45145
4/7/17 12:00,43697
4/7/17 13:00,40279
4/7/17 14:00,35301
4/7/17 15:00,30490
4/7/17 16:00,27014
4/7/17 17:00,25097
4/7/17 18:00,24623
4/7/17 19:00,24037
4/7/17 20:00,23770
4/7/17 21:00,25153
4/7/17 22:00,27792
4/7/17 23:00,31039
4/8/17 0:00,33021
4/8/17 1:00,33688
4/8/17 2:00,34714
4/8/17 3:00,36725
4/8/17 4:00,40212
4/8/17 5:00,42768
4/8/17 6:00,45162
4/8/17 7:00,47190
4/8/17 8:00,48973
4/8/17 9:00,49670
4/8/17 10:00,53552
4/8/17 11:00,48698
4/8/17 12:00,45970
4/8/17 13:00,41634
4/8/17 14:00,35944
4/8/17 15:00,33459
4/8/17 16:00,27824
4/8/17 17:00,26341
4/8/17 18:00,30643
4/8/17 19:00,25411
4/8/17 20:00,24699
4/8/17 21:00,25167
4/8/17 22:00,28279
4/8/17 23:00,32193
4/9/17 0:00,34654
4/9/17 1:00,35122
4/9/17 2:00,34992
4/9/17 3:00,36600
4/9/17 4:00,39224
4/9/17 5:00,41533
4/9/17 6:00,44885
4/9/17 7:00,47481
4/9/17 8:00,49106
4/9/17 9:00,50711
4/9/17 10:00,51480
4/9/17 11:00,49880
4/9/17 12:00,49183
4/9/17 13:00,41059
4/9/17 14:00,34497
4/9/17 15:00,29108
4/9/17 16:00,27142
4/9/17 17:00,24710
4/9/17 18:00,23975
4/9/17 19:00,23432
4/9/17 20:00,25979
4/9/17 21:00,26923
4/9/17 22:00,26663
4/9/17 23:00,24901
4/10/17 0:00,25417
4/10/17 1:00,26491
4/10/17 2:00,29940
4/10/17 3:00,33330
4/10/17 4:00,37222
4/10/17 5:00,39254
4/10/17 6:00,40348
4/10/17 7:00,42526
4/10/17 8:00,45327
4/10/17 9:00,45743
4/10/17 10:00,45812
4/10/17 11:00,45216
4/10/17 12:00,42822
4/10/17 13:00,38133
4/10/17 14:00,33061
4/10/17 15:00,28490
4/10/17 16:00,25261
4/10/17 17:00,24184
4/10/17 18:00,23701
4/10/17 19:00,22757
4/10/17 20:00,22774
4/10/17 21:00,26627
4/10/17 22:00,26029
4/10/17 23:00,24419
4/11/17 0:00,25141
4/11/17 1:00,26716
4/11/17 2:00,30202
4/11/17 3:00,32511
4/11/17 4:00,36794
4/11/17 5:00,38828
4/11/17 6:00,40203
4/11/17 7:00,42438
4/11/17 8:00,44545
4/11/17 9:00,45582
4/11/17 10:00,49153
4/11/17 11:00,45234
4/11/17 12:00,43166
4/11/17 13:00,38921
4/11/17 14:00,33816
4/11/17 15:00,31711
4/11/17 16:00,26476
4/11/17 17:00,25891
4/11/17 18:00,30699
4/11/17 19:00,24558
4/11/17 20:00,24202
4/11/17 21:00,28126
4/11/17 22:00,27402
4/11/17 23:00,25680
4/12/17 0:00,26149
4/12/17 1:00,27347
4/12/17 2:00,30588
4/12/17 3:00,34428
4/12/17 4:00,38528
4/12/17 5:00,40610
4/12/17 6:00,41248
4/12/17 7:00,43036
4/12/17 8:00,44845
4/12/17 9:00,45444
4/12/17 10:00,44928
4/12/17 11:00,44204
4/12/17 12:00,42500
4/12/17 13:00,38314
4/12/17 14:00,33499
4/12/17 15:00,28275
4/12/17 16:00,25223
4/12/17 17:00,23618
4/12/17 18:00,23357
4/12/17 19:00,22825
4/12/17 20:00,23065
4/12/17 21:00,25814
4/12/17 22:00,25424
4/12/17 23:00,25488
4/13/17 0:00,26783
4/13/17 1:00,28208
4/13/17 2:00,30714
4/13/17 3:00,34240
4/13/17 4:00,38197
4/13/17 5:00,40100
4/13/17 6:00,41247
4/13/17 7:00,43759
4/13/17 8:00,45362
4/13/17 9:00,45920
4/13/17 10:00,45481
4/13/17 11:00,44630
4/13/17 12:00,42197
4/13/17 13:00,38038
4/13/17 14:00,33675
4/13/17 15:00,28785
4/13/17 16:00,25256
4/13/17 17:00,23725
4/13/17 18:00,23613
4/13/17 19:00,22979
4/13/17 20:00,23474
4/13/17 21:00,25723
4/13/17 22:00,25455
4/13/17 23:00,26614
4/14/17 0:00,27947
4/14/17 1:00,29465
4/14/17 2:00,34479
4/14/17 3:00,34195
4/14/17 4:00,37885
4/14/17 5:00,40343
4/14/17 6:00,43572
4/14/17 7:00,45866
4/14/17 8:00,47467
4/14/17 9:00,47804
4/14/17 10:00,51332
4/14/17 11:00,47088
4/14/17 12:00,44135
4/14/17 13:00,39830
4/14/17 14:00,35293
4/14/17 15:00,33261
4/14/17 16:00,28139
4/14/17 17:00,26855
4/14/17 18:00,32510
4/14/17 19:00,26349
4/14/17 20:00,25028
4/14/17 21:00,25999
4/14/17 22:00,27558
4/14/17 23:00,30892
4/15/17 0:00,33619
4/15/17 1:00,34340
4/15/17 2:00,35159
4/15/17 3:00,36239
4/15/17 4:00,39377
4/15/17 5:00,41786
4/15/17 6:00,44682
4/15/17 7:00,47122
4/15/17 8:00,49148
4/15/17 9:00,49844
4/15/17 10:00,49249
4/15/17 11:00,47672
4/15/17 12:00,44234
4/15/17 13:00,40101
4/15/17 14:00,34802
4/15/17 15:00,29947
4/15/17 16:00,26546
4/15/17 17:00,24514
4/15/17 18:00,23997
4/15/17 19:00,23729
4/15/17 20:00,23499
4/15/17 21:00,23641
4/15/17 22:00,25589
4/15/17 23:00,29051
4/16/17 0:00,31575
4/16/17 1:00,32667
4/16/17 2:00,33067
4/16/17 3:00,34418
4/16/17 4:00,36791
4/16/17 5:00,39944
4/16/17 6:00,43009
4/16/17 7:00,45696
4/16/17 8:00,47209
4/16/17 9:00,48731
4/16/17 10:00,48569
4/16/17 11:00,47254
4/16/17 12:00,46517
4/16/17 13:00,39696
4/16/17 14:00,34340
4/16/17 15:00,29172
4/16/17 16:00,27527
4/16/17 17:00,24531
4/16/17 18:00,23921
4/16/17 19:00,22566
4/16/17 20:00,23903
4/16/17 21:00,22465
4/16/17 22:00,21467
4/16/17 23:00,24090
4/17/17 0:00,27142
4/17/17 1:00,29532
4/17/17 2:00,32557
4/17/17 3:00,35039
4/17/17 4:00,37787
4/17/17 5:00,39088
4/17/17 6:00,40256
4/17/17 7:00,42252
4/17/17 8:00,44085
4/17/17 9:00,44628
4/17/17 10:00,48534
4/17/17 11:00,44420
4/17/17 12:00,41431
4/17/17 13:00,37731
4/17/17 14:00,32978
4/17/17 15:00,31770
4/17/17 16:00,26743
4/17/17 17:00,25911
4/17/17 18:00,30574
4/17/17 19:00,24426
4/17/17 20:00,23649
4/17/17 21:00,25967
4/17/17 22:00,24698
4/17/17 23:00,24052
4/18/17 0:00,24619
4/18/17 1:00,26015
4/18/17 2:00,29308
4/18/17 3:00,33075
4/18/17 4:00,36770
4/18/17 5:00,38694
4/18/17 6:00,39135
4/18/17 7:00,41289
4/18/17 8:00,43672
4/18/17 9:00,43987
4/18/17 10:00,43538
4/18/17 11:00,42555
4/18/17 12:00,40497
4/18/17 13:00,35698
4/18/17 14:00,31807
4/18/17 15:00,27128
4/18/17 16:00,24236
4/18/17 17:00,23203
4/18/17 18:00,22784
4/18/17 19:00,22358
4/18/17 20:00,22162
4/18/17 21:00,25494
4/18/17 22:00,24659
4/18/17 23:00,22520
4/19/17 0:00,23000
4/19/17 1:00,23408
4/19/17 2:00,26398
4/19/17 3:00,30391
4/19/17 4:00,35175
4/19/17 5:00,37794
4/19/17 6:00,37808
4/19/17 7:00,39964
4/19/17 8:00,41812
4/19/17 9:00,42435
4/19/17 10:00,41789
4/19/17 11:00,40959
4/19/17 12:00,39052
4/19/17 13:00,35257
4/19/17 14:00,30981
4/19/17 15:00,26167
4/19/17 16:00,23643
4/19/17 17:00,22507
4/19/17 18:00,21650
4/19/17 19:00,21118
4/19/17 20:00,21260
4/19/17 21:00,24110
4/19/17 22:00,24278
4/19/17 23:00,21749
4/20/17 0:00,21597
4/20/17 1:00,22534
4/20/17 2:00,25430
4/20/17 3:00,29115
4/20/17 4:00,33220
4/20/17 5:00,34833
4/20/17 6:00,35932
4/20/17 7:00,38418
4/20/17 8:00,40238
4/20/17 9:00,40763
