description,identificator,num_counts,price,start_date,title
"Клёпочка - небольшая короткошерстная пучеглазенькая собачка серо-коричневого окраса. Вес около 10-11 кг, в холке 35 см. Попала в приют в 2008 году, предположительно 2006 года рождения. Когда зайдете в вольер - Клёпа тихонечко подойдет к Вам, остановится рядом, и глядя в глаза будет ждать, когда Вы пристегнете поводок.  На прогулке аккуратно семенит рядом, не забегая вперед и не отставая, не тянет, не шарахается, полностью ориентируется на человека. К другим собакам агрессии и особого интереса не проявляет, старается тихонько пробраться среди других больших собак поближе к человеку и хотя бы просто постоять рядом. Робкая с незнакомыми, для людей, которых знает - очень тихая, беспроблемная, послушная малышка. Заболеваний не выявлено, стерилизована, привита, чипирована. Подойдет для спокойной, возможно немолодой семейной пары или одинокого человека.",701451188,196,Неуказана,21 декабря 2015,Ищет дом маленькая собачка Клёпа (в добрые руки)
Продаются щенки Афгана от титулованных родителей отец Sunward Rime Ice ( Райс) мать Хеппи Прэзэнт Айриш Хит Макси Драйв ( Сказка). К продаже 4 щенка; 3девочки окрас темно-голубые и голубые и кобель белый.  Документы РКФ и прививки по возрасту,701705478,191,40000,22 декабря 2015,Щенки Афгана
"Продается девочка Канарского дога, с ярким окрасом, темпераментная, веселая, активная.  Несет в себе Испанские крови.  Станет отличным другом и компаньоном.  Родители с проверками по здоровью и психике.  Полный пакет документов, помощь в выращивании, корма со скидкой.  Полностью привита, ушки купированы. Дополнительная информация по телефону или на сайте питомника Корсо Нонпарель.",701810776,1741,Неуказана,22 декабря 2015,"Канарский дог, девочка 3 месяца"
"Монопородный питомник венгерских выжл Шилла-лайн (г.Москва) предлагает 2х кобелей, дата рождения 5 мая 2015 года. Выездная, запланированная вязка в Чехию с отцом щенков - Интерчемпионом по рабочим качествам, красоте, Чемпионом Венгрии, Чехии и Польши, Вице-Чемпион Европы-2014 г, (Брно) DOLLAR VIVES BOHEMIA. Мать щенков, известная в породе как Зося - GIVENCHY KievskieKashtany - Int Ch по красоте, Юный чемпион Венгрии,Чемпион России, Финляндии, Норвегии, Швейцарии, Люксембурга, Словении, Стран Балтии, Польши, Чехии. Трёхкратный чемпион Европы, мира-2014. Более 50 CACIВ! Имеет 4 рабочих диплома с состязаний. Все щенки имеют родословные. Они привиты, здоровы, правильно выращены и знают базовые команды. Приучены к выгулу на улице. Социализированы. Дома, в квартире ничего(уже) не портят, не грызут. Приучены к поездкам на машине. Не боятся выстрелов, салютов:)  ждём ответственные руки, кто будет в дальнейшем заниматься правильным воспитанием и содержанием легавой собаки. Со стороны питомника - всесторонняя поддержка - по дрессуре, натаске(есть база натаски с проживанием), ветеринария и передержка на время каникул/отпусков. Звоните, если Вас заинтересовали наши щенки. Возможна доставка в другие регионы. Торг.",701958000,309,69000,22 декабря 2015,Выжла
"Москва ! Самый обычный пес из приюта Эко Печатники, неказистый, стандартного собачьего окраса, без вредных привычек ... тоже очень мечтает о том , что и его КТО- то полюбит в этом большом мире, что тот ,КТО - ТО, будет заботиться о нем , дорожить им и отдавать ему частичку своей души. Это- милый , веселый , послушный и очень благодарный пес - Дозор. Он - замечательный!",702000896,76,100,22 декабря 2015,Пес из приюта ищет дом
"Предлагаются щеночки породы вельш корги пемброк под резерв. Весёлые , жизнерадостный, здоровые. Ждут своих любящих хозяев. Окрас рыже-белый, соб-бел , документы РКФ, полный пакет документов.",702032359,1880,65000,22 декабря 2015,Вельш корги
"Монти. Молодой, красивый, здоровый, доброжелательный (абсолютно ко всем вокруг!) мальчик. Крайне остро нуждается в своем доме и в своей семье. Бывшедомашний, он не может и не хочет смириться с тем, что теперь никому не нужен. Он ждет когда придут и за ним.  Монти 3-4года. В холке около 50см. Кастрирован. С другими собаками ладит. Очень ориентирован на человека.",702057933,46,Неуказана,22 декабря 2015,Золотистый красавец из приюта
"Гектор. СРОЧНО ищем семью для чудом выжившего подростка.Три месяца назад его сбила машина-два перелома задней лапки.Мы прошли с ним море боли и надежды на новую,здоровую жизнь.Завтра мы вынуждены забрать его с кв.передержки и отвезти в приют.СЕМЬЯ,НАЙДИСЬ!!! Гектору 10-12мес. В холке около 50см. Кастрирован. С другими собаками ладит. На поводке не тянет. ОЧЕНЬ ориентирован на человека....",702061178,194,Неуказана,22 декабря 2015,Ребенок из приюта
"Алтай. СРОЧНО ищем дом для красивого, умного метиса. Сейчас Алтай живет в приюте, но по состоянию здоровья ему ОЧЕНЬ нужен теплый дом . Ждем и надеемся , что до холодов найдется дружная семья , которая откроет для него двери своего уютного дома... Алтаю около 4-5лет. В холке около 60см. Кастрирован. ОЧЕНЬ ориентирован на человека. Бесконечно дружелюбный абсолютно ко всем песик. ЗВОНИТЕ......",702065990,148,Неуказана,22 декабря 2015,"Красивый, умный пес из приюта"
"Шанни. Шанни - метис лайки. Возраст около 1года. В холке около 45-50см. Стерилизована. Сейчас живет в приюте. Здоровая, активная, общительная, деятельная девочка. На поводке не тянет. Подойдет в семью с детьми, а также второй собакой в дом..",702070979,320,Неуказана,22 декабря 2015,Лаичка из приюта в дар
"Пьеро. Ищем семью для малыша подкинутого к приюту. Сейчас ему около 1года. В холке около 45см. Кастрирован. Здоровый, красивый, общительный бутуз. ОЧЕНЬ ласковый, нежный, дружелюбный. Белый галстучек и белые перчаточки делают его просто неотразимым!!!",702075202,68,Неуказана,22 декабря 2015,Вот такой красавчик ждет Вас в приюте
"Шон. Бывший домашний мальчик, скорее всего потеряшка. Очень дружелюбный, ласковый, игривый. Отлично ладит с другими собаками. Подойдет в семью с детьми, а также второй собакой в дом... Приют для него огромное испытание . Он очень ждет, что опять будет домашним, нужным и любимым .....  Шону около 4лет. В холке около 40см. Кастрирован.",702081651,183,Неуказана,22 декабря 2015,"Маленький, хорошенький песик из приюта"
"Уши конвертиками, милый и забавный увалень – вот наш Джуниор. Смотришь на него – и сразу очень хочется его потрепать-погладить, побегать с ним и весело поиграть. Но глаза у Джуниора печальные, но он еще молодой.. Что делать: жизнь в приюте для бездомышей не сахар. Да и до приюта жизнь у Джуниора складывалась печально. А хотите, чтобы глаза у этого доверчивого песика радостно заблестели, а хвост счастливо заходил из стороны в сторону вместе с собачьей попой? Тогда приезжайте и забирайте его из приюта домой – он очень-очень ждет добрых хозяев! Джуниор стерилизован, прекрасно гуляет на поводке. Станет верным другом. Хозяин, найдись! Если Вы хотите взять эту собаку из приюта:  ????Просьба писать только на почту, не звонить не отвечу????",702112320,91,Неуказана,22 декабря 2015,Забавный Джуниор в дар
"Посмотрите на Белочку – такая славная девчушка! Молоденькая (ей около года), миниатюрная, с очень выразительной мордочкой и большими стоячими ушами. По характеру - солнечная, жизнерадостная собака",702114794,133,Неуказана,22 декабря 2015,Миниатюрная девочка в дар
"Марточка чудесная дворняга умиротворяющего серого-черного цвета, 2 лет, 55 см в холке. Стерилизована. С лихвой восполнит дефицит тактильных ощущений, так как обожает, когда её тискают и гладят. Может распластаться пузом вверх при любом удобном случае — чтоб почесали.  Марта может стать отличным «успокоительным». Она ласковая, спокойная, обладает уравновешенным характером. Хорошо ходит на поводке, на прогулках не хулиганит, в конфликты не лезет, впрочем, в обиду себя тоже не даст. К посторонним относится насторожено, но если вы войдете в её доверие она превращается совершенно в другую собаку.  Она — просто находка для усталого жителя мегаполиса, истосковавшегося по настоящему другу и преданному компаньону. Если вы готовы подарить ей новую жизнь, приезжайте знакомиться: ????Просьба писать только на почту, не звонить не отвечу????",702123935,105,Неуказана,22 декабря 2015,Ласковая Марточка в добрые руки
"Ищет дом замечательный пес Шуга! Имя у мальчика появилось как-то само от английского ""sugar"" (сахар) за приветливый и ласковый характер. Первое время свое дружелюбие пес демонтировал исключительно в вольере, за пределы которого выходить просто боялся. Со временем Шуга научился бороться со страхами и полюбил долгие и энергичные прогулки. Иногда прежние страхи возвращаются от громких звуков или резких движений, но в терпеливых руках хозяина Шуга сможет быть самым смелым и преданным псом на свете! К другим собакам Шуга проявляется умеренное любопытство, к людям - сильную симпатию. Однако надо отдать ему должное: свои эмоции он проявляет сдержанно как и полагается взрослому псу с чувством собственного достоинства. Шуга здоров, привит, стерилизован, приучен к поводку. В холке 60-63 см.",702336135,76,Неуказана,23 декабря 2015,Верный пес Шуга ищет дом
"пропала собака в районе метро Беляево у магазина Ашан, окрас рыжий, кабель, без породный (помесь таксы и дворняги),ему 16 лет, старенький, глухой.",702521429,434,Неуказана,23 декабря 2015,Пропала собака в районе метро Беляево
"Яша из приюта в поисках дома Парню  около 4х лет.  Бывшедомашний, выгул, социализация отлично.  Очень ласковый, обожает детей, прекрасно ладит с котами. Здоров, привит, кастрирован.  Может конфликтовать с другими кобелями.",702559556,267,50,23 декабря 2015,Яша
"Лайза. Молодая кавказодевочка.  Примерно 2 года.  Привита, здорова, стерильна.  Была прооперировала с переломом задней лапы. Стоят шрифты. Только теплый вольер или дом.  Очень умная, добрая. Любит деток.",702560216,148,50,23 декабря 2015,Лайзочка ищет дом
"Щеночки-Пушкари Молоденькие, около 6 месяцев Здоровые, привитые Задорные и очень веселые Ищут заботливую семью",702560823,218,50,23 декабря 2015,Чудесные щеночки в дар
"Продаются милашки командоры!Родители клубные, из Чехословакии и Венгрии,имеют тесты по здоровью и титулы ( Юнный Чемпион России Чемпион России! Единственный помет в России от этих родителей. Документы РКФ. Очень игривые и веселые малыши.Ответим и проконсультируем по всем вопросам.Ценна договорная.",702650897,608,Неуказана,23 декабря 2015,Продаются малыши комондоры
"Ждут своих мам и пап щенки (мальчики) австралийского терьера. Возраст 4 месяца, приучены к туалету на пеленку и к выгулу на улице. Будут маленького роста (рост взрослой собаки до 25 см, вес до 6 кг), мягкая шелковистая рыжая шерстка. Недорого. Разумный торг. Мама щенков тестирована на генетические заболевания глаз и опорно двигательного аппарата, здорова!!! Все результаты тестов будут предоставлены.",702752936,731,15000,24 декабря 2015,Щенки австралийского терьера
"Щенки ка де бо, рождения 03 ноября 2015 года, тигрового окраса, кобели, актированы, клеймены. Питомник ""Коллекция Золотой Лисы"".",702787782,1434,20000,24 декабря 2015,Ка де бо щенки
"ДОБРЫЙ ПЁСИК С НЕЛЁГКОЙ СУДЬБОЙ ОЧЕНЬ ХОЧЕТ ОБРЕСТИ СВОЙ ДОМ. Судьба этой собаки нелегкая, он жил во дворе школы, где получил перелом лапы и пулю в шею! Мишка перенёс болезни, голод, лишения, а потом ещё и куратор забыл про него. Тем не менее хозяйка передержки очень постаралась, превратив пёсика в настоящего красавца. Теперь он весел, игрив и ждёт, что его заберут. Всеобщими усилиями мы собрали деньги на пару месяцев передержки, но это не панацея, ведь он не может там вечно жить, тем более кроме него там живет ещё 40 собак. Наш Мишка кастрирован, привит, возраст около 7-ми лет, в холке примерно 45 см, интересный чёрно-белый окрас, на лапках белые сапожки, шерстка блестит, телосложение прям как у легкоатлета, а ещё недавно лишь кожа да кости торчали и взгляд был полон страданий. МИШУТКА ОЧЕНЬ-ОЧЕНЬ ЖДЁТ ВАС!",702854571,89,Неуказана,24 декабря 2015,Мишутка ищет дом
"Фиона - добрая молодая девочка приблизительно 4-х лет. Среднего размера - чуть выше колена. У нее очень ""вкусный"" рыже-молочный окрас, мягкие пушистые лапки, как у плюшевого медвежонка, и рыжие бархатные ушки. Ну, как можно не полюбить такое мягкое плюшевое создание! Это настоящая диванная собачка. А какая у нее выразительная мордочка: большой черный нос и черные умишки на бело-рыжем носике. Просто чудо, а не собака! По характеру Фиона серьезная, спокойная и даже немного стеснительная. Вот вроде бородатик и должен быть бодрячком, а наша девочка как будто все время грустит. Но это только в приюте. Стоит ей только выйти из вольера - и куда подевалась грусть-печаль: наша плюшка становится энергичной жизнерадостной собакой. Фиона умеет хорошо ходить на повадке. Мы очень надеемся, что найдется добрая душа, которая захочет приютить и приласкать нашу милую Фиону! Если вы, та самая добрая душа, которая ищет себе милого верного друга, пишите и приезжайте знакомиться: ????Просьба писать только на почту, не звонить не отвечу????",703036159,106,Неуказана,24 декабря 2015,Плюшевая Фиона в добрые руки
"Отдаются в дар, великолепные малыши щенки.Активные и жизнерадостные. Станут настоящими соратниками для Вашей семьи. Подарите им дом, а они подарят своё сердце, любовь и защиту. Готовятся к первой прививке.",703534517,1318,100,25 декабря 2015,"Великолепные малыши, в дар"
"Отдаём в дар, умненького щеночка Бакса в добрые руки. Малышу около 3.5-4х месяцев. Он уже начинает делать первые успехи и начинает приучаться к туалету. Малыш проглистован и готовится к первой прививке. Ласковый, но в меру, вырастет настоящим другом и компаньоном. Как и все щеночки игривый и любопытный. Будет любить Вас и охранять. Отлично ладит с кошками и с другими собаками. Если вы хотели верного друга, то обратите внимание на Бакса. Окажем помощь в перевозке. Звоните, пишите, ответим на все вопросы.",703537168,552,100,25 декабря 2015,"Умный, верный, красивый щенок Бакс, в дар"
"На фотографиях Элька получается серьёзной, как будто снималась на загранпаспорт! На самом деле, Элька весёлый полугодовалый щенок. Она успела побывать домашней, но её вернули в приют - оказалось, что собаку нужно кормить, приучать к выгулу, заниматься. Элька не разлюбила людей, с удовольствием бегает, играет, учится. Она очень способная и старательная ученица, вот только учить пока некому. и дружить не с кем. ",703618039,148,Неуказана,25 декабря 2015,Милая Элька из приюта в дар
"Познакомьтесь с ещё одним нашим собакоребенком! Это Туя, ей примерно 5-6 мес, но уже в столь юном возрасте она узнала, что значит предательство! В 3 месяца её забрали из приюта...а через месяц вернули...Сказали, что странно, что щенок какает на пол! ",703656103,488,Неуказана,25 декабря 2015,Малышка Туя уже пережила предательство /в дар
"Очаровательный мальчишка, возрастом 4 месяца, ищет себе любящую семью. Полностью здоров, привит! Вырастит среднего размера. Так получилось, что его вместе с братиками и сестричками подкинули в приют...И уже два месяца он сидит и надеется, что ему повезет. Отдадим мальчишку в хорошие руки по договору! Приезжайте знакомиться!!!",703708382,239,Неуказана,26 декабря 2015,Щенок кобель 4 мес ищет дом
"Болик-симпатичный терьеристый щенок! Так получилось, что Болик живет в приюте и все это время он в ожидании своего хозяина.... Приходите к Болику!!!! Кобель, возрастом 4, 5 мес, привит, полностью здоров, ищет дом! Вырастет среднего размера. Отдадим в добрые руки! По договору.",703708656,578,Неуказана,26 декабря 2015,"Болик -Щенок возрастом 4.5 месяца ищет дом, кобель"
Лёлик - очаровательная терьеристая девочка возрастом 4.5 месяца ищет дом! Лёлик привита и полностью здорова. Застенчивая красавица ждет с нетерпением своего хозяина в приюте для бездомных собак... Вырастит среднего размера. Отдается в хорошие руки. По договору.,703708845,232,Неуказана,26 декабря 2015,Щенок Лёлик ищет дом
"Умка-замечательный, крупный щенок! Кобель. Напоминает медвежонка...Ему 4 месяца и он очень хочет быть домашним любимцем! Он полностью здоровый и привит. Умка сейчас ждет свою семью в приюте для бездомных собак. Отдадим в хорошие руки. По договору",703709003,339,Неуказана,26 декабря 2015,"Умка, кобель, 4 мес, ищет дом"
"Отдадим в хорошие руки щенков, 4 девочки и 3 мальчика. Щеночкам 4 месяца, здоровы и привиты. Активные, игривые, замечательные щенульки очень ищут семью! Приходите с ними знакомиться! Отдаются по договору с дальнейшим отслеживанием судьбы.",703709165,275,Неуказана,26 декабря 2015,Рыжие щеночки 4 мес ищут дом
"Совсем не большую и ласковую собачку назвали Греттой.  Девочка достаточно активная, любит погулять и прогулки на свежем воздухе. Гретта обладает красивой лоснящейся шерсткой. Обожает внимание, ласкаться и сидеть на ручках. Она совсем молодая собачка, ей около 2х лет, рост около 32-35 см в холке. Стерилизована, привита, приучена к выгулу. Малышка уже выросла из щенячьего возраста, поэтому Ваша мебель и имущество, останутся в целости и сохранности, быстро адаптируется и подружится со всеми вашими членами семьи. Может быть ей повезёт, и она станет любимицей всей Вашей семьи. Гретта ждёт и надеется, что найдутся, те люди, которые, будут готовы ей подарить уют, любовь и тепло, а она взамен подарит Вам своё большое сердце, радость и любовь. Довезём до дома. Звоните. Пишите. Ответим на все вопросы.",703860669,189,100,26 декабря 2015,"Очаровательная Гретта, маленькая собачка, в дар"
"Удивительный красивый щенок Марсик ищет себе хозяев. Умный, уже приучается к туалету, дома терпит. Любит поиграть и порезвится. Отлично ладит с кошками, сживётся с другими собаками. Обожает детей. На фото мой ребенок и он. Когда, я положила Марсика на сиденье для перевозке, он положил свою мордочку на ножку ребенка. Красивый, умный, ласковый. Окрас у него бежево-золотистый. Пока ещё ищет хозяев. Возраст 4 месяца. Обработан от глистов, привит сывороткой, через 10 дней привика первая. Звоните. Окажу помощь в перевозке.",703878949,416,100,26 декабря 2015,"Удивительный щенок, красавчик, в дар"
"Алекс – поджарый  кобель со очень серьезной миной на морде. Но мальчик и улыбаться тоже умеет. Алекс обожает гулять и с большим доверием относится к людям. Сейчас пес живет в приюте для бездомных собак в Щербинке, но очень надеется там не засидеться и поскорее найти добрые руки, которые возьмут его домой.",704038948,98,Неуказана,26 декабря 2015,Алекс - небольшой песик из приюта в дар
"Алиса – симпатичная добрая девчушка со смешным белым пятнышком над мокрым черным носом! Несмотря на свой немаленький размер, а в холке она 70см, Алиса совсем ребенок в душе и не имеет охранных качеств, она настоящий компаньон и от человека ждет понимания и ласки. Алиса большая любительница поиграть и побегать с другими собачками. Она немного пуглива к незнакомым людям, но очень тянется к ним, особенно к детям.",704047132,131,Неуказана,26 декабря 2015,Алиса с печальными глазами в дар. Очень хочет домо
"Москва и область!! Друзья! Посмотрите на этих замечательных девочек! Юта (белая с рыжим) и Ника (черная с подпалом). Были подобраны щенками замерзающие на улице. Юте сейчас около пяти месяцев, полностью обработана, сделаны все прививки, есть ветпаспорт. Очень нежная и веселая девочка, приучена к пеленке и учится гулять, немного труслива. Нике примерно 7-8 месяцев, обработана, сделаны прививки. Очень умная и воспитанная леди. Грациозная и в тоже время нежная. Безумно любит детей, отлично приучена к улице, охраняет, но без агресии. Весят порядка  10 кг, будут  о колена. Им  очень нужна своя семья! Если вам нужен преданный друг, звоните, и приезжайте знакомиться! Не могут оставить в семье, там много животных, прибавление не планировалось. Отдаются только по договору ответственного содержания , с обязательной стерилизацией по достижению возраста!",704048915,2178,50,26 декабря 2015,Отдам в добрые руки
"Терри -щенок, сука, возраст 4 мес, У нее старый сросшийся перелом...По виду : метис ягдтерьера с ротвейлером, вырастит среднего размера. Терри здорова, привита и готова жить дома!",704093808,579,Неуказана,27 декабря 2015,Терри - щенок 4 мес ищет дом
"Ищет дом малыш Брут! Брутик очень смешной парень! Весёлый, озорной, ласковы, умный и милый! Обожает почесушки и внимание к себе. А ещё он ооочень дерзкий и брутальный! Командир и авторитет среди сестрёнок. Бруту 3,5мес. Здоров, привит. Отдаётся по договору ответственного содержания в самые ответственные руки.",704096719,412,Неуказана,27 декабря 2015,Щенок в добрые руки
"Боня молодая девочка 8 месяцев, стерилизована, привита, бывшая домашняя,хозяева избавились от неё,стала не нужной,родился ребенок..... А Боня ласковая,добрая, знает команды,приученная к улице. Ладит со всеми и с собаками и с кошками. Нацеленная на любовь человека! Помогите найти для Бони новую любящую семью!",704359511,258,Неуказана,27 декабря 2015,"Боня, от девочки избавились хозяева"
"Ищем хозяина и друга для молодой, симпатичной, спокойной собаки. Джулия , метис, 2,6 года, здорова, привита ( вет паспорт) , стерилизована, чипирована, социализирована ( сейчас временно живёт на передержке - квартира , семья ) , приучена к выгулу и проживании в квартире. Ладит с другими животными, знает что такое машина.  С незнакомцами осторожна в общении , нужно немного времени, любви и терпения и эта девочка станет лучшим другом и любимицей семьи.  Джул очень ждёт своего человека!  Есть ещё фото , видео , могу сбросить Вам на почту . Звоните и приезжайте познакомиться с Джул.",704701549,1265,Неуказана,28 декабря 2015,Джул очень хочет домой. Собака в добрые руки
"Собака в дар – статная, благородная девочка Мишель только в хорошие руки добрым людям. Девчушке всего 8 месяцев, рост в холке по колено, отличный экстерьер. Мишель  - замечательная собака, ласковая, умная, сообразительная и послушная. Легко и с удовольствием обучается, обладает отличными охранными качествами. Очень отзывчива на похвалу, что, несомненно, пригодится во время занятий с ней.  А занятия (самостоятельно или с кинологом) Мишели несомненно нужны, если Вы хотите иметь не просто хорошую, а идеальную собаку. Мишель здорова, привита, стерилизована. Отдается бесплатно, в дар, только ответственными и заботливым людям, с опытом содержания собак, в квартиру или дом. Мишель станет Вашим самым верным, добрым другом от личным сторожем Вашего дома! Звоните и приезжайте на смотрины, Вы не будете разочарованы! Москва",704820208,269,Неуказана,28 декабря 2015,"Мишель, молодая собачка фенотип немецкой овчарки"
"Отдам в заботливые, любящие руки годовалую классную собаку, последний непристроенный щенок от нашей кавказской овчарки. Папка, неизвестен.  Девчонка получилась активная, самостоятельная, смышленая, позитивная и уравновешенная. Отличная подруга и охранница. Размером с крупную овчарку, вес 40 кг.  Здорова, привита, стерилизована. В быту неприхотлива. Сейчас содержится в вольере. К поводку приучена.",704896768,480,50,28 декабря 2015,"Метис кавказца в добрые руки. Девочка, 1 год"
"Отдаём очаровательных щенков в хорошие руки, возраст 5 месяцев, метисы лайки. Все прививки сделаны, есть ветпаспорт.",705051657,1482,50,29 декабря 2015,Щенки в добрые руки
"Шанечку выбросили на улицу, и она бы очень быстро погибла на морозе, но её выбросили вместе с подружкой, более крупной и шерстяной, и это спасло ей жизнь. Она сворачивалась колечком, прижималась к пузику более старшей бедолажки и согревалась. А потом им вдвоём повезло ещё раз.   Они приехали в Москву, завоевать мегаполис и получить московскую прописку! Собачка очень ласковая, милая, игривая, живая, уютная и невероятно  очаровательная. Ласковая до невозможности, целовака, обнимака, лизун-убийца - может зацеловать до смерти. И теперь она ищет уютный, добрый и тёплый дом на всю жизнь, ищет преданное, верное, честное сердце человека, ищет сердце такое же, как у неё. Потому что преданней сердца, чем у собаки - нет на этом свете и не важно какого она размера. Чудо - кукляндия малышка Щанелька ищет самых надежных и любящих хозяев!  Счастливый билет ей однажды уже достался - девочку забрали с улицы, где она могла погибнуть. Подарите её ещё один! Шаня - весёлая, задорная, игривая, забавная! Смешнюля с очень короткой, шёлковой шёрсткой! Отличный характер, крепкая психика, идеальная собачка! :)  Размером с басенджи.",705121507,1574,Неуказана,29 декабря 2015,"Шанель, Шанечка, умняка-послушака, скоро 6 мес"
"Чудесная ушастая Ушаня ищет дом! Ее сбила машина и были сломаны две лапы (передняя и задняя). Сейчас она полностью здорова и от травмы осталась неприметная хромата. Ушаня обожает играть, отлично ладит с собаками и детьми, некрупная, привита, здорова. Она покоряет всех, кто с ней знаком!!!!! Отдадим в хорошие руки с договором ответственного содержания с отслеживанием судьбы.",705264368,489,Неуказана,29 декабря 2015,Ушаня ищет дом
"Скромный и очень ласковый Рекс ищет дом! У него очень непростая судьба. Его сбила машина и более 5 дней никто не оказывал ему помощь, только кормили. Были сломаны две передние лапы.. В итоге было упущено время и переломы зарастают медленнее, чем хотелось бы, но зарастают! Рекс сам ходит, гуляет, играет!!! Да, он может играть с другими собаками. Он замечательный пес, очень благодарный, не конфликтный. На данный момент на установленные конструкции на лапах не снимают, ждут пока окрепнут лучше лапы! Но большую часть лечения он прошел, осталась реабилитация... Ищем мальчику дом и хороших людей, которые смогли бы пригреть Рекса...",705265655,321,Неуказана,29 декабря 2015,Рекс ищет дом
"Здравствуйте! Хочу Вас познакомить с животными из приюта. Я волонтёр в нескольких местах и смогу вам посоветовать собачку, которая подойдёт для Вашей семьи. Есть собачки больше среднего, есть средние и совсем не большие. Каждый из них индивидуальный и по своему особенный. Ася, не большая собачка с очаровательными глазами, немного острожная, присматривается к новому человеку. Викки, красивая девочка, озорная и активная, с удовольствием подарит вам кучу положительных эмоций. Лесси, статная красавица, благородная, уравновешенная, взгляд пронизывающий, ушки остренькие. Санчо, отличный терьеристый паренек, совсем небольшой. Магда, настоящая ценительница красоты и благородия. Будет любить и охранять Вас. Девочки стерилизованы, привиты, есть вет.паспорт. Звоните, вышлю ещё фото. Подберём Вам друга.",705372755,153,100,30 декабря 2015,"Верные собачки из приюта, в добрые руки"
