BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,16000,65000,91000,DebtCon,Mgr,0.2,0,0,85.233333333,0,17,
0,16000,16300,128200,DebtCon,Other,10,0,0,366.26666667,1,10,
1,16000,69322,106189,HomeImp,ProfExe,2,1,1,238.4,0,31,
1,16000,83200,,DebtCon,ProfExe,0.6,0,0,318.56666667,9,27,
1,16000,88238,117500,DebtCon,Other,4,0,3,176.46666667,5,34,
1,16000,50000,71130,DebtCon,ProfExe,2.5,0,0,189.7,0,22,
1,16000,70000,87400,DebtCon,Office,18,,3,145.86666667,3,18,
0,16000,63005,90908,HomeImp,Other,,0,0,295.11525035,0,20,29.014876509
0,16000,,33382,DebtCon,Other,13,,,84.93118132,1,9,33.720783378
0,16000,98338,115759,DebtCon,Other,8,0,0,296.07626178,1,19,30.062735712
0,16000,84505,108652,DebtCon,Office,30,,1,332.38573601,2,48,33.74218195
0,16000,71670,84124,DebtCon,Other,10,0,0,81.596128837,3,12,32.948898967
0,16000,52546,63837,DebtCon,Other,7,0,1,122.19632494,2,49,30.143261328
0,16000,77067,94613,DebtCon,Other,5,0,0,207.4133904,3,18,41.058989067
0,16000,,46140,DebtCon,Other,,,,344.58012601,,16,31.640812778
0,16000,85228,91519,HomeImp,Office,,0,0,162.77120092,0,26,43.583882525
0,16000,62973,87698,DebtCon,Office,1,0,0,156.42811549,0,24,23.570800835
0,16000,140979,181166,DebtCon,Mgr,9,0,0,236.70711828,0,21,27.841339881
0,16000,57944,89778,HomeImp,ProfExe,2,0,0,135.60607791,0,12,25.725793664
0,16000,65901,85627,DebtCon,Office,5,0,0,117.35703247,0,20,21.445341417
0,16000,66395,85782,DebtCon,Other,1,2,1,99.519217551,1,25,33.20696963
0,16000,69861,87086,DebtCon,Other,7,0,0,205.32804581,2,18,43.436334345
1,16100,49371,77400,DebtCon,Office,3,2,2,214.06037616,1,51,44.21676389
0,16100,76644,103192,DebtCon,Other,5,2,0,76.077935453,0,20,24.187933859
0,16100,94089,159427,HomeImp,ProfExe,6,0,0,101.96046007,0,16,35.994979529
1,16100,,30695,HomeImp,Other,11,0,1,64.335741119,2,2,29.233014839
0,16100,63798,91045,HomeImp,Other,,0,0,298.21073119,0,19,30.961645128
0,16100,59734,93756,DebtCon,Office,31,0,0,210.15893736,0,21,32.596219565
0,16100,99844,114647,DebtCon,Other,11,0,0,169.983556,0,27,33.523278536
0,16100,107758,124610,DebtCon,ProfExe,0,0,0,129.17889813,0,29,34.2115674
0,16100,45973,64430,HomeImp,Office,3,0,0,117.07375316,0,17,33.824716398
0,16100,63152,85097,DebtCon,Office,5,0,0,102.40089779,1,20,24.175532914
0,16100,76981,106014,DebtCon,ProfExe,0,0,0,269.34262868,1,21,39.799112283
1,16100,33209,52000,DebtCon,Other,8,0,0,91.3,1,15,
1,16100,61712,82649,DebtCon,Other,12,0,0,94.645123603,0,9,27.548831204
0,16100,105719,116491,DebtCon,Other,1,0,0,117.87361206,2,20,38.763699701
0,16100,47198,79384,DebtCon,Other,1,,1,297.4825046,1,9,36.736113667
0,16100,41379,57862,DebtCon,Other,17,0,0,282.00628942,0,21,30.708487401
0,16100,54715,71673,DebtCon,Office,1,0,0,186.21582869,0,25,29.670506363
0,16100,49244,65523,HomeImp,Office,2,0,0,110.21989337,0,17,31.001523706
0,16100,,29725,DebtCon,Other,11,,,85.951530438,2,8,33.496046557
0,16100,26276,168105,HomeImp,Self,7,0,0,336.19846451,0,26,25.991819945
0,16100,51041,72749,DebtCon,Other,8,0,0,90.325950674,2,15,43.897730329
0,16100,72942,99544,DebtCon,Other,5,2,0,54.945678873,1,20,23.282933392
0,16100,81145,92943,DebtCon,ProfExe,8,1,2,343.49891676,,41,37.557976627
0,16100,68905,91572,DebtCon,Office,3,0,0,165.45712458,0,25,24.920119989
0,16200,43794,69458,HomeImp,Office,2,0,0,140.50291634,0,18,31.109528667
0,16200,25329,37433,DebtCon,ProfExe,21,1,0,207.15954753,2,16,32.718088027
0,16200,104896,137950,DebtCon,Office,2,,,112.28309435,2,15,32.761337964
0,16200,62258,92595,DebtCon,Office,2,0,0,177.85421954,0,25,22.21960047
0,16200,49552,82523,DebtCon,Mgr,4,0,0,131.7057154,1,8,28.172032888
0,16200,68873,101797,HomeImp,ProfExe,23,0,0,220.96515227,0,23,36.259337335
0,16200,87248,116407,DebtCon,Other,20,0,0,270.0076812,1,16,24.543268816
0,16200,49780,109050,HomeImp,Office,2,,2,128.28852927,0,23,39.57681143
0,16200,,95280,,Other,,0,0,194.46001619,1,10,33.123728177
0,16200,70703,87682,DebtCon,Other,10,0,0,87.211328556,3,10,31.379268837
0,16200,62783,94394,DebtCon,Office,1,0,0,167.42934703,0,25,23.691156853
1,16200,83448,135447,DebtCon,Mgr,17,0,5,129.78013164,9,19,45.554415483
0,16200,53600,73500,DebtCon,Other,5,,,104.73333333,1,8,
0,16200,95465,114758,DebtCon,Other,7,0,0,298.46443532,2,19,32.622560102
1,16200,71530,88569,DebtCon,Mgr,14,0,0,,0,1,35.886710153
0,16200,96049,129091,DebtCon,Mgr,5,,,251.16089383,3,42,36.692167907
0,16200,22956,44866,DebtCon,Mgr,16,0,0,114.75901917,1,17,24.090882167
1,16200,118585,131940,DebtCon,Sales,5,0,0,202.38516993,2,40,23.977112224
1,16200,23466,206368,DebtCon,Mgr,9,7,3,141.02742652,10,41,32.36849777
0,16200,86021,113030,DebtCon,Other,20,0,0,284.15976669,0,17,26.65016531
0,16200,105502,117705,DebtCon,Other,0,0,0,125.24258861,2,21,38.810661707
0,16200,76211,104348,DebtCon,Other,0,0,0,141.04682436,1,18,33.334411917
0,16200,81933,131208,DebtCon,ProfExe,13,0,0,308.53202717,0,19,29.60368375
1,16200,34984,46382,DebtCon,Other,11,0,0,175.14431949,3,20,39.740928127
1,16200,46115,61917,HomeImp,Other,2,0,0,259.36069753,0,47,43.717499442
1,16300,31800,63000,DebtCon,Other,12,1,5,124.9,1,14,
0,16300,22352,165315,HomeImp,Self,9,0,0,304.3346951,0,27,27.56242667
0,16300,7774,88649,HomeImp,Other,14,0,1,257.91592191,0,22,28.13047878
1,16300,79087,102921,DebtCon,Sales,23,0,0,256.25308431,0,45,36.987085694
0,16300,84480,101243,DebtCon,Office,30,,0,337.34230408,2,49,35.412870351
0,16300,71510,89756,DebtCon,Other,2,0,0,193.13589022,0,30,31.413585832
0,16300,105169,134992,DebtCon,Other,1,0,0,277.99294556,0,46,41.949854504
0,16300,96431,161284,,Other,,0,,256.3719323,,23,39.07781351
0,16300,67524,85577,DebtCon,Other,8,0,0,75.434327987,3,11,31.761828777
0,16300,43500,69875,DebtCon,ProfExe,5,0,0,245.53333333,3,32,
1,16300,25004,65000,DebtCon,Other,2,0,0,199.83333333,0,7,
0,16300,56075,88870,,ProfExe,11,0,0,,1,16,24.689293685
0,16300,59901,83232,HomeImp,Other,,0,0,284.51430538,0,20,27.898802748
1,16300,49868,76131,DebtCon,Other,9,0,0,81.274155797,2,9,40.372556541
0,16300,69327,102426,HomeImp,ProfExe,8,0,0,246.75466611,1,12,36.409094498
0,16300,32188,78914,HomeImp,Other,,0,0,250.72554619,0,49,40.722196346
0,16300,102826,114692,DebtCon,Other,8,0,0,317.50797383,1,18,31.914238011
0,16300,34297,42629,HomeImp,Other,9,0,0,80.489238338,2,11,30.284772591
0,16300,66038,98585,DebtCon,Office,1,0,0,162.0654119,3,19,32.75346067
0,16400,50941,78801,DebtCon,ProfExe,4,0,0,266.04079897,2,32,32.904357011
0,16400,74904,92308,DebtCon,Other,6,0,0,202.49044482,3,19,42.420345308
0,16400,62786,79154,DebtCon,,7,,,,,,24.838940068
0,16400,21857,51994,HomeImp,ProfExe,7,0,0,201.93333333,0,14,
0,16400,71264,94726,DebtCon,Other,1,0,0,177.2573424,1,31,35.034481355
0,16400,119879,128546,DebtCon,,16,0,0,182.99738116,0,17,40.850886838
0,16400,86623,124048,,,,,,,,,35.810769362
1,16400,54818,74447,DebtCon,Office,3,2,3,208.08886428,1,50,41.95642972
0,16400,57139,164133,DebtCon,ProfExe,21,0,0,238.4610031,0,27,22.206846015
0,16400,73466,89453,DebtCon,Other,4,0,0,198.82742376,3,19,41.523497409
0,16400,63574,88586,HomeImp,Other,,0,0,298.14655172,0,20,29.153372016
0,16400,82869,94390,DebtCon,ProfExe,8,0,2,358.05066023,,42,39.060627308
0,16400,57651,76854,DebtCon,Office,1,0,0,172.2000922,0,25,31.819622172
1,16400,48700,72500,DebtCon,Other,,0,1,127.3,1,39,
0,16400,81700,109025,DebtCon,ProfExe,10,0,0,155.26666667,3,19,
0,16400,62018,91832,DebtCon,ProfExe,9,0,0,202.3225002,0,19,20.38046421
0,16400,,51454,DebtCon,Other,,,,338.11080678,,17,33.491836085
0,16400,107669,115881,DebtCon,Other,0,0,0,136.81211951,1,21,39.699961675
0,16400,47428,76483,DebtCon,ProfExe,4,0,0,232.31554471,3,31,33.106835776
0,16400,58664,89589,DebtCon,Office,27,0,0,211.44110206,0,21,34.256364885
0,16400,71906,86144,DebtCon,Office,2,0,0,126.17015231,1,20,23.698007625
0,16400,89858,105796,DebtCon,Office,29,,1,340.71167514,2,49,36.003915936
0,16400,100014,122281,DebtCon,ProfExe,0,0,0,123.13398762,0,30,34.936673908
0,16400,65898,85424,HomeImp,ProfExe,10,0,1,173.53321041,0,14,26.931994858
0,16400,86422,116097,,,,,,,,,35.598950764
0,16400,102103,133626,DebtCon,ProfExe,5,0,0,95.366348366,0,14,31.275182524
0,16400,85601,100078,HomeImp,Office,,0,0,176.69874119,1,25,43.027470528
0,16500,44330,72618,DebtCon,Other,6,0,0,101.49536566,2,15,41.457025199
0,16500,48491,112677,HomeImp,Office,2,,2,138.0960861,1,23,37.253333224
0,16500,47636,59586,DebtCon,Other,16,0,0,284.06554203,0,21,29.969006333
1,16500,52028,63745,DebtCon,Other,7,0,0,105.53037606,4,18,41.344845835
0,16500,44110,65748,DebtCon,Other,7,0,0,99.193552575,3,14,41.415631251
0,16500,,88454,DebtCon,Office,30,0,0,320.42145028,0,16,14.097940896
1,16500,94403,,DebtCon,Office,9,0,1,217.78684139,0,19,
0,16500,64992,97348,HomeImp,Office,8,,,123.66882077,0,11,36.107923552
0,16500,97010,128101,DebtCon,Mgr,9,,,250.68186198,2,41,36.933331164
0,16500,77049,98658,DebtCon,Other,5,3,0,77.992816106,0,21,23.120073801
1,16500,92900,116000,DebtCon,Mgr,10,1,,83.166666667,1,27,
0,16500,64081,100796,HomeImp,ProfExe,22,0,1,243.94168588,1,24,38.327816354
0,16500,23169,41677,DebtCon,ProfExe,20,0,0,208.07694321,2,15,34.430575154
1,16500,48833,68872,DebtCon,Other,1,0,0,60.390652294,0,12,22.459624387
1,16500,143404,165267,DebtCon,Mgr,14,0,1,169.7373629,1,31,36.178122
0,16500,,42894,HomeImp,Other,1,0,0,331.42686954,0,8,26.895804457
0,16500,67619,93500,HomeImp,ProfExe,8,0,0,82.166666667,0,16,
0,16500,56500,80000,DebtCon,Other,2,0,0,308.43333333,3,16,
0,16500,163000,193000,DebtCon,ProfExe,10,0,0,262.73333333,1,38,
0,16500,76000,110000,DebtCon,Mgr,18,0,0,242.5,5,31,
1,16500,65900,87000,DebtCon,Other,26,0,3,109.56666667,5,35,
1,16500,50000,,DebtCon,Mgr,1,0,0,120.73333333,3,11,
1,16500,67000,109500,DebtCon,Mgr,2,4,0,217.1,2,24,
0,16500,126872,167611,DebtCon,Office,5,0,0,136.12243475,1,21,26.404528407
0,16500,51758,138693,DebtCon,Other,2,0,0,283.06984094,5,43,39.716770715
0,16500,52030,158296,DebtCon,ProfExe,20,0,0,218.53926573,0,27,22.484791751
1,16500,43223,46925,DebtCon,Other,10,0,0,178.00238341,4,20,40.206333768
0,16500,44946,64918,HomeImp,Other,25,0,0,247.27840785,0,14,24.357949543
0,16500,48674,73720,DebtCon,ProfExe,17,0,0,186.47307149,0,23,38.37360781
0,16500,8795,164000,HomeImp,Mgr,23,0,0,76.066666667,2,21,
0,16500,74263,98922,DebtCon,Office,0,0,0,139.83124654,3,20,31.814429354
0,16500,102552,144461,DebtCon,Office,1,,,136.72448949,2,15,34.107888816
0,16500,42317,66966,HomeImp,ProfExe,3,0,0,206.23838916,3,17,35.00637947
0,16500,94920,118156,DebtCon,Other,9,0,0,295.28552348,2,18,32.171631931
0,16500,,29168,DebtCon,Other,11,,,102.1303682,2,8,31.566885272
0,16500,45441,76145,DebtCon,Mgr,4,0,0,124.03338316,1,8,28.173450676
0,16500,36206,53040,HomeImp,Other,9,0,0,118.30137184,0,9,17.747783551
0,16600,9626,96887,HomeImp,Other,14,0,0,263.76624665,0,23,28.674701982
0,16600,77380,123638,,,,,,,,,34.118615358
0,16600,95860,123546,DebtCon,Office,0,,2,252.75748794,1,29,40.608567483
0,16600,81275,106691,DebtCon,ProfExe,1,0,0,289.37613799,1,20,38.475240991
0,16600,57094,94944,,ProfExe,9,0,0,,0,15,24.023048237
0,16600,97749,164103,,Other,,1,,263.8467774,,23,37.386854286
0,16600,102543,119493,DebtCon,Office,3,0,0,276.69318517,0,33,29.284071859
0,16600,55912,81552,DebtCon,Other,6,,,106.51293172,0,7,36.763752672
0,16600,45877,68563,HomeImp,Office,2,1,0,119.50076473,0,18,33.073048345
0,16600,74784,100221,DebtCon,Mgr,1,0,0,90.05044751,0,17,25.708393802
1,16600,42259,,DebtCon,Other,1.5,1,3,209.96666667,0,20,
0,16600,,50732,DebtCon,Office,0,0,0,96.362894746,2,9,42.399139279
0,16600,,56631,DebtCon,Office,2,0,0,98.760223233,1,8,39.799527401
0,16600,71564,84627,DebtCon,Office,5,0,0,114.64013288,1,20,22.323142605
0,16600,74681,95471,DebtCon,Other,6,0,0,187.65351043,4,19,40.453753155
0,16600,28694,44165,DebtCon,ProfExe,20,0,1,206.71765119,2,16,30.63902291
0,16600,,43880,DebtCon,Other,,,,351.725503,,15,31.534288917
0,16600,69644,100411,DebtCon,Office,0,0,0,149.09522704,4,19,29.725746822
0,16600,71096,104437,HomeImp,ProfExe,9,0,0,246.95963628,1,12,37.099532605
0,16700,62933,91790,DebtCon,Other,2,0,0,185.37246242,0,31,35.25727149
0,16700,64862,107919,HomeImp,ProfExe,10,0,0,260.15854779,0,11,36.824339033
0,16700,62933,95498,DebtCon,Office,0,0,1,161.66099425,0,25,24.26256802
0,16700,,29387,DebtCon,Other,13,,,80.820591457,2,8,33.364491337
0,16700,102687,137417,DebtCon,ProfExe,7,0,0,97.763511856,0,14,31.10800492
0,16700,86076,130341,DebtCon,ProfExe,12,0,0,295.95433961,0,18,28.447992405
0,16700,31135,60478,DebtCon,Other,14,0,0,105.13327106,0,18,39.122996804
0,16700,43794,61446,DebtCon,,6,0,0,96.454705906,1,9,28.452980859
0,16700,54079,112463,HomeImp,Office,1,,3,134.92571376,1,23,37.033954387
0,16700,51310,76704,DebtCon,Other,2,,2,271.6519477,0,10,37.630057159
0,16700,11059,92706,HomeImp,Other,13,0,1,262.61033998,0,23,29.884757742
0,16700,59207,83146,DebtCon,Other,2,0,0,309.49638798,3,15,43.48806641
1,16700,77083,103540,DebtCon,Other,17,0,0,170.81237285,,10,37.226430597
0,16700,67238,96535,HomeImp,Office,7,,,103.47260819,0,10,39.349650518
0,16700,,56374,DebtCon,Office,1,0,0,73.428942397,1,9,40.829128728
0,16700,29404,45209,DebtCon,ProfExe,20,0,1,195.55232961,2,16,31.058084364
0,16700,12830,56465,DebtCon,ProfExe,3,0,0,301.14852231,0,15,18.251480864
0,16700,53423,85685,HomeImp,ProfExe,5,0,0,109.42942826,0,12,28.160611312
0,16700,5106,93277,HomeImp,Other,14,0,0,269.96268873,0,23,29.875928067
0,16700,105556,136568,DebtCon,Other,0,0,0,273.72507278,0,47,40.041684652
0,16800,57329,83695,DebtCon,Other,3,0,0,294.99970155,2,16,40.625052691
0,16800,76852,90429,DebtCon,Other,6,0,0,183.84300457,3,18,42.297091696
1,16800,44983,65000,DebtCon,Sales,4,2,1,77.033333333,6,43,
1,16800,27623,88231,DebtCon,ProfExe,8,0,0,122.46327196,0,12,55.962022219
0,16800,56979,90008,HomeImp,ProfExe,10,0,2,178.92995639,1,12,27.816420302
1,16800,69284,,DebtCon,Office,21,0,0,190.69331375,1,20,35.894025859
0,16800,50050,140222,DebtCon,Other,4,0,0,272.49983533,5,43,40.033378243
0,16800,23670,41879,DebtCon,Mgr,17,1,0,106.39856975,0,17,26.696716261
0,16800,62557,95747,DebtCon,Other,0,0,0,188.18900504,1,31,35.285844744
1,16800,16204,27781,HomeImp,Other,1,10,0,190.57709682,0,9,27.146885648
1,16800,113021,146222,,Mgr,5,3,2,123.89341974,2,65,62.559307823
0,16800,67049,89729,HomeImp,Other,,0,0,286.37512856,0,20,28.739128016
0,16800,81820,100366,DebtCon,ProfExe,6,0,1,335.3003273,,41,36.211626812
1,16800,87300,155500,DebtCon,Other,3,0,0,1154.6333333,0,0,
1,16800,50445,71711,DebtCon,Other,5,0,0,71.230761689,5,18,40.582913478
0,16800,73280,103067,DebtCon,Other,1,0,0,140.36213401,0,17,34.002295373
0,16800,102838,111319,DebtCon,Office,1,0,0,257.3285966,0,34,27.57659689
0,16800,46312,67166,HomeImp,Other,27,0,0,241.50838389,0,14,26.220717432
0,16800,50135,93772,DebtCon,ProfExe,5,0,0,126.48940505,2,21,35.856354887
0,16800,58193,82942,DebtCon,Other,1,0,0,320.06300966,3,16,42.845962863
0,16800,39352,60943,HomeImp,Other,25,0,0,237.7636233,0,13,25.439888235
0,16800,144756,183810,DebtCon,Mgr,11,0,0,243.54225494,0,20,26.733982835
0,16800,94851,119053,DebtCon,Office,2,0,1,270.9986111,1,34,27.009239289
0,16800,115870,130809,DebtCon,,15,0,0,177.63228248,0,17,39.567208162
0,16900,131002,166859,DebtCon,Office,4,0,0,135.85642316,0,20,28.151885281
0,16900,,51549,DebtCon,Office,1,0,0,75.413745563,1,8,40.628199233
0,16900,30856,56961,HomeImp,Other,11,0,0,116.81770737,1,10,20.344582168
0,16900,71672,96677,DebtCon,Other,1,0,0,153.79169482,0,30,35.327836168
0,16900,47129,62342,DebtCon,Other,15,0,0,290.14892122,0,21,30.318596795
0,16900,31143,75125,HomeImp,Other,,1,0,237.17904542,0,49,42.132280565
1,16900,63800,85000,DebtCon,Other,2,0,6,127.8,2,33,
1,16900,73128,101683,DebtCon,Sales,26,0,0,254.19179745,0,45,38.512308689
0,16900,66812,90973,HomeImp,Office,9,,,108.00552587,0,10,37.469017947
0,16900,68940,88264,DebtCon,Office,0,0,0,166.10628148,0,25,24.955311418
0,16900,67111,96985,HomeImp,ProfExe,21,0,0,233.78439855,1,23,37.324711324
0,16900,116357,209364,DebtCon,Other,4,0,0,221.12855483,0,16,27.900263904
0,16900,53252,89720,DebtCon,Office,29,0,0,204.58793388,0,22,33.016153118
0,16900,88143,115365,DebtCon,Other,19,0,0,282.06851776,0,16,24.962851371
0,16900,43643,80639,DebtCon,Mgr,3,0,0,128.58182369,1,8,28.895954854
0,16900,61847,91671,DebtCon,ProfExe,9,0,0,202.05343558,0,20,21.348254512
0,16900,78455,121450,,,,,,,,,33.742374549
0,16900,17988,137328,DebtCon,Other,9,0,0,360.14696016,0,10,41.902054192
0,16900,102108,117650,DebtCon,Other,9,0,0,279.11258466,1,19,29.645177293
0,17000,73644,107086,DebtCon,ProfExe,0,0,0,280.45334363,2,20,37.771957848
0,17000,125257,161009,DebtCon,Office,3,0,0,129.75779959,1,21,27.6372066
0,17000,10866,171952,HomeImp,Mgr,24,0,0,79.991975497,2,21,29.846958737
1,17000,,,HomeImp,,1,0,0,111.23501181,0,21,31.362872385
0,17000,70039,100993,HomeImp,ProfExe,7,0,0,261.91131698,1,11,36.56433032
1,17000,54218,75000,DebtCon,Mgr,5,1,0,177.5,6,35,
0,17000,51682,67688,HomeImp,Office,2,0,0,135.19190654,0,18,33.050636366
0,17000,83248,95886,DebtCon,ProfExe,8,0,2,349.43007938,,41,36.05994724
0,17000,97713,164869,,Other,,0,,253.4763166,,23,36.452295794
0,17000,125728,159770,DebtCon,Mgr,,0,0,228.42238215,0,18,37.008373781
0,17000,31772,60289,HomeImp,ProfExe,6,0,0,189.23698365,0,13,31.125746532
0,17000,134689,158661,DebtCon,Mgr,,0,0,227.39546465,0,19,36.425571756
0,17000,86341,133564,DebtCon,ProfExe,15,0,0,307.67385711,0,18,28.368210586
0,17000,66894,75360,DebtCon,,8,,,,,,25.260098683
0,17000,27088,166437,HomeImp,Self,7,0,0,306.67417105,0,27,26.156717881
0,17000,70085,81598,DebtCon,Office,7,0,0,117.19539923,1,20,21.981835715
0,17000,97438,158780,DebtCon,Mgr,0,0,0,210.91260341,1,18,38.796749949
0,17000,45671,64516,HomeImp,Other,27,0,0,246.17972137,0,13,25.701205603
0,17000,6778,60065,DebtCon,Sales,0,0,0,326.51841443,0,5,38.836601841
0,17000,26228,60979,HomeImp,ProfExe,7,0,0,188.24761053,0,13,29.628676491
0,17000,63450,92816,,ProfExe,10,0,0,,1,16,25.718671082
0,17000,54780,93091,DebtCon,ProfExe,4,0,0,115.37533239,1,21,37.50862467
0,17000,73184,96889,DebtCon,Mgr,0,0,0,71.953791991,0,16,28.004398484
0,17000,60483,85015,HomeImp,ProfExe,4,0,0,116.52526509,0,12,27.29874318
1,17000,52663,82000,,,,,,,,,
1,17000,36420,54375,DebtCon,Other,1,1,0,77.7,1,18,
0,17000,53058,74000,DebtCon,Other,17,1,0,204.93333333,1,21,
0,17000,23200,85000,DebtCon,ProfExe,9,0,0,149.06666667,1,21,
0,17000,47000,112720,DebtCon,ProfExe,16,0,0,257.7,0,20,
0,17000,86000,119600,DebtCon,ProfExe,12,,,137.46666667,,25,
0,17000,12613,85000,DebtCon,Other,21,0,0,226.36666667,3,41,
0,17000,152900,191146,DebtCon,Other,7.5,0,0,,2,16,
0,17000,55820,88683,DebtCon,Office,0.5,0,0,74.033333333,0,23,
1,17000,74910,112375,DebtCon,Office,41,0,0,95.2,3,28,
1,17000,87600,110000,DebtCon,Other,0.4,6,0,180.56666667,2,46,
1,17000,52700,78000,DebtCon,Other,2,0,0,62.9,0,10,
1,17000,61000,127000,DebtCon,Mgr,9,0,5,256.7,0,40,
1,17000,62755,81180,DebtCon,ProfExe,19,2,0,134.93333333,2,28,
1,17000,56800,82000,DebtCon,ProfExe,22,0,5,320.6,4,28,
1,17000,89600,115000,DebtCon,Self,20,,3,99.266666667,0,23,
1,17000,48000,69000,DebtCon,Office,25,0,0,351.03333333,3,24,
1,17000,43000,63500,DebtCon,Other,8,0,0,46.666666667,3,11,
0,17000,118822,208429,DebtCon,Other,3,0,0,206.73707131,0,16,25.87399085
0,17000,96065,116416,DebtCon,Other,14,0,0,125.67306046,2,8,34.756185805
0,17000,97517,141718,DebtCon,Office,2,,,128.41759793,3,15,31.166029443
0,17000,51018,108148,HomeImp,Office,0,,2,114.9462923,0,23,40.241259872
1,17000,170636,188899,DebtCon,,1,4,0,67.408284966,1,13,44.751572195
0,17000,98451,138012,DebtCon,Office,3,,,120.23893457,2,15,33.953593917
0,17000,82662,111357,DebtCon,Mgr,17,0,0,252.30598474,4,30,37.316119916
0,17000,108154,134103,DebtCon,Other,1,0,0,279.3611988,0,46,39.676976607
0,17000,25638,128433,DebtCon,Other,10,0,0,367.6645206,0,9,39.106896383
0,17100,56791,94396,DebtCon,ProfExe,7,0,0,110.29408781,1,21,36.107340903
0,17100,48471,71546,DebtCon,ProfExe,5,0,1,254.0957007,3,32,29.818743539
0,17100,19126,88969,DebtCon,Other,21,0,0,225.70628788,2,41,38.896378177
0,17100,,96036,DebtCon,Office,27,0,0,327.00179108,0,15,12.498669801
0,17100,100082,119585,DebtCon,ProfExe,1,0,0,147.91580911,0,29,34.734277161
0,17100,22162,128989,DebtCon,Other,11,0,0,367.9970935,0,9,40.640916113
0,17100,53983,73688,DebtCon,Other,5,,,95.523512118,0,9,36.920385648
0,17100,123463,160487,DebtCon,Office,4,0,0,155.30076264,0,21,25.704127792
0,17100,49951,111291,HomeImp,Office,1,,2,151.10459247,1,23,39.487198141
0,17100,74922,91187,DebtCon,Mgr,0,0,0,80.582655587,0,16,26.767768842
0,17100,59123,94247,DebtCon,Office,0,0,0,70.016360231,0,22,37.195085532
0,17100,46953,69086,DebtCon,ProfExe,6,0,0,165.62778833,2,11,29.249143602
0,17100,43085,68758,DebtCon,Other,7,0,1,103.68385576,3,49,30.3535487
0,17100,92853,130864,DebtCon,Mgr,6,,,244.72881087,3,41,37.492645631
1,17100,32134,69131,DebtCon,Other,3,0,0,209.19880045,0,6,38.632967001
0,17100,54598,115838,DebtCon,ProfExe,14,0,0,247.29589655,0,20,25.632116425
0,17100,,60781,,,8,0,0,101.01406133,0,14,27.719938143
0,17100,27842,74459,HomeImp,Other,,0,0,248.71878008,0,49,44.552154152
0,17100,104652,169076,,Other,,1,,270.58121434,,23,38.465227693
0,17100,117337,131575,DebtCon,,16,0,0,177.62943226,0,17,39.176432459
0,17100,91502,113251,DebtCon,Other,18,0,0,289.95440059,0,16,24.458320606
0,17200,51352,64386,DebtCon,Mgr,27,0,0,295.9554144,1,17,36.787305949
0,17200,62514,96633,HomeImp,ProfExe,25,1,0,224.76435905,1,24,36.702340701
0,17200,59698,89715,,ProfExe,9,0,0,,1,16,23.345623213
0,17200,94937,133859,DebtCon,Mgr,6,,,248.15887558,2,42,36.790875327
0,17200,6126,88603,HomeImp,Other,13,0,1,287.26088687,0,23,30.098796701
0,17200,7044,57831,DebtCon,Sales,0,0,0,330.97090434,0,6,37.943315139
0,17200,103519,118074,DebtCon,Other,0,0,0,102.6786125,1,21,41.418352854
0,17200,89507,121047,DebtCon,Other,14,0,0,118.86613395,1,9,34.602827396
0,17200,52011,65800,DebtCon,Other,7,0,1,120.32397922,2,48,30.556511873
0,17200,11950,170000,HomeImp,Mgr,22,0,0,77.283384968,1,20,28.82169866
0,17200,43996,79419,DebtCon,Mgr,5,0,0,140.97340097,0,9,28.662173401
0,17200,33073,85654,DebtCon,ProfExe,7,0,0,163.39478871,1,20,28.274888868
1,17200,50742,71000,DebtCon,Other,15,0,0,,0,0,
0,17200,39316,66978,DebtCon,,4,0,0,99.985975956,1,10,26.437084055
1,17200,74402,,DebtCon,ProfExe,13,0,1,115.35303064,4,34,41.359036334
1,17200,62108,,DebtCon,Office,21,0,0,174.39613454,1,21,34.538925374
0,17200,48999,76544,DebtCon,ProfExe,5,0,0,240.52274651,3,31,32.841753914
0,17200,35116,60489,DebtCon,Other,17,0,0,106.48623703,1,18,38.806240708
0,17200,85977,109238,HomeImp,ProfExe,3,0,0,115.55751256,1,25,38.948918735
0,17200,45900,68126,HomeImp,Office,4,0,0,111.12595174,0,17,34.179046884
0,17200,52276,69860,DebtCon,Office,0,0,0,180.93148775,0,25,30.587966984
0,17200,53849,102326,HomeImp,Other,1,0,3,57.166745124,1,9,39.991154244
0,17200,90567,118761,DebtCon,Other,14,0,0,139.34017022,2,9,34.784870381
0,17200,99204,119490,DebtCon,Other,9,0,0,296.21148976,1,18,30.3013654
0,17200,48427,66082,DebtCon,Mgr,29,0,0,283.84875911,1,16,38.393634669
0,17200,62840,92946,HomeImp,ProfExe,5,0,0,133.15948077,0,11,27.503540171
0,17200,17234,43310,,Office,1,0,0,215.6075405,0,15,38.318514688
0,17200,55254,118718,DebtCon,ProfExe,15,0,0,276.91108293,0,20,26.696158705
0,17200,27230,82319,HomeImp,Other,,0,0,249.21566716,1,50,43.756794085
0,17300,40280,66319,DebtCon,,4,0,0,101.32557693,2,9,27.975935447
0,17300,91132,110440,DebtCon,ProfExe,10,0,0,147.55332445,2,19,36.427218736
