Timestamp,Представьтесь в 2-3 фразах,Работали ли Вы с Jupyter notebooks?,Что Вы ждете от курса?,"Главное: что бы Вы добавили в программу курса? (нейронные сети, NLP, временные ряды, байесовский подход и т.д.) Предварительная программа доступна в slack OpenDataScience в канале #mlcourse_open",Потом мы прямо этот же набор данных поанализируем с Pandas. Так что какой Ваш любимый вид спорта?,"Ладно, посерьезней: согласны ли Вы на обработку персональных данных?",Какой из будних дней устроит? Воскресенье – 100%,"Как думаете, Вам хватит мотивации пройти весь курс?","Собираетесь ли Вы поработать над индивидуальным проектом (это ~ 2 месяца, самая полезная часть)?",Хотели бы Вы видеть общий рейтинг слушателей?,"Поддерживаете ли Вы идею, что вживую приходят топ-100 лучших по результатам прошлой домашки? Остальные смотрят трансляцию","Какие оцениваете свой уровень математической подготовки? (матан, линал, теорвер)","Чему равна дисперсия равномерного на [0,6] распределения?","Найдите минимум функции 3x^4-8x^3+6x^2-12 на отрезке [-3,3]",Сколько параметров у нормального распределения?,Сможете написать на Python генератор чисел Фибоначчи?,"Хорошо, а готовы к началу курса (конец января 17го) освоить азы Python? На уровне Code Academy",Оцените свой уровень владения GitHub,Поддерживаете ли Вы идею добровольного вознаграждения организаторов курса?,"Посоветуйте хороший фильм в стиле ""Игра в имитацию"" :)"
2017/03/01 1:24:04 pm GMT+3,Освоил пару курсов на курсере по ML,Да,"Освежить информацию по ML, узнать что то новое",Временные ряды,Бег,Да,Ср,Нет,Да,Да,Да,3,3,0,2.0,Да,Да,Могу редактировать свою копию,Да,
2017/03/01 1:27:49 pm GMT+3,"Преподаю в университете предмет «Материаловедение». Занимаюсь исследованиями в области металлов. Программирую для веб, в основном на Django или Flask.",Да,"Систематизацию своих разрозненых знаний, получение новых.",Временные ряды,Ледолазание,Да,Любой,Да,Да,Пофиг,все равно,4,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,Жертвуя пешкой
2017/03/01 1:45:52 pm GMT+3,"Вежливый, устроумный, весёлый",Да,Интересно проведённого времени,ничего,футбол,Да,Любой,Нет,Да,Да,Нет,4,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,Девушка с татуировкой дракона
2017/03/01 1:46:15 pm GMT+3," Title - Software engineer. Хочу научиться делать более умные приложения, используя ML",Да,"Уверенней чувствовать себя при выборе модели для решения конкретной задачи. Понимание того, что его можно попробовать, чтобы выжать еще несколько процентов prediction'а на тестовой выборке",байесовский подход,dota),Да,Пт,Да,Да,Пофиг,Да,5,3,-12,2.0,Да,Да,,,
2017/03/01 1:53:56 pm GMT+3,Разработчик C#,Нет,Уяснить применимость методов машинного обучения для практических задач,нейронные сети,хоккей,Да,Любой,Да,Да,Пофиг,Да,3,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,
2017/03/01 1:59:47 pm GMT+3,Консалтинг и пресейл по решениям SAP. Хочу развиваться в направлении Data Science,Да,рассчитываю упорядочить свои представления о data science и понять дальнейший план обучения,нейронные сети,велосипед,Да,Любой,Да,Да,Да,Да,1,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,Вселенная Стивена Хокинга
2017/03/01 2:20:21 pm GMT+3,Занимаюсь анализом данных сравнительно недолго (около 4 месяцев). Хочу и дальше совершенствоваться в данном направлении.,Да,Новых знаний и знакомств,"Factorization machines, t-SNE",Волейбол,Да,Пт,Да,Да,Пофиг,Да,4,3,-12,2.0,Да,Да,Могу скачать материалы,Да,Игры разума
2017/03/01 2:24:56 pm GMT+3,Студент НГУ 4 курса физического факультета. Увлекся совсем недавно.,Да,Получение навыков,Сети,Баскетбол,Да,Чт,Посмотрим,Нет,Да,Да,4,,,2.0,Нет,Да,По нулям,Да,12 этаж
2017/03/01 2:26:18 pm GMT+3,Студент ,Да,"Новых знаний, хех ",Хм,,Да,Пт,Да,Да,Да,Да,2,,,2.0,Нет,Да,Могу редактировать свою копию,Да,
2017/03/01 2:31:08 pm GMT+3,Mathematician,Да,Посмотреть что это,Потом подумаю,Заполнять опросники,Да,Любой,Посмотрим,Да,Пофиг,не понял о чём речь,5,3,-12,2.0,Да,Да,Могу скачать материалы,Да,
2017/03/01 2:57:12 pm GMT+3,Студентка 4 курса МФТИ. Физтех-школа прикладной математики и информатики.  ФУПМ.,Да,быстро освежить знания по машинке,нейронные сети,шахматы,Да,Ср,Посмотрим,"скорее да, чем нет",Пофиг,Да,5,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,Игры разума
2017/03/01 3:19:19 pm GMT+3,Ведущий специалист в нефтяном НИПИ,Нет,Применение ML для автоматизации рутинной работы,нейронные сети,Кёрлинг,Да,Вт,Посмотрим,Да,Пофиг,Нет,1,3,-12,2.0,Да,Да,Могу скачать материалы,Да,Игра в имитацию
2017/03/01 3:20:32 pm GMT+3,"магистр сложных систем, практик машинного обучения, sci-блогер https://augmentale.wordpress.com",Да,"нового опыта в машинном обучении, общения с единомышленниками","байесовский подход, свёрточные нейронные сети, автокодировщики, ",Kaggle,Да,Любой,Да,Да,Нет,Не понял вопрос,4,1,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,Pawn Sacrifice (2014)
2017/03/01 3:30:27 pm GMT+3,Я - backend-разработчик,Нет,основы машинного обучения применительно к анализу данных,нейронные сети,,Да,Пт,Да,Да,Пофиг,Нет,3,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,
2017/03/01 3:46:24 pm GMT+3,"Опытный бэкэнд разработчик, PHP и немного Python, пара успешных проектов",Нет,"Знакомство с актуальными инструментами и методиками ML, знакомство с DA/ML комьюнити","Всё вышеперечисленное, но нейронки в первую очередь, хе-хе",Футбол,Да,Любой,Да,Да,Да,Да,2,,,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,"Pi, The Big Short"
2017/03/01 3:49:18 pm GMT+3,"Научный сотрудник, веб-разработчик. ",Да,Общего представления о предмете.,"Временные ряды, нейронные сети.",ОФП,Да,Любой,Посмотрим,если будет время,Пофиг,Нет,3,3,-12,2.0,Да,Нет,"Пользуюсь ветками, могу что-то смерджить",Да,
2017/03/01 3:51:20 pm GMT+3,"Несколько лет интересуюсь темой факультативно. Несколько курсов, kaggle. ",Да,"Поддержка навыков и ""фишечки""",Временные ряды добавить. Отдельный курс по сеткам и отдельный по NLP,Дайвинг,Да,Пт,Посмотрим,Да,Да,Нет,4,3,-12,2.0,Да,Нет,"Пользуюсь ветками, могу что-то смерджить",Да,Не смотрел Игру )
2017/03/01 3:55:38 pm GMT+3,Илья. Живу в С-Пб. Интересуюсь Data Science,Нет,Фундамент для дальнейшего изучения Data Science,нейронные сети,Футбол,Да,Пт,Да,Да,Да,Да,3,3,-12,3.0,Да,Да,Могу редактировать свою копию,Да,Лунный свет
2017/03/01 4:00:24 pm GMT+3,Я студентка 4го курса по направлению системный анализ и работаю Data Scoentist’ом чуть более полу года.,Да,"Хотелось бы заполнить пробелы в инструментарии Python, освоить новые методы в машинном обучении и анализе данных, по больше попрактиковаться."," NLP, байесовский подход, глубокое обучение, некронные сети.",Бег.,Да,Любой,Да,Да,Пофиг,"Так как я из Украины, вживую все равно не смогу присутствовать)",4,3,-12,2.0,Да,Уже.,"Пользуюсь ветками, могу что-то смерджить",Да,Игры разума
2017/03/01 4:03:45 pm GMT+3,"ВМК МГУ 4 курс, есть опыт в kaggle",Да,"больше практики, меньше теории","как настраивать алгоритмы, чтобы выжать из них максимум ",\n\n\n\n\n\n\n\nn\\t/n/t/t∂´∂ß∂ƒ√®ßåç≈ç∑∆˚˚,Да,Любой,Да,Да,Да,Да,5,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,
2017/03/01 4:24:10 pm GMT+3,Наблюдаю волны,Да,Знаниий и умений в работе с данными,"нейронные сети, NLP",,Да,Ср,Посмотрим,Да,Да,Да,4,3,-12,2.0,Да,Да,По нулям,,
2017/03/01 4:27:58 pm GMT+3,"Пенсионер от рекламы, и медиапланирования. Интересуюсь и изучаю ML, но пока практического применения для себя не нашел, к сожалению.",Да,Новых техник в предобработке данных. Также хочется достичь более глубокого понимания темы.,Обучение с подкреплением. Временные ряды.,"нет такого. Но бегаю, да.",Да,Ср,Да,если это не совсем что-то унылое. ,Да,Нет,4,3,-12,2.0,Да,Да,Могу скачать материалы,Да,Игры разума
2017/03/01 4:29:14 pm GMT+3,"Интересуюсь Data Science, пока только теоретически",Да,Практика в области Data Science. Плюс нравится ваш стиль).,Пока не добавился в ваш слек.,MMA,Да,Любой,Посмотрим,Если это будет в моих силах,Пофиг,Да,2,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,"""Игры разума"" или ""Прибытие"", например"
2017/03/01 4:31:05 pm GMT+3,"гейманалитик, которому не хватает скилов для того, чтобы попасть в команду мечты!",Да,"структурирования своих знаний, новые знакомства",нейронные сети,бег,Да,Любой,Посмотрим,Да,Да,Да,2,,,,Да,Да,По нулям,Да,про матиматика-индуса (не помню  как называется)
2017/03/01 4:49:05 pm GMT+3,Привет. Спасибо. ,Видел,Практики,Всё самое полезное на взгляд опытных ребят.,Футбол,Да,Любой,Да,Да,Да,Да,2,3,-12,2.0,Нет,Да,По нулям,Да,Игры разума
2017/03/01 5:10:58 pm GMT+3,Программист ищущий другую специализацию,Да,Хочу применять методы анализа и обучения на практике,Не знаю,хоккей,Да,Чт,Посмотрим,Постараюсь,Пофиг,Да,2,,,,Да,Да,Могу редактировать свою копию,Да,Не смотрел:(
2017/03/01 5:40:12 pm GMT+3,Новичок в Data Science & ML,Нет,Получить начальные знания в сфере DS и ML на русском языке,нейронные сети,Snowboard,Да,Вт,Да,Да,Да,Да,3,3,-16,2.0,Да,Да,Могу скачать материалы,Да,=)
2017/03/01 5:55:55 pm GMT+3,Любознательный аналитик,Нет,Получение общего представления о ML,временные ряды,Snowboarding,Да,Вт,Посмотрим,возможно,Пофиг,Да,3,3,-12,2.0,Нет,не уверен. дата заполнения анкеты 01.03.17,Могу скачать материалы,Да,Игры разума
2017/03/01 6:01:06 pm GMT+3,Я учусь в магистратуре. Пишу дисер. Ищу чем умным его дополнить.,Да,Систематизации знаний.,Tensorflow.,Киберспорт,Да,Любой,Посмотрим,Да,Да,Куда приходят:?,3,3,-12,,Да,Да,Могу редактировать свою копию,Да,Умница Уилл Хантинг
2017/03/01 6:04:49 pm GMT+3,data scientis в tut.by ,Да,интересных кейсов чтобы их показывать стажеру для обучения,работа c docker чтобы не тратить кучу времени на настройку/ разворачивание софта,"бег, футбол",Да,Любой,Да,Да,Да,Да,4,0.5,-15,1.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,игры разума
2017/03/01 6:07:14 pm GMT+3,студент РУДН,Да,практики,nlp,футбол,Да,Любой,Посмотрим,Да,Пофиг,Нет,3,0.5,-12,2.0,Да,Да,Могу редактировать свою копию,Да,
2017/03/01 6:07:19 pm GMT+3,"Энтузиаст Machine Learning, Data Science, Big Data.",Да,Новых знаний и навыков,"Нейронные сети(LSTM, RNN, transfer learning), байесовский подход",Футбол,Да,Пн,Да,Да,Да,Пофиг,3,3,-12,2.0,Да,Нет,По нулям,Почему нет? Так будет интереснее обрабатывать анкеты :),"Фильм ""Игра в имитацию"" не смотрел."
2017/03/01 6:31:37 pm GMT+3,"Студент 3 курса МИЭМ НИУ ВШЭ, прикладная математика. Заинтересовался машинным обучением, пытаюсь решать контесты, только начал.",Да,"Практических заданий, которые помогут набить руку в рутинных действиях, которые приходится производить при решении задачи. Также хотелось бы научиться качественно проводить анализ сырых данных, при помощи визуализации.",Нейронные сети или nlp.,Волейбол,Да,Ср,Да,Да,Пофиг,Да,5,3,-12,2.0,Да,Да,Могу редактировать свою копию,,Игры разума
2017/03/01 6:38:48 pm GMT+3,"28 лет, работаю",Да,знаний,"временные ряды, байесовский подход ",биатлон,Да,Ср,Посмотрим,Да,Да,Нет,3,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,
2017/03/01 6:39:39 pm GMT+3,Закончил Мировую Экономику ВШЭ. Аналитик в Gett.,Да,Overview разных подходов в datascience с возможностью дальнейшего углубления в ту или иную тему.,Нейронные сети,баскетбол,Да,Пт,Да,Да,Да,Да,4,4,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,
2017/03/01 6:44:47 pm GMT+3,"Любитель изучаю для себя, если дорасту до уровня, пойду работать в область Deep Learning.",Да,Систематизирования знаний в области Машинного обучения и практики навыков.,"К сожалению, не обладаю достаточной компетенцией в данном вопросе.","Не увлекаюсь спортом, однако думаю что следует взять несильно финансируемый спорт, где поменьше заказных матчей, но с достаточным количеством матчей, для анализа.",Да,Любой,"Если это то что я искал, то да.","К сожалению, в данных обстоятельствах не могу знать,  слишком неустойчивая жизнь.",Пофиг,"Пофиг, но возможно это кого-либо может мотивировать.Так что скорее да.",1,"Я не знаю,  1/6 ?",Python говорит 0 и 1,3.0,Да,Да,Могу скачать материалы,Это как чайевые в ресторане(по желанию).,"Есть более важные дела, чем фильмы смотреть."
2017/03/01 6:45:26 pm GMT+3,Евдокимов Илья Александрович,Нет,Расширение профессионального кругозора,"Временные ряды, байесовский подход",Плавание:),Да,Пн,Да,Да,Пофиг,Нет,4,3,-12,2.0,Да,Да,По нулям,Нет,
2017/03/01 7:08:00 pm GMT+3,Я студент 2-го курса Института математики и информационных технологий. ,Да,"Жду теоретических сведений и практических методов.
Также ожидаю, что к концу курса обрету уровень, достаточный для получения низшей должности или прохождения стажировки в области машинного обучения.",Не знаю.,У меня нет либимых видов спорта.,Да,Ср,Посмотрим,Да,Пофиг,Да,3,3,0,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,X+Y
2017/03/01 7:11:22 pm GMT+3,Веб-разработчик,Да,Введение в машинное обучение,Нейронные сети,,Да,Любой,Посмотрим,Да,,Да,2,,,,Да,Да,Могу редактировать свою копию,Да,
2017/03/01 7:15:29 pm GMT+3,Студент ИИКС МИФИ. 1 курс. Программная инженерия.,Да,"Новых знаний, опыта",Нейронные сети,"Не увлекаюсь никакими видами спорта, но пусть будет теннис",Да,Пт,Да,Да,Пофиг,пофиг,3,,-12,2.0,Да,Да,Могу скачать материалы,Да,сложна
2017/03/01 7:20:03 pm GMT+3,"Профессиональный лингвист, увлекся машинным обучением (в особенности NLP) около года назад. Совсем недавно подсел на глубинное обучение =)",Да,"Надеюсь закрыть пробелы в базовых знаниях, полученных из разрозненных источников, ну и, конечно, узнать что-нибудь новенькое!",Однозначно NLP и нейросети.,Дзюдо,Да,Любой,Да,Да,"Участвую не ради рейтинга, а ради знаний, но против итоговой таблицы ничего не имею.","Кому как удобно. Даже будучи в топе, мне, например, удобней смотреть трансляцию.",3,3,-12,2.0,Да,Дык уже =),"Пользуюсь ветками, могу что-то смерджить",Почему бы и нет!,Не знаток фильмов. На ум приходит только Enigma.
2017/03/01 7:26:13 pm GMT+3,Студент 3 курса ИТМО,Да,Обновить знания по ml и узнать что-то новое,обучение с подкреплением,,Да,Любой,Посмотрим,Да,Да,Нет,3,,,,Да,Нет,"Пользуюсь ветками, могу что-то смерджить",,
2017/03/01 7:40:38 pm GMT+3,менеджер среднего звена,Да,удовольствие от решения задач,временные ряды,хоккей,Да,Пт,Посмотрим,Да,Нет,Да,2,3,-12,2.0,Да,Да,Могу скачать материалы,Да,"Человек, который познал бесконечность"
2017/03/01 7:48:13 pm GMT+3,Хочу найти работу Python программистом,Нет,"Направления, для ""копки""",Нейронные сети,Ралли,Да,Вт,Да,Да,Пофиг,Вопрос в геолокации,1,=(,=(,2.0,Недописал,Да,Могу скачать материалы,Да,Citizenfour
2017/03/01 7:53:39 pm GMT+3,аналитик в relap.io,Да,Практики,временные ряды и байесовский подход,футбол,Да,Чт,Да,Да,Да,Да,2,1,-12,1.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,The accauntant
2017/03/01 7:57:27 pm GMT+3,"23 года. Люблю спорт, но сам заниматься перестал. Работаю. Неделю назад начал изучать Питон. Почти все свободное время сейчас уходит на него.","Несколько дней работал, затем начались проблемы с созданием новых ноутбуков, которые пока не решаются. Сейчас пишу в IDEA","Подозреваю, что жду получения каких-то навыков по машинному обучению","Начал изучать Питон изначально для того, чтобы попробовать нейронные сети. На данном этапе меня устраивает все, поскольку навыков нет практически ни в чем.","Акробатика, во всех проявлениях",Да,Любой,"Мотивации хватит, мозгов не знаю))",Да,Пофиг,Да,2,3,-12,1.0,Да,У меня уже март 17го),По нулям,Да,"Возможно ""Игры разума"", но подозреваю, что он не такой захватывающий"
2017/03/01 8:04:16 pm GMT+3,Засидевшийся системный администратор в заснеженной Сибири,Нет,"Незадолго до начала курса  я прочитал и опробовал в действии материалы   статьи на linuxspace.org о pandas. Меня крайне заинтересовали возможности, открывающиеся при использовании данной библиотеки(до этого анализ данных был для меня чем-то очень далеким от реалий жизни ). Хотелось бы лучше понять и научиться пользоваться на практике ей и другими подобными продуктами. ","Мне кажется, что важно не перегрузить для начала курс, чтобы повысить количество выживших после него). Из вышеуказанного интересно всё, но более всего интересен байесовский подход(думаю , на это повлияло частое упоминание о нём у Элиезера Юдковского)",Шашки,Да,Любой,Да,Да,Пофиг,Нет,3,3,-12,2.0,Да,"Курс на Code Academy практически пройдет, прочитано несколько книг. Уровень владения: пишу небольшие скрипты(обработка фотографий, переименование файлов и тд, есть пара маленьких сайтов на django) )",Могу редактировать свою копию,Да,
2017/03/01 8:11:23 pm GMT+3,Начал интересоваться машинным обучением,Да,Мотивацию для изучения анализа данных,Все вышеописанное,Хоккей,Да,Пн,Да,Да,Да,Да,1,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,Слишком сложно
2017/03/01 8:50:35 pm GMT+3,программист,Да,углубления понимания алгоритмов машинного обучения,"нейронные сети, NLP, байесовский подход",футбол,Да,Пт,Посмотрим,Нет,Да,Да,2,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,Игры разума
2017/03/01 9:12:09 pm GMT+3,"Студент мехмат МГУ, курс 5, кафедра теории вероятности. Работаю в стартапе плотно работающим с sas. Имею практику построения моделей на sas.","знаком, но не работал","Ожидаю обзорный курс по ml, который расширит мои знания, укажет новые направления. Очень важным для меня является тот факт, что курс на python, в котором я очень хочу продвинуться как в инструменте для ml.","временные ряды, нейронные сети.",горные лыжи,Да,Пт,Да,Да,Пофиг,Нет,3,3,-12,2.0,Да,Да,Могу скачать материалы,,игры разума
2017/03/01 9:15:43 pm GMT+3,Студентка 4-го курса. Data science lover.,Да,Интересных задач.,"Нейронные сети, экспертные системы",Гандбол,Да,Пт,Да,Да,Да,"Ну, я прийти не смогу",4,3,-12,2.0,Да,Да,Могу скачать материалы,Да,Игры разума
2017/03/01 9:32:37 pm GMT+3,На данный момент я являюсь студентом. Занимаюсь анализом данных в иммунологии,Да,Ожидаю узнать новое о применении методов анализа данных в разных областях. Особенно интересна визуализация полученных данных,Я бы побольше уделил внимания визуализации данных,Стрельба из лука,Да,Ср,Посмотрим,Да,Да,Нет,3,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,Игры разума
2017/03/01 9:47:34 pm GMT+3,Студент 5 курса МГТУ,Да,Укрепить знания по ML.,Временные ряды были бы интересны.,,Да,Чт,Посмотрим,Зависит от нагрузки по работе,Пофиг,Нет,4,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,
2017/03/01 10:08:25 pm GMT+3,"Меня зовут Ирина, мне 38 лет, живу в Красногорске.",Нет,просто слушатель,без определения,,Да,Пн,Посмотрим,Да,Пофиг,Нет,1,,,,Нет,Нет,По нулям,Да,богатые тоже плачут)))
2017/03/01 10:22:38 pm GMT+3,студент 4ого курса фкн вшэ,Да,"новых интересных знаний, практики в машинном обучении","Нейронку, NLP",Футбол,Да,Пт,Посмотрим,Да,Пофиг,Да,5,3,-12,2.0,Что это?,Да,Могу скачать материалы,Да,Игры разума
2017/03/01 10:24:42 pm GMT+3,"Всю сознательную жизнь (бакалавриат, магистратура, аспирантура, работа) анализировал данные (cv, nlp, dsp, point cloud), оказывается, что занимался Data Science.",Да,"Систематизировать имеющиеся теоретические знания, получить интересный практический опыт, открыть новые горизонты.",Нейронные сети и байесовский подход,Сноуборд,Да,Любой,Да,Да,Пофиг,"Начать можно так. Если человек пропускает два занятия в подряд, то на его место приглашают 101 и т.д.",4,3,-12,2.0,Да,Да,Проф,Да,Игры разума
2017/03/01 10:47:10 pm GMT+3,"Нравится предмет анализа данных,хочу развиваться в это направлении, спасибо",Да,Много полезной инфо от экспертов) ,"временные ряды, байесовский подход",Хоккей,Да,Любой,Да,Да,Да,Да,3,3,-11,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,"скрытые фигуры, игры разума"
2017/03/01 10:52:25 pm GMT+3,Hi,Да,+,нейронные,),Да,Любой,Да,Да,Да,Нет,2,1,-11,2.0,Да,Да,Проф,Да,
2017/03/01 11:03:55 pm GMT+3,Занимаюсь сопровождением ПО в датацентре. Изучаю python для автоматизации и анализа данных. ,Нет,Расширение кругозора. Освоение практических методов анализа данных,Затрудняюсь ответить,Формула1 (F1),Да,Пн,Да,Да,Да,"Думаю для меня не актуально, так как проживаю в Минске )",1,3,-12,2.0,Да,Да,По нулям,Да,
2017/03/01 11:09:00 pm GMT+3,Студент по Комп.безопасности. Стажер ML в Kaspersky.,Да,Побольше применимости теории на практике. ,нейронные сети,Сон,Да,Чт,Посмотрим,возможно,Да,Да,4,3,-12,2.0,Да,Нет,"Пользуюсь ветками, могу что-то смерджить",Да,
2017/03/01 11:11:52 pm GMT+3,ищу работу в биг дата,Нет,повышения своего ит-уровня,нейронные сети,,Да,Любой,Да,Да,Да,Нет,5,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,
2017/03/01 11:51:01 pm GMT+3,"Студент СумГУ, специальность Информатика. Работаю младшим программистом прикладным. В свободное время люблю кодить и читать.",Да,"Новых знаний, интересных и полезных заданий.",Нейронные сети,Спортивный бридж,Да,Пт,Да,Да,Да,"я вряд ли смогу прийти в принципе, трансляция ок",3,,-12,3.0,"смогу, если вспомню формулу",Да,"Пользуюсь ветками, могу что-то смерджить",Да,"увы, - не смотрел, сходу не скажу"
2017/03/01 11:51:33 pm GMT+3,Программист C++,Нет,Увеличения знаний по инструментарию работы с данными.,очень интересуют нейронные сети,футбол,Да,Пт,Посмотрим,Да,Пофиг,Да,4,,,3.0,Нет,Да,Могу редактировать свою копию,Да,
2017/03/01 11:54:26 pm GMT+3,Работаю в Банке России. Применяю методы машинного обучения для анализа финансовых и экономических данных. Обучался в Великобритании на магистратуре по Количественным финансам,Да,Освежить и систематизировать знания и базовые подходы к анализу данных,"Сложно пока сказать, программа выглядит стандартно, надо посмотреть как пойдет. Базовые нейронные сети и подходы к NLP также часто включаются в стандартные программы. Но мне было бы интересно, наверное, послушать у вас немного о временных рядах",Шахматы,Да,Пт,Да,Да,Да,Да,4,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,"""Математик и черт"" - не совсем в этом стиле, но про математику, мне очень нравится :) Советская короткометражка. Также: ""Игры разума"", ""Умница Уилл Хантинг"" "
2017/03/02 12:12:57 am GMT+3,"Люблю алгоритмы искусственного интеллекта, магистр информатики и вычислительной техники, 24 года ",Да,Много новых практических задач ,Нейронные сети  и Байесевский подход,Кроссфит,Да,Ср,Да,Да,Да,Да,4,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,Игры разума
2017/03/02 1:01:57 am GMT+3,Измученный вебом пхпшник познакомится с data science для потенциально долгосрочных и серьёзных отношений. Битрикс не предлагать.,Нет,"быстрый старт, отработка базовых навыков, чтоб хотя бы представлять с какого конца браться за подобные задачи, и общее представление что где искать-читать в дальнейшем",пока не знаю,придумывание остроумных ответов на странные вопросы,Да,Чт,Посмотрим,Да,"нет, фаллометрия меня демотивирует","не понял суть вопроса, материал же подается в статьях",2,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,"beautiful mind же, но его смотрели все"
2017/03/02 1:08:40 am GMT+3,аналитик ,Да,освежить знания/поработать руками на пайтоне,нейронные сети,сноуборд,Да,Чт,Посмотрим,посмотрим,Пофиг,Да,3,3,,2.0,Да,Нет,По нулям,Да,
2017/03/02 1:58:47 am GMT+3,.Net разработчик. Последнее время интересуюсь DS. Хожу на курсы по DS в Питере.,Да,Хочу систематезировать знания и заполнить пробелы.,"RNN, NLP",Волейбол,Да,Любой,Да,Да,Да,Да,3,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,Прибытие
2017/03/02 2:51:45 am GMT+3,"Работал несколько лет тестировщиком решений SalfordSyatems. Надоели и-комерс проекты, хочется большего :)",Нет,Попробовать современные методы и продвинуть свои навыки работы с Python.,хотелось бы пощупать deep learning но боюсь мой комп не потянет,теннис,Да,Пн,Нет,Да,Пофиг,не очень ясен смысл утверждения,3,0,-12,2.0,Да,Да,Могу скачать материалы,Нет,я не в курсе про такой стиль
2017/03/02 8:38:59 am GMT+3,Изучаю новую для себя область и ищу умных людей,Да,"Улучшение навыков применения машинного обучения. Понимания реальных задач, которые могут быть решены с помощью этих навыков",Нейронные сети,Бокс,Да,Пт,Посмотрим,Да,Да,Нет мнения,4,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,Игры разума
2017/03/02 10:04:36 am GMT+3,Аналитик отдела продаж,Нет,Старта в изучении специализации Data Scientist,временные ряды,нет любимого,Да,Чт,Да,Да,Да,Да,4,3,-12,2.0,Нет,Да,По нулям,Да,игра на понижение
2017/03/02 10:36:49 am GMT+3,"По образованию физик, работаю программистом, пишу математические модели кораблей",Нет,"Получить новые знания по части машинного обучения, закрепить имеющиеся знания решением реальных задач. Привлекает, что будет использоваться Python",нейронные сети,плавание,Да,Пт,Посмотрим,Да,Да,Да,3,3,-16,2.0,Да,Уже освоен,"Пользуюсь ветками, могу что-то смерджить",Да,Хороший фильм в стиле плохого фильма... неподъемная задачка
2017/03/02 11:18:45 am GMT+3,Data Scientist самоучка,Да,систематизации и закрепления моих знаний о ML,нейронные сети,киберспорт,Да,Ср,Посмотрим,Да,Пофиг,Да,4,3,-12,2.0,Да,Да,Могу редактировать свою копию,Да,
2017/03/02 11:37:05 am GMT+3,Математик. Психолог. Преподаватель. Лидер. Стратег. Интуит.  Аналитик.INTP. ,Да,повышение практических навыков.  Чуда :),все зависит от того какую в итоге задачу мы должны решить и какой итог получить. (с) Результат.,"смотреть- хоккей, играть - воллейбол",Да,Любой,Да,,Да,"200, при условии что 101-200 имею второй шанс",3,3,-12,2.0,Да,азы уже есть.,Могу скачать материалы,Да,Она
2017/03/02 11:39:24 am GMT+3,я студентка ХНУ им. Каразина,Нет,понять принцип работы с библиотеками,нейронные сети,бадминтон,Да,Чт,Да,Да,Да,Нет,4,,,2.0,Да,Да,По нулям,Да,
2017/03/02 11:40:52 am GMT+3,В прошлом системный аналитик. Сейчас - домохозяйка. Хочу освоить новую область знаний,Да,Знаний,"Затрудняюсь ответить. Освоить бы, то что входит в программу",Фигурное катание,Да,Любой,Посмотрим,Если способности позволят,Да,Нет,3,3,-12,2.0,Да,Да,Могу скачать материалы,Да,
2017/03/02 11:54:34 am GMT+3,"МФТИ'2013 ФФКЭ, последние 2 года работаю в стартапах: обработка/анализ данных.",Да,"Освежить/углубить знания и навыки, приобретенные на других курсах и в работае.",Нейронные сети,Плавание,Да,Вт,Посмотрим,Да,Да,Да,3,3,-12,2.0,Да,Да,"Пользуюсь ветками, могу что-то смерджить",Да,Не смотрел
