@relation '1year-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT20)'

@attribute Attr1 numeric
@attribute Attr2 numeric
@attribute Attr3 numeric
@attribute Attr4 numeric
@attribute Attr5 numeric
@attribute Attr6 numeric
@attribute Attr7 numeric
@attribute Attr8 numeric
@attribute Attr9 numeric
@attribute Attr10 numeric
@attribute Attr11 numeric
@attribute Attr12 numeric
@attribute Attr13 numeric
@attribute Attr14 numeric
@attribute Attr15 numeric
@attribute Attr16 numeric
@attribute Attr17 numeric
@attribute Attr18 numeric
@attribute Attr19 numeric
@attribute Attr20 numeric
@attribute Attr21 numeric
@attribute Attr22 numeric
@attribute Attr23 numeric
@attribute Attr24 numeric
@attribute Attr25 numeric
@attribute Attr26 numeric
@attribute Attr27 numeric
@attribute Attr28 numeric
@attribute Attr29 numeric
@attribute Attr30 numeric
@attribute Attr31 numeric
@attribute Attr32 numeric
@attribute Attr33 numeric
@attribute Attr34 numeric
@attribute Attr35 numeric
@attribute Attr36 numeric
@attribute Attr37 numeric
@attribute Attr38 numeric
@attribute Attr39 numeric
@attribute Attr40 numeric
@attribute Attr41 numeric
@attribute Attr42 numeric
@attribute Attr43 numeric
@attribute Attr44 numeric
@attribute Attr45 numeric
@attribute Attr46 numeric
@attribute Attr47 numeric
@attribute Attr48 numeric
@attribute Attr49 numeric
@attribute Attr50 numeric
@attribute Attr51 numeric
@attribute Attr52 numeric
@attribute Attr53 numeric
@attribute Attr54 numeric
@attribute Attr55 numeric
@attribute Attr56 numeric
@attribute Attr57 numeric
@attribute Attr58 numeric
@attribute Attr59 numeric
@attribute Attr60 numeric
@attribute Attr61 numeric
@attribute Attr62 numeric
@attribute Attr63 numeric
@attribute Attr64 numeric
@attribute class {0,1}

@data
0.027724,0.51369,0.34557,1.6727,28.834,0.089233,0.017111,0.8067,1.0125,0.41439,0.017111,0.03331,0.016397,0.017111,2995.9,0.12183,1.9467,0.017111,0.004483,4.2111,1.8253,0.064262,0.007264,0.081156,0.41439,0.14249,0.17047,2.4554,4.2152,0.057231,0.004483,49.739,7.3383,0.1251,0.064262,3.8959,?,0.41439,0.016837,0.58112,0.1539,0.016837,53.626,49.414,0.6296,1.587,4.2637,0.018789,0.004923,1.6727,0.51369,0.13627,2.9443,2.9443,5671.4,0.012344,0.066902,0.98766,0,86.677,7.3865,49.125,7.43,27.119,0
-0.031577,0.56078,0.17241,1.3111,-37.099,0.066557,-0.003017,0.77535,1.0312,0.4348,-0.003017,-0.005444,0.015652,-0.003017,5810.3,0.062819,1.7832,-0.003017,-0.001341,17.332,1.4442,0.016753,-0.014029,0.12298,0.4348,0.011892,0.076755,0.63071,4.5208,0.21509,-0.001341,92.68,3.9383,0.029874,0.016753,2.2647,94.43,0.44137,0.007443,0.65533,0.33522,0.007443,58.938,41.606,-0.29544,1.1182,17.873,-0.021492,-0.009549,1.2957,0.55422,0.25392,1.5906,1.6146,5720.3,0.030252,-0.072623,0.96975,0.015095,21.059,8.7728,89.877,4.0611,8.2335,0
0.094844,0.82532,-0.094975,0.88256,-103.47,0.094844,0.13633,0.090453,1.0794,0.074652,0.13633,0.16858,0.086827,0.13633,1825.9,0.1999,1.2117,0.13633,0.071748,77.274,?,0.1847,0.049915,0.13633,0.074652,0.14964,1.0492,-0.33175,4.1014,0.42583,0.071748,167.67,2.1769,0.2238,0.1847,1.954,18.731,0.091279,0.097205,0.02063,0.12718,0.097205,133.89,56.62,0.23577,0.38512,83.407,0.15605,0.082125,0.86478,0.80869,0.45937,0.26076,0.31884,-1199.5,0.073526,1.2705,0.92647,0.22273,4.7235,6.4464,155.34,2.3496,6.6371,0
0.088003,0.42537,0.24556,1.5909,40.618,0.28532,0.12023,1.1021,1.0786,0.46881,0.12023,0.28931,0.14926,0.12023,1117.8,0.32652,2.3509,0.12023,0.1292,58.58,0.69189,0.073165,0.094571,0.37677,0.46881,0.25077,0.84804,0.72461,4.9755,0.014888,0.1292,175.81,2.0761,0.172,0.073165,0.98999,52.175,0.47861,0.078625,0.99261,0.15228,0.078625,97.523,38.942,0.58925,1.2315,63.184,0.054498,0.058565,1.5542,0.41556,0.48166,1.3834,1.4123,23210,0.072857,0.18772,0.92714,0.020923,6.2308,9.3728,163,2.2393,2.7459,0
0.061263,0.827,-0.11652,0.85911,-53.599,0.061263,0.068363,0.094168,1.0271,0.077877,0.068363,0.082665,0.037448,0.068363,3575.5,0.10208,1.2092,0.068363,0.030324,32.846,?,0.062797,0.027174,0.068363,0.077877,0.093498,0.2861,-0.40245,5.0583,0.3202,0.030324,137.52,2.6541,0.075934,0.062797,2.2872,?,0.077877,0.027855,0.13317,0.34479,0.027855,97.199,64.353,0.30197,0.61379,33.737,0.046737,0.020731,0.85911,0.827,0.37678,0.26899,0.26899,-13325,0.026397,0.78666,0.9736,0,11.112,5.6719,133.89,2.726,7.7869,0
0.51499,0.18316,0.74851,5.0866,66.871,0,0.51499,4.4597,4.8585,0.81684,0.56596,2.8117,0.106,0.51499,129.82,2.8117,5.4597,0.51499,0.106,0,1.9911,0,0.106,0.77662,0.75965,2.8117,0,10.954,3.4188,-0.082093,0.2372,17.419,20.954,20.954,0.003861,4.8585,?,0.81684,0.000795,3.372,?,0,23.593,23.593,?,5.0866,0,0,0,5.0866,0.18316,0.047724,11.954,11.954,1963.4,0.21007,0.63046,0.80295,0,?,15.471,13.76,26.526,71.101,0
0.13859,0.28228,0.42264,2.6418,64.575,0.27884,0.17848,2.2695,1.1815,0.64064,0.17848,0.69331,0.13906,0.17848,499.35,0.73095,3.5426,0.17848,0.12029,48.387,1.4035,0.17589,0.093404,0.35233,0.64064,0.58963,1.4006,1.3211,5.1405,0.15253,0.12029,74.82,4.8784,0.6231,0.17589,1.56,19.452,0.66549,0.11854,0.23948,0.04555,0.11854,152.13,103.75,0.70458,1.8777,57.167,0.14804,0.099772,2.4092,0.25743,0.20499,2.0025,2.0801,58409,0.15359,0.21632,0.84641,0.038788,7.5434,3.5182,63.328,5.7636,4.6377,0
0.21654,0.42703,0.15617,1.3657,-27.852,0.28886,0.14758,1.2096,1.1258,0.51655,0.14758,0.3456,0.13776,0.14758,812.07,0.44947,2.3418,0.14758,0.10592,34.736,1.4422,0.14026,0.15542,0.22197,0.51655,0.61097,1.1333,0.37469,5.8934,0.29059,0.10592,125.94,2.8982,0.32845,0.14026,1.4155,?,0.51655,0.10067,0.32331,0.076046,0.10067,116.62,81.881,1.6332,1.0552,39.104,0.095904,0.068834,1.3657,0.42703,0.34504,1.2393,1.2393,122190,0.11171,0.41921,0.88829,0,10.508,4.4577,111.87,3.2627,3.3427,0
-0.02076,0.73746,-0.13159,0.81992,-70.955,0.10569,-0.021098,0.33199,0.99834,0.24483,-0.021098,-0.028872,0.013469,-0.021098,8235.8,0.044319,1.356,-0.021098,-0.008695,50.398,1.5152,-0.022706,-0.008555,0.13349,0.24483,0.044777,-0.093419,-0.32828,4.527,0.28831,-0.008695,109.74,3.3262,-0.03079,-0.022706,2.4626,39.289,0.25155,-0.009358,0.054318,0.78022,-0.009358,84.153,33.756,-0.061962,0.36142,50.314,-0.076487,-0.031521,0.81245,0.73074,0.30064,0.61076,0.62753,-4428.2,-0.001666,-0.084795,1.0017,0.027456,7.2424,10.813,109.92,3.3207,6.0534,0
0.051749,0.53952,0.37258,2.5723,10.591,0.30578,0.073837,0.70385,1.0486,0.37974,0.073837,0.31159,0.038168,0.073837,1640.1,0.22255,1.8535,0.073837,0.023471,33.145,1.0237,0.14032,0.01645,0.42473,0.37974,0.18161,0.4677,0.9542,4.0003,0.15197,0.023471,28.829,12.661,0.26007,0.14032,3.1496,1.0704,0.6823,0.044603,0.25923,0.095082,0.044603,63.595,30.45,0.18115,1.3667,34.755,0.094081,0.029906,1.1298,0.23697,0.078985,0.97255,1.7474,3728.4,0.046327,0.13627,0.95367,0.79674,11.012,11.987,27.494,13.276,8.0569,0
0.030581,0.57644,-0.17647,0.56249,-214.25,0.14451,0.034217,0.71495,1.1182,0.41213,0.034217,0.084834,0.13004,0.034217,3088.1,0.1182,1.7348,0.034217,0.065307,23.216,1.2373,0.049678,0.058367,0.15275,0.41213,0.11189,1.0602,-0.22825,4.9394,1.0902,0.065307,314.19,1.1617,0.086181,0.049678,0.52641,1.1182,0.58522,0.094815,0.1342,0.22671,0.094815,120.34,97.127,0.91764,0.47987,25.96,0.015762,0.030083,0.39359,0.40335,0.86081,0.53307,0.75696,-15347,0.1057,0.074204,0.8943,0.42,15.722,3.758,280.98,1.299,0.67771,0
0.001417,0.65118,0.13445,1.2065,-220.14,-0.041514,0.002112,0.48043,0.96949,0.31285,0.002112,0.003243,0.07221,0.002112,5217.8,0.069952,1.5357,0.002112,0.003348,269.07,1.7444,0.004788,0.002247,-0.038646,0.31285,0.068886,0.07358,0.6272,4.656,1.03,0.003348,365.28,0.99923,0.007352,0.004788,0.68103,?,0.31285,0.00759,0.064746,0.44391,0.00759,430.18,161.11,0.003048,0.49233,260.86,-0.038652,-0.061272,1.2065,0.65118,1.0008,1.4594,1.4594,6088.6,-0.031474,0.00453,1.0315,0,1.3565,2.2656,376.78,0.96874,2.9427,0
0.11455,0.48884,0.51404,4.0651,61.417,0.31088,0.14102,0.96549,1.0653,0.47197,0.14102,0.84086,0.10449,0.14102,926.23,0.39407,2.0457,0.14102,0.07649,42.714,1.0799,0.11768,0.062132,0.38433,0.47197,0.33992,0.68001,1.6152,4.8819,0.046573,0.07649,35.372,10.319,0.24073,0.11768,1.8895,1.4511,0.7931,0.063831,2.4736,0.09493,0.063831,52.843,10.129,0.53092,2.7787,45.505,0.066061,0.035833,1.3946,0.16771,0.096909,1.483,2.492,39165,0.06132,0.2427,0.93868,0.68041,8.5451,36.036,33.203,10.993,5.7928,0
0.069977,0.7401,0.040126,1.0571,-160.8,0,0.091414,0.35116,1.4814,0.2599,0.10281,0.13009,0.079071,0.091414,2306.1,0.15827,1.3512,0.091414,0.061706,114.09,1.803,0.080766,0.047236,0.1248,0.24361,0.12931,7.0867,0.15602,4.2399,0.49959,0.068869,183.27,1.9916,1.8909,0.081976,1.4814,19.284,0.2744,0.055335,0.27137,0.23167,0.054519,136.03,21.945,0.15112,0.39813,120.77,0.055042,0.037155,1.0037,0.70269,0.50211,1.0105,1.0669,697.08,0.055335,0.26925,0.9405,0.05582,3.1993,16.633,173.13,2.1083,5.7601,0
0.062725,0.75777,0.088922,1.1272,-45.39,0,0.076947,0.31966,1.7817,0.24223,0.090189,0.11008,0.058867,0.076947,2637.1,0.13841,1.3197,0.076947,0.043188,61.391,1.8682,0.067902,0.035205,0.10997,0.2276,0.11964,5.1276,0.41932,5.5592,0.39659,0.045563,148.39,2.4597,2.269,0.062313,1.7817,10.995,0.28663,0.034974,0.076792,0.26356,0.038111,150.42,89.031,0.20931,0.69851,63.616,0.039965,0.022431,1.0398,0.69902,0.40655,1.1422,1.3517,32224,0.034974,0.25895,0.95752,0.18333,5.9455,4.0997,143.2,2.5489,8.4018,0
0.053826,0.7124,0.13123,1.1923,-25.537,0.078521,0.061303,0.40371,2.0778,0.2876,0.070006,0.089818,0.040669,0.061303,3077.2,0.11861,1.4037,0.061303,0.029504,46.462,0.88647,0.03481,0.025906,0.12961,0.25943,0.10812,3.9999,0.70457,3.5503,0.3314,0.033693,123.35,2.959,2.8349,0.058153,2.0778,?,0.2876,0.027988,0.04717,0.40938,0.016754,137.3,90.834,0.20351,0.80476,47.799,0.011614,0.00559,1.1423,0.68252,0.33795,1.5442,1.5442,465.89,0.027988,0.18716,0.9712,0,7.8559,4.0183,119.9,3.0442,11.156,0
-0.015079,0.91943,-0.15099,0.8298,-15.368,0,-0.010466,0.08763,6.2419,0.08057,-0.007704,-0.011798,-0.001443,-0.010466,-37268,-0.009794,1.0876,-0.010466,-0.001677,2.0825,?,-0.009291,-0.002416,-0.010466,-0.015079,-0.01481,-3.3631,-0.57225,3.6725,0.1473,-0.001677,51.801,7.0462,6.7987,-0.009003,6.2419,?,0.08057,-0.001442,0.090384,-3.9146,-0.001488,38.358,36.275,-0.42341,0.78965,2.0795,-0.010752,-0.001723,0.80065,0.88714,0.14192,0.30536,0.30536,-710.38,-0.001442,-0.18715,1.0017,0,175.27,10.062,51.876,7.036,23.657,0
0.18383,0.44697,0.097533,1.2184,19.257,0.54519,0.18383,1.1426,1.182,0.51072,0.18383,0.41165,0.20587,0.18383,706.82,0.51639,2.2373,0.18383,0.16396,15.889,1.2178,0.1736,0.16396,0.53801,0.51072,0.51639,1.8302,0.21393,5.2074,0.34993,0.16396,171.84,2.1241,0.3884,0.1736,1.133,1205.9,0.51113,0.15484,0.12346,0.066616,0.15484,159.18,143.29,3.7664,1.1091,18.781,0.12662,0.11293,1.2173,0.44656,0.47078,1.1202,1.1211,15723,0.15398,0.35994,0.84602,0.000804,22.972,2.5472,145.38,2.5107,2.4593,0
0.074764,0.59528,0.23796,1.418,49.7,0,0.10666,0.67988,1.3195,0.40472,0.10914,0.18737,0.080831,0.10666,2037.1,0.17917,1.6799,0.10666,0.080831,20.356,1.5913,0.10417,0.05666,0.21321,0.18679,0.12559,41.97,1.2342,4.0041,0.2268,0.080831,174.5,2.0917,2.0002,0.12886,1.3195,250.46,0.40765,0.097654,0.52004,0.19048,0.078948,141.4,121.04,1.016,1.2888,22.559,0.10417,0.078948,1.356,0.56923,0.47808,2.0991,2.1143,2402.3,0.097654,0.18473,0.91998,0.007237,17.931,3.0154,157.46,2.3181,6.8436,0
0.0848,0.27517,0.41171,2.5531,9.3902,0,0.10724,2.6341,3.6323,0.72483,0.14885,0.40456,0.044022,0.10724,628.12,0.5811,3.6341,0.10724,0.029525,30.938,1.0825,0.14435,0.023346,0.26301,0.096774,0.49954,3.4692,1.2739,3.5655,0.045676,0.031801,27.609,13.22,12.736,0.12784,3.6323,?,0.72483,0.035196,0.46421,0.046558,0.039741,55.644,24.706,0.27543,1.3917,32.067,0.091695,0.025244,2.4596,0.26508,0.075642,2.2427,2.2427,1513.9,0.035196,0.11699,0.97066,0,11.798,14.774,26.637,13.702,11.238,0
-0.045569,0.24756,0.24264,2.029,-3.7266,-0.039284,-0.04604,2.2262,0.9943,0.55112,-0.04604,-0.19524,0.002264,-0.04604,27812,0.013124,4.0394,-0.04604,-0.032081,65.044,1.1208,-0.028991,-0.031753,-0.041844,0.55112,0.015025,-0.20086,0.46524,4.5678,0.15646,-0.032081,59.633,6.1208,-0.1171,-0.028991,1.4523,18.948,0.56287,-0.020201,0.10334,0.40098,-0.020201,115.49,50.447,-0.17819,0.94447,64.674,-0.078279,-0.054547,1.9327,0.23581,0.16338,1.0567,1.0792,8970.3,-0.005734,-0.082685,1.0057,0.021328,5.6116,7.2354,59.975,6.0859,2.7516,0
-0.016426,0.40531,0.37649,3.1276,13.626,0,-0.016426,1.4672,1.9557,0.59469,-0.006013,-0.092828,0.53633,-0.016426,141.04,2.588,2.4672,-0.016426,-0.008399,62.962,?,-0.010171,-0.008399,-0.016426,0.2026,2.588,-0.97681,0.84308,3.7604,0.17889,-0.003754,31.542,11.572,5.052,-0.091918,1.9557,?,0.59469,-0.046999,0.32432,0.012804,-0.005201,92.578,29.616,-0.048689,1.2211,60.136,-1.0755,-0.54993,1.3655,0.17695,0.086416,1.3317,1.3317,2168.6,-0.046999,-0.027621,1.0079,0,5.7971,12.325,33.024,11.052,4.3796,0
0.11255,0.23585,0.47518,3.351,69.747,-0.00665,0.11255,3.24,1.0882,0.76415,0.11255,0.55684,0.15606,0.11255,506.92,0.72004,4.24,0.11255,0.10343,72.163,1.1512,0,0.10343,0.10328,0.7221,0.72004,0.10343,1.4725,4.5065,0.15236,0.21022,91.38,3.9943,3.4231,0.059198,1.0882,?,0.76415,0.0544,0.91414,0.13727,0,165.2,93.041,0.52313,2.2865,97.269,-0.05727,-0.052628,2.8718,0.20212,0.25036,2.368,2.368,15253,0.2581,0.14729,0.82864,0,5.058,3.923,67.795,5.3839,3.3722,0
0.10032,0.3493,0.14402,1.555,-18.152,0.2713,0.10884,1.7417,1.0671,0.60836,0.10884,0.41944,0.14454,0.10884,597.16,0.61123,2.8629,0.10884,0.073686,50.842,1.0415,0.11331,0.067918,0.27982,0.60836,0.58684,0.81857,0.24144,4.5891,0.22004,0.073686,68.424,5.3344,0.32439,0.11331,1.5402,2.202,0.69817,0.076711,0.10434,0.052685,0.076711,93.02,42.178,0.48759,0.76211,54.253,0.008649,0.005855,1.1552,0.25949,0.18746,1.0199,1.1705,5591.7,0.062866,0.1649,0.93713,0.14762,7.1791,8.6539,64.122,5.6922,2.4763,0
0.15175,0.017291,0.85753,50.593,274.24,0.5712,0.18767,56.832,1.3051,0.9827,0.18767,10.853,0.20042,0.18767,32,11.406,57.833,0.18767,0.19071,107.67,0.94678,0.22407,0.15421,0.70556,0.9827,9.3292,2.9717,6.8503,4.9357,-0.36461,0.19071,8.3705,43.605,12.958,0.22407,0.99771,?,0.9827,0.22769,21.759,0.002433,0.22769,184.93,77.255,0.52275,33.804,140.53,0.21451,0.21798,50.593,0.017291,0.022933,7.8502,7.8502,73947,0.2338,0.15443,0.7662,0,3.3898,4.7246,6.4135,56.911,7.8611,0
0.02855,0.71293,0.15779,1.3882,-27.613,0.087327,0.032539,0.34818,1.0279,0.24823,0.032539,0.080059,0.071975,0.032539,2898.9,0.12591,1.4027,0.032539,0.026091,71.282,1.3871,0.060228,0.022892,0.10554,0.24823,0.12031,0.49638,0.36209,4.6512,0.55569,0.026091,122.27,2.9853,0.08448,0.060228,1.2886,1.0463,0.55471,0.048293,0.056085,0.19956,0.048293,158.46,87.178,0.11722,0.78897,73.267,0.003003,0.002408,0.79143,0.40644,0.33497,0.56963,1.2729,7066.8,0.027098,0.11501,0.9729,1.2347,5.1205,4.1868,118.95,3.0685,2.8619,0
-0.050708,0.40071,0.17418,1.5078,-6.3835,0.13699,-0.046294,1.4547,0.97118,0.58292,-0.046294,-0.13498,0.035575,-0.046294,2754.1,0.13253,2.4955,-0.046294,-0.031011,34.432,0.87411,-0.043562,-0.033968,0.15836,0.58292,0.12151,-0.2834,0.36072,4.8344,0.20713,-0.031011,81.442,4.4817,-0.10871,-0.043562,1.5101,6.5174,0.64066,-0.029181,0.4384,0.23594,-0.029181,89.682,55.25,-0.36008,1.0972,33.44,-0.14296,-0.095767,1.2906,0.34297,0.22313,1.2072,1.3268,11895,-0.029677,-0.08699,1.0297,0.099057,10.601,6.6063,83.859,4.3525,3.0916,0
0.18306,0.23281,0.39935,3.0013,17.269,0.42024,0.2264,3.0502,1.09,0.71013,0.2264,1.1346,0.099938,0.2264,322.3,1.1325,4.2953,0.2264,0.085818,39.195,1.029,0.23473,0.069389,0.51781,0.71013,0.94632,0.96985,0.99564,4.1512,0.032585,0.085818,30.094,12.129,1.0082,0.23473,2.6569,9.4876,0.74339,0.088973,0.74462,0.028142,0.088973,62.301,23.106,0.64618,1.5816,42.725,0.19748,0.074852,2.5724,0.19955,0.082449,1.7704,1.8534,5657.1,0.082609,0.25779,0.91739,0.046843,9.3124,15.796,27.608,13.221,6.5774,0
0.041666,0.14767,0.14837,2.023,10.642,0,0.041666,5.7718,1.435,0.85233,0.054274,0.28726,0.036663,0.041666,1024.5,0.35628,6.7718,0.041666,0.029035,27.559,?,0,0.029035,0.041666,-0.076326,0.35628,0,0.20999,3.9973,0.062247,0.05807,43.471,8.3964,8.247,0.000852,1.435,?,0.85233,0.000594,0.43221,0.44966,0,58.686,31.127,0.38455,1.2759,32.474,-0.010947,-0.007628,1.987,0.14504,0.1191,1.2063,1.2063,1474.5,0.15134,0.048885,0.85745,0,13.244,11.726,36.892,9.8937,2.0309,0
0.015484,0.47608,0.055427,1.2723,-17.307,0.068435,0.024537,1.0832,1.0112,0.51568,0.024537,0.12056,0.057314,0.024537,1986.1,0.18378,2.1005,0.024537,0.016074,28.955,1.2977,0.018679,0.010143,0.094542,0.51568,0.16476,0.12373,0.074796,4.2914,0.30828,0.016074,49.211,7.4171,0.039235,0.018679,1.5604,0.50581,0.78823,0.012236,0.045904,0.19173,0.012236,59.683,30.728,0.12786,0.67733,29.28,-0.044277,-0.029005,0.54394,0.20353,0.13482,0.69589,1.0637,1084.3,0.0111,0.030026,0.9889,0.52852,12.606,11.878,48.664,7.5003,2.06,0
0.27498,0.31246,0.001733,1.0055,-5.5787,0.74061,0.27498,2.2004,1.1449,0.68754,0.27498,0.88005,0.13766,0.27498,346.5,1.0534,3.2004,0.27498,0.115,4.5909,0.88577,0.31128,0.115,0.74061,0.68754,1.0534,1.4904,0.002526,4.0688,0.099811,0.115,54.608,6.684,0.99621,0.31128,2.4365,?,0.68754,0.13018,0.2464,0.02811,0.13018,36.21,31.619,9.1435,0.9093,5.2559,0.25711,0.10753,1.0055,0.31246,0.14961,1.0025,1.0025,20.3,0.12653,0.39995,0.87347,0,79.506,11.544,47.698,7.6523,3.4865,0
0.26624,0.016845,0.67383,41.002,118.59,0,0.26624,58.365,1.7092,0.98316,0.27953,15.805,0.15577,0.26624,23.094,15.805,59.365,0.26624,0.15577,44.212,?,0,0.15577,0.26624,0.26624,15.805,0,2.1784,3.8509,-0.033542,0.31154,4.3496,83.916,83.916,0,1.7092,?,0.98316,0,4.4726,?,0,131.41,87.194,1.286,28.711,53.458,0,0,41.002,0.016845,0.011917,3.1784,3.1784,4780.4,0.17296,0.2708,0.83482,0,8.2556,4.186,3.5973,101.47,5.5255,0
0.074888,0.16802,0.18058,2.0748,-6.6022,0.19847,0.074888,4.1069,1.0063,0.69006,0.074888,0.4457,0.091255,0.074888,509.12,0.71693,5.9515,0.074888,0.056731,53.803,1.2667,0.075008,0.056731,0.19847,0.69006,0.71693,0.57178,0.27723,4.4767,0.11986,0.056731,46.75,7.8075,0.44642,0.075008,1.3962,?,0.69006,0.056823,0.11322,0.045812,0.056823,91.132,37.329,0.38487,0.9167,54.139,0.029436,0.022299,2.0748,0.16802,0.12808,1.0594,1.0594,5412.5,0.006212,0.10852,0.99379,0,6.784,9.7778,46.459,7.8563,2.0265,0
0.03974,0.20042,0.070879,1.3537,-51.79,0.15096,0.043559,3.7207,0.93074,0.74568,0.043559,0.21734,0.14933,0.043559,671.63,0.54345,4.9896,0.043559,0.059723,57.623,1.061,-0.045757,0.054487,0.15477,0.74568,0.5244,-0.58392,0.097267,5.4487,0.24303,0.059723,93.351,3.91,-0.22831,-0.045757,0.84398,398920,0.74568,-0.062737,0.4103,0.33617,-0.062737,94.617,36.994,0.34514,0.77914,53.632,-0.11111,-0.15235,1.3537,0.20042,0.25576,1.0233,1.0233,19918,-0.074409,0.053294,1.0744,0.000001,6.3343,9.8665,100.3,3.6392,1.0009,0
0.049264,0.93159,-0.17608,0.69712,-90.83,0.050722,0.062306,0.068087,1.0481,0.06343,0.062306,0.10717,0.047607,0.062306,4702.7,0.077615,1.0734,0.062306,0.041023,44.657,1.2966,0.072362,0.032436,0.065288,0.06343,0.063615,0.49938,-0.29607,4.4774,0.60733,0.041023,146.44,2.4925,0.077675,0.072362,1.5231,0.62658,0.41367,0.047644,0.017812,0.37187,0.047644,94.908,50.25,0.26511,0.37748,46.807,0.062362,0.04106,0.43503,0.58136,0.4012,0.10665,0.69556,-5285.3,0.045934,0.77666,0.95407,5.5217,8.1733,7.2636,139.71,2.6125,2.5538,0
0.17627,0.55941,0.098901,1.2455,-21.466,0.22771,0.17627,0.78761,1.6434,0.44059,0.17748,0.43754,0.1952,0.17627,636.5,0.57345,1.7876,0.17627,0.10726,33.057,1.2487,0,0.10726,0.35678,0.43924,0.57345,0,0.1985,4.917,0.33489,0.21452,121.59,3.0019,2.1619,0.003562,1.6434,2.7602,0.56846,0.002167,0.056086,0.12903,0,106.42,73.366,1.1843,0.87604,44.921,-0.14452,-0.087939,0.89696,0.40287,0.33312,0.88431,1.141,8169.4,0.26411,0.40007,0.73744,0.29021,11.042,4.975,89.476,4.0793,3.2985,0
-0.02805,0.86507,0.053111,1.1096,-27.781,-0.017398,-0.031653,0.14508,0.96946,0.12551,-0.031653,-0.065293,0.023228,-0.031653,8702.5,0.041942,1.156,-0.031653,-0.020264,39.778,1.6934,-0.033186,-0.017957,-0.021001,0.12551,0.046107,-0.20597,0.11493,4.8167,0.54741,-0.020264,109.82,3.3236,-0.038362,-0.033186,1.7162,0.96681,0.50579,-0.021245,0.024709,0.81844,-0.021245,122.89,83.113,-0.16477,0.75841,38.564,-0.10112,-0.064737,0.62179,0.48479,0.30088,0.2716,1.0945,3482.2,-0.031501,-0.22349,1.0315,3.03,9.1759,4.3916,113.28,3.2221,3.3803,0
0.029934,0.89275,0.49126,2.9254,-11.404,0.015864,0.037125,0.09937,0.99789,0.088712,0.037125,0.1455,0.044775,0.037125,5051.8,0.072252,1.1201,0.037125,0.025771,135.08,1.2553,-0.00287,0.020779,0.014809,0.088712,0.064198,-0.019878,1.9372,4.5124,0.60973,0.025771,64.511,5.6579,-0.003214,-0.00287,1.4856,0.33447,0.72631,-0.001992,0.067989,1.1976,-0.001992,184.72,49.637,0.056146,0.83581,134.8,-0.030248,-0.020997,0.83608,0.25515,0.17674,0.34982,2.8641,15984,-0.002111,0.33743,1.0021,7.1873,2.702,7.3533,64.647,5.646,5.6807,0
0.000811,0.57384,0.14029,1.2445,-2.8133,0.10039,0.001813,0.68243,1.0024,0.39161,0.001813,0.003159,0.025639,0.001813,4347.4,0.083959,1.7426,0.001813,0.000965,29.386,1.5189,0.005292,0.000432,0.12699,0.39161,0.082213,0.02823,0.49073,4.8124,0.29925,0.000965,111.73,3.2667,0.009222,0.005292,1.9056,?,0.39161,0.002816,0.025775,0.36521,0.002816,135.84,106.45,0.00536,0.98083,29.457,-0.041074,-0.021858,1.2445,0.57384,0.30612,1.3699,1.3699,9108.1,0.002419,0.002071,0.99758,0,12.421,3.4288,111.46,3.2747,6.5733,0
0.029421,0.82108,0.12181,1.1484,-15.798,0,0.057076,0.21791,3.6979,0.17892,0.12142,0.069513,0.015434,0.057076,5250.8,0.069513,1.2179,0.057076,0.015434,27.951,0.85757,0.12141,0.007956,0.17491,0.13297,0.035832,1.8869,2.133,3.0453,0.22204,0.01963,81.498,4.4786,4.4786,0.020625,3.6979,?,0.17892,0.005577,0.000001,0.22542,0.032832,93.067,65.116,0.10389,0.80347,28.108,0.12141,0.032832,1.1484,0.82108,0.22328,3.133,3.133,135.19,0.005577,0.16443,0.98506,0,13.059,5.6054,81.043,4.5038,64.752,0
0.10249,0.37929,0.76534,6.0368,140.56,0,0.12802,1.6365,1.7091,0.62071,0.13336,0.84251,0.086326,0.12802,938.35,0.38898,2.6365,0.12802,0.074906,11.439,1.0238,0.11485,0.059969,0.26287,0.61325,0.32167,21.498,9.2533,4.1271,-0.15608,0.074918,34.787,10.492,4.2035,0.11473,1.7091,?,0.62071,0.06713,4.8894,0.094094,0.067201,37.236,25.797,1.9135,5.6843,12.262,0.095333,0.055781,2.4185,0.15195,0.095306,7.5047,7.5047,10256,0.06713,0.16512,0.92665,0,31.908,14.149,32.452,11.248,20.663,0
0.45726,0.18572,0.46011,3.4774,103.41,0,0.45743,4.3845,1.7094,0.81428,0.46648,2.463,0.28702,0.45743,138.17,2.6417,5.3845,0.45743,0.2676,23.264,1.5699,0.46447,0.2675,0.77485,0.45726,2.6408,51.315,1.2985,3.7757,0.038733,0.2729,54.212,6.7329,6.7329,0.45893,1.7094,?,0.81428,0.26848,0.65162,0.01244,0.27172,112.06,88.798,4.1969,2.8908,31.803,0.43128,0.2523,3.4774,0.18572,0.14853,2.298,2.298,2745,0.26848,0.56155,0.73405,0,15.689,4.1104,39.657,9.204,4.824,0
