Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
c-8,c-24,c-3,1930,WN,DAL,HOU,239,N
c-1,c-24,c-1,1600,US,BOS,PHL,280,Y
c-7,c-29,c-5,555,FL,TPA,ATL,406,N
c-6,c-4,c-6,752,US,ROC,CLT,573,N
c-11,c-28,c-2,1755,AA,JFK,SFO,2586,N
c-7,c-18,c-2,1225,AA,MIA,BOS,1258,Y
c-6,c-12,c-7,1332,CO,EWR,SEA,2401,N
c-12,c-19,c-1,1229,NW,FLL,DTW,1127,Y
c-6,c-16,c-4,1753,US,PHL,ORD,678,Y
c-6,c-13,c-2,1557,MQ,ORD,DBQ,147,N
c-7,c-6,c-3,858,DL,PHX,ATL,1587,N
c-6,c-16,c-4,1451,AA,SAN,DFW,1171,N
c-10,c-5,c-4,1810,WN,SNA,OAK,371,N
c-5,c-9,c-2,857,NW,DTW,MSP,528,N
c-6,c-8,c-4,253,AS,ANC,SEA,1449,N
c-1,c-9,c-1,1725,WN,BWI,PHX,1999,N
c-12,c-12,c-2,1106,AA,COS,DFW,592,N
c-12,c-22,c-5,906,B6,FLL,JFK,1069,N
c-8,c-4,c-5,1244,NW,IAH,MSP,1034,N
c-7,c-3,c-7,910,WN,PHX,LAS,256,N
c-5,c-14,c-7,1327,B6,OAK,JFK,2576,N
c-6,c-29,c-3,705,B6,SLC,LGB,589,Y
c-7,c-16,c-7,1950,AQ,KOA,HNL,163,N
c-1,c-11,c-2,705,WN,BNA,LAS,1588,N
c-3,c-6,c-1,935,AA,STT,MIA,1107,N
c-3,c-30,c-3,1528,US,CLT,MHT,737,N
c-12,c-9,c-5,1445,XE,JAX,EWR,821,Y
c-1,c-10,c-1,1438,DH,IAD,TYS,419,N
c-4,c-10,c-7,2126,US,CLT,DFW,936,N
c-11,c-17,c-4,923,AA,ORD,TPA,1012,N
c-5,c-28,c-6,1130,WN,MDW,LAX,1750,N
c-6,c-18,c-6,1007,AA,DFW,SJU,2165,N
c-12,c-3,c-6,847,NW,MKE,LAS,1524,N
c-5,c-29,c-1,1102,MQ,ALB,ORD,723,N
c-5,c-20,c-6,1745,YV,IAD,BUF,284,Y
c-7,c-11,c-2,1859,OO,FAT,LAX,209,N
c-9,c-3,c-6,1134,UA,DEN,OAK,957,N
c-2,c-11,c-5,1450,DL,BDL,ATL,859,N
c-2,c-6,c-7,1002,DL,ATL,ORD,606,N
c-12,c-7,c-4,744,OO,SLC,DEN,391,N
c-2,c-4,c-5,658,AA,SFO,MIA,2585,N
c-2,c-3,c-4,2057,MQ,DFW,LIT,304,N
c-11,c-10,c-5,2040,F9,DEN,MCI,533,N
c-7,c-30,c-6,1745,WN,SMF,SAN,480,N
c-1,c-8,c-7,1315,FL,IND,MCO,828,N
c-3,c-4,c-5,1135,WN,PHL,MSY,1088,N
c-3,c-28,c-2,2200,DL,ATL,PIT,526,Y
c-11,c-21,c-1,724,US,LGA,CLT,544,Y
c-1,c-1,c-6,1653,WN,DAL,LIT,296,N
c-3,c-1,c-3,1135,YV,ASE,DEN,125,N
c-9,c-14,c-4,853,DL,FLL,JFK,1069,N
c-5,c-16,c-1,1343,FL,ATL,MDW,590,N
c-8,c-16,c-2,1910,NW,MEM,PHL,874,Y
c-8,c-30,c-3,958,US,PHX,PHL,2075,N
c-1,c-14,c-5,1005,WN,DAL,MSY,437,N
c-10,c-4,c-2,1812,MQ,LAX,SJC,308,N
c-6,c-5,c-1,1445,EV,DHN,ATL,171,N
c-4,c-14,c-4,1716,NW,DTW,MKE,238,N
c-8,c-23,c-3,1410,FL,MDW,ATL,590,N
c-11,c-11,c-5,1440,WN,PHX,SJC,621,N
c-6,c-28,c-2,1014,MQ,BOS,EWR,200,N
c-3,c-8,c-2,1154,B6,FLL,IAD,901,Y
c-8,c-28,c-7,803,DL,BOS,ATL,946,N
c-5,c-1,c-7,1229,AA,DFW,SNA,1205,N
c-7,c-23,c-6,813,WN,ONT,BNA,1751,N
c-12,c-21,c-3,544,CO,BOS,IAH,1597,N
c-12,c-18,c-7,2233,US,LAX,PHL,2401,N
c-9,c-26,c-1,930,US,CLT,DFW,936,N
c-4,c-8,c-6,1750,DL,SRQ,ATL,445,Y
c-6,c-24,c-5,659,F9,MCI,DEN,533,N
c-8,c-5,c-5,633,MQ,SGF,ORD,438,N
c-3,c-14,c-2,523,DL,DFW,ATL,732,N
c-11,c-23,c-4,750,YV,OMA,PHX,1037,N
c-5,c-10,c-3,1330,WN,PVD,BNA,907,N
c-4,c-10,c-7,1319,DL,ATL,PIT,526,N
c-10,c-18,c-2,1159,AS,LAX,SEA,954,N
c-8,c-1,c-2,612,CO,BWI,IAH,1235,N
c-2,c-22,c-3,910,UA,ORD,RSW,1120,N
c-7,c-18,c-2,1952,B6,TPA,BOS,1185,N
c-1,c-31,c-2,1800,WN,DAL,ABQ,580,N
c-4,c-10,c-7,1950,US,DCA,DFW,1192,N
c-3,c-14,c-1,2303,AA,SJU,JFK,1597,N
c-7,c-28,c-4,1258,MQ,GSP,DFW,862,N
c-1,c-17,c-1,1615,WN,OKC,DAL,181,N
c-1,c-2,c-1,910,OH,EVV,CVG,170,N
c-8,c-29,c-2,1431,DL,ATL,MEM,332,N
c-2,c-8,c-2,710,DL,BOS,ATL,946,N
c-8,c-30,c-2,813,DL,LAX,HNL,2556,N
c-3,c-1,c-2,2211,MQ,BOS,BGR,201,N
c-6,c-7,c-2,1042,AA,ATL,DFW,732,N
c-3,c-1,c-3,1958,DL,ATL,CAE,191,N
c-4,c-7,c-4,908,MQ,BOS,JFK,187,N
c-6,c-7,c-2,740,FL,MKE,ATL,669,N
c-3,c-31,c-5,710,OH,JAX,BOS,1011,N
c-5,c-10,c-2,1331,DL,BUF,ATL,712,N
c-10,c-12,c-4,909,OO,LAX,OAK,337,N
c-9,c-9,c-5,710,WN,PHX,LAS,256,N
c-4,c-30,c-6,934,CO,IAH,SAT,191,N
c-6,c-21,c-2,1625,AA,ORD,DFW,802,N
c-3,c-30,c-3,1601,OO,EUG,SFO,451,N
c-6,c-21,c-3,1227,EV,FCA,SLC,532,N
c-1,c-10,c-1,1758,UA,ORD,LGA,733,N
c-8,c-21,c-7,853,AA,DFW,MSY,448,N
c-6,c-21,c-2,810,US,PBI,CLT,590,N
c-3,c-5,c-7,726,UA,ALB,ORD,723,N
c-11,c-30,c-3,1756,WN,SJC,PHX,621,N
c-5,c-16,c-1,2232,EV,ATL,CRW,363,N
c-10,c-8,c-6,652,OH,LEX,CVG,70,N
c-2,c-28,c-2,2146,US,CLT,RSW,600,N
c-2,c-13,c-1,746,DL,ATL,ORF,516,N
c-8,c-5,c-6,1143,DL,SNA,ATL,1919,N
c-6,c-25,c-6,1947,OO,TUS,LAX,451,N
c-7,c-8,c-6,1757,CO,IAH,ORD,925,Y
c-3,c-26,c-7,1350,WN,PHL,FLL,992,N
c-9,c-25,c-1,1015,MQ,PIT,ORD,412,N
c-5,c-3,c-2,647,FL,IAD,ATL,533,Y
c-9,c-29,c-5,713,US,PHL,PHX,2075,N
c-7,c-11,c-2,1940,YV,ABE,ORD,654,Y
c-12,c-1,c-4,1409,EV,ATL,ICT,781,N
c-8,c-14,c-1,1802,CO,CMH,IAH,986,N
c-2,c-16,c-4,1650,WN,ELP,LAS,584,N
c-12,c-21,c-3,809,HP,JFK,LAS,2248,N
c-1,c-30,c-7,913,NW,MSP,IAH,1034,N
c-11,c-30,c-4,631,WN,SAN,SMF,480,N
c-3,c-24,c-4,1435,WN,BWI,PHX,1999,Y
c-10,c-21,c-6,1541,AA,DFW,AUS,190,N
c-8,c-22,c-1,1609,UA,ORD,PHL,678,N
c-9,c-16,c-6,957,NW,MCO,DTW,957,N
c-3,c-4,c-5,1433,OO,RDD,SFO,199,Y
c-4,c-10,c-7,1720,WN,ELP,SAN,636,N
c-7,c-20,c-4,1341,NW,LGA,MSP,1020,N
c-3,c-1,c-2,1354,XE,MKE,EWR,725,Y
c-7,c-12,c-3,1120,US,PHL,CLT,448,N
c-8,c-17,c-4,605,OO,PIA,ORD,130,N
c-6,c-19,c-7,2023,MQ,ATL,ORD,606,Y
c-9,c-20,c-2,1249,OO,SFO,ACV,250,N
c-3,c-13,c-1,1354,WN,BNA,HOU,670,Y
c-12,c-29,c-5,1645,MQ,ORD,MEM,491,N
c-9,c-12,c-2,1117,NW,MSP,DTW,528,N
c-1,c-27,c-5,1500,AA,DFW,ELP,551,Y
c-3,c-25,c-6,940,OO,SLC,BIL,387,N
c-1,c-9,c-7,757,OO,ORD,LAN,179,N
c-10,c-28,c-5,1958,US,PHL,PVD,238,N
c-3,c-15,c-2,1721,HP,PHX,SNA,338,N
c-10,c-15,c-6,728,US,DCA,FLL,899,N
c-12,c-22,c-4,1701,AA,SAN,DFW,1171,Y
c-5,c-15,c-1,2025,B6,BOS,IAD,413,N
c-6,c-21,c-2,653,XE,EWR,IND,644,N
c-6,c-4,c-6,1040,WN,PHX,SAN,304,N
c-6,c-27,c-1,1156,XE,ACK,EWR,218,Y
c-9,c-14,c-3,1403,OO,CDC,SLC,221,N
c-10,c-10,c-2,942,OO,SLC,SGU,269,N
c-6,c-23,c-5,1657,WN,HOU,TPA,781,N
c-9,c-12,c-1,930,OO,SAN,LAX,109,N
c-10,c-12,c-4,2101,DL,SLC,ANC,2125,N
c-3,c-22,c-3,940,YV,PHF,CLT,282,N
c-4,c-26,c-3,1050,WN,DAL,OKC,181,N
c-3,c-24,c-5,2030,US,PHL,BOS,280,N
c-5,c-10,c-3,1016,CO,MSY,EWR,1167,N
c-2,c-20,c-1,1442,UA,EWR,ORD,719,N
c-9,c-1,c-5,1325,EV,ILM,ATL,377,Y
c-6,c-6,c-2,1216,DL,SMF,ATL,2092,N
c-6,c-15,c-3,1008,F9,MDW,DEN,895,N
c-10,c-29,c-7,614,UA,BWI,ORD,622,N
c-10,c-20,c-5,2059,MQ,ORD,CID,196,N
c-4,c-17,c-1,703,UA,BOS,ORD,867,N
c-2,c-3,c-5,1515,WN,MCI,OAK,1489,N
c-11,c-15,c-3,1419,MQ,GSP,DFW,862,Y
c-5,c-22,c-7,656,FL,FNT,MCO,1011,N
c-7,c-7,c-5,1843,F9,DAY,DEN,1084,N
c-1,c-22,c-6,1952,OO,TUS,LAX,451,N
c-7,c-25,c-2,830,OO,SLC,GEG,546,N
c-9,c-29,c-4,1157,US,IND,PHL,587,Y
c-2,c-2,c-4,1055,US,MCI,DCA,950,N
c-5,c-15,c-1,1354,MQ,ROC,ORD,528,N
c-1,c-2,c-1,745,AA,TPA,SJU,1237,N
c-8,c-9,c-3,1809,WN,ELP,ABQ,223,N
c-3,c-30,c-3,1949,OH,PWM,LGA,270,N
c-9,c-2,c-6,645,WN,FLL,MSY,673,N
c-9,c-26,c-2,845,EV,ATL,HPN,780,N
c-3,c-13,c-1,626,MQ,CAE,DFW,922,N
c-6,c-16,c-5,1916,DL,ATL,MOB,302,N
c-7,c-26,c-3,925,AA,SJC,SNA,342,Y
c-1,c-7,c-6,1933,WN,BNA,ISP,803,Y
c-6,c-20,c-2,903,EV,ATL,LYH,389,N
c-12,c-5,c-2,1209,WN,SMF,LAS,397,Y
c-10,c-22,c-6,1428,CO,IAH,AUS,140,N
c-3,c-14,c-2,1954,XE,IAH,LFT,201,N
c-10,c-1,c-7,852,AA,DFW,LAX,1235,N
c-1,c-2,c-1,1605,US,PHX,BOS,2300,N
c-3,c-26,c-7,1555,DL,ATL,BHM,134,Y
c-2,c-14,c-2,1539,AA,DFW,MCO,984,N
c-10,c-19,c-3,1858,WN,MDW,ISP,765,Y
c-12,c-8,c-5,2224,NW,MSP,GRB,252,N
c-4,c-26,c-2,2234,DL,ATL,BWI,576,Y
c-8,c-5,c-5,652,XE,MDT,CLE,280,N
c-7,c-25,c-2,608,UA,SFO,PHX,651,N
c-9,c-24,c-6,732,FL,BWI,TPA,842,N
c-3,c-4,c-5,1134,MQ,DFW,TYS,772,N
c-12,c-1,c-5,614,AA,MSY,MIA,674,N
c-4,c-11,c-2,645,WN,SJC,BUR,296,N
c-7,c-1,c-6,1708,WN,BUR,OAK,325,N
c-12,c-26,c-1,1933,XE,IAH,GPT,376,N
c-7,c-13,c-4,2017,US,SJU,PHL,1576,Y
c-10,c-20,c-5,902,CO,CLE,MCO,895,N
c-7,c-24,c-1,819,WN,SAT,LAS,1069,N
c-9,c-24,c-6,939,NW,MEM,MSP,700,N
c-5,c-19,c-4,2020,EV,ATL,APF,540,Y
c-10,c-9,c-1,1213,WN,OAK,ONT,361,N
c-3,c-13,c-7,743,MQ,FWA,DFW,859,N
c-3,c-11,c-5,939,NW,MEM,DTW,610,N
c-2,c-15,c-2,1310,WN,BWI,PHX,1999,N
c-5,c-16,c-2,1630,DL,LGA,BOS,185,N
c-8,c-22,c-2,1153,UA,LAS,DEN,629,N
c-9,c-24,c-6,946,US,PHL,FLL,992,N
c-11,c-19,c-7,806,US,CLT,BWI,361,N
c-4,c-13,c-4,810,WN,RDU,MCO,534,N
c-8,c-2,c-2,858,WN,TPA,MSY,487,N
c-6,c-23,c-4,1737,MQ,RDU,LGA,431,N
c-1,c-23,c-1,1145,AS,SIT,KTN,183,N
c-8,c-27,c-6,856,EV,ATL,TRI,227,N
c-12,c-7,c-3,2021,XE,IAH,SAV,851,Y
c-7,c-26,c-3,1352,WN,SNA,PHX,338,N
c-9,c-4,c-1,1941,OO,SBP,SFO,191,N
c-9,c-1,c-4,747,CO,EWR,MSP,1008,N
c-2,c-5,c-6,1920,NW,DTW,LEX,296,N
c-5,c-4,c-3,803,AA,STL,TPA,869,N
c-7,c-25,c-1,1409,US,MCO,CLT,468,Y
c-5,c-29,c-1,1328,NW,MCO,DTW,957,N
c-7,c-7,c-5,1706,FL,PIT,ATL,526,Y
c-11,c-17,c-4,2144,OH,CVG,GSO,330,Y
c-2,c-13,c-1,1935,B6,BOS,PBI,1197,Y
c-8,c-12,c-6,606,AA,DEN,DFW,641,N
c-1,c-25,c-2,1535,DL,PHL,ATL,665,N
c-4,c-8,c-6,1454,CO,BWI,IAH,1235,N
c-9,c-22,c-4,1035,WN,DAL,OKC,181,N
c-1,c-21,c-5,1856,DL,ATL,LAS,1747,N
c-6,c-20,c-2,630,YV,MSP,CLT,930,N
c-8,c-1,c-1,2045,WN,BNA,MHT,938,Y
c-11,c-1,c-3,2154,WN,BWI,PVD,328,N
c-3,c-31,c-4,1102,US,CLT,DCA,331,N
c-12,c-14,c-3,2239,AA,SFO,BOS,2704,N
c-12,c-22,c-4,1736,AA,MCI,DFW,460,Y
c-7,c-30,c-7,948,XE,HPN,CLE,425,N
c-5,c-16,c-1,655,WN,LAS,MDW,1521,N
c-7,c-27,c-3,2028,AA,BNA,LGA,764,Y
c-5,c-13,c-5,2010,OH,LGA,JAX,834,N
c-5,c-25,c-4,2036,FL,BWI,MCO,787,N
c-6,c-25,c-7,1236,CO,CLE,IAH,1091,N
c-6,c-14,c-3,1454,XE,VPS,IAH,510,N
c-1,c-7,c-6,1555,WN,JAX,TPA,180,N
c-8,c-30,c-3,1609,AA,ABQ,DFW,569,N
c-6,c-13,c-2,1331,US,PHX,LAS,256,N
c-1,c-4,c-3,1754,EV,ATL,HOU,696,N
c-12,c-10,c-6,711,AS,DFW,SEA,1660,N
c-4,c-9,c-7,738,AA,LAX,AUS,1242,N
c-1,c-20,c-4,2025,WN,FLL,BWI,925,N
c-10,c-10,c-2,1027,UA,DEN,SAT,794,N
c-12,c-4,c-7,1758,CO,PIT,IAH,1117,N
c-2,c-22,c-2,1201,NW,MCO,DTW,957,Y
c-1,c-2,c-1,1257,UA,SEA,IAD,2306,N
c-12,c-5,c-2,711,AS,JNU,KTN,234,N
c-7,c-2,c-6,855,WN,MDW,PHX,1444,N
c-5,c-14,c-6,1249,XE,LCH,IAH,127,N
c-8,c-1,c-1,1956,NW,LGA,IND,659,N
c-5,c-6,c-6,702,US,PHX,SJC,621,N
c-2,c-20,c-1,1444,AA,DFW,HSV,603,N
c-1,c-30,c-1,1356,NW,DTW,ORF,529,Y
c-9,c-3,c-7,1206,NW,MCO,IND,828,N
c-12,c-20,c-3,755,FL,TPA,ATL,406,N
c-7,c-15,c-5,1457,NW,DTW,MCO,957,Y
c-4,c-28,c-5,2111,US,DCA,BUF,296,N
c-11,c-2,c-3,1902,OH,CVG,AZO,225,N
c-9,c-5,c-1,2015,WN,BUR,SJC,296,N
c-11,c-17,c-4,1734,NW,MCI,MSP,393,N
c-9,c-22,c-5,1912,NW,DTW,IAH,1076,N
c-10,c-1,c-7,2059,MQ,ORD,DBQ,147,N
c-10,c-6,c-5,2025,OO,OXR,LAX,49,N
c-7,c-5,c-2,1913,CO,IAH,BTR,253,N
c-6,c-11,c-7,601,MQ,TYS,DFW,772,N
c-12,c-13,c-3,1945,AA,ORD,BOS,867,N
c-9,c-6,c-2,957,NW,MEM,PHX,1263,N
c-5,c-2,c-2,708,OO,BFL,SFO,238,N
c-4,c-4,c-2,1223,XE,BTR,IAH,253,N
c-2,c-2,c-4,646,CO,EWR,ATL,745,Y
c-4,c-16,c-6,648,AA,DFW,MSY,448,N
c-5,c-18,c-4,1232,CO,PHL,IAH,1324,N
c-3,c-22,c-3,1115,B6,BQN,JFK,1576,N
c-7,c-28,c-4,1921,MQ,DFW,BTR,383,N
c-1,c-14,c-5,658,MQ,SJC,SAN,417,N
c-11,c-25,c-5,2239,DL,ATL,MCI,692,N
c-11,c-29,c-2,827,DL,IAD,ATL,533,N
c-12,c-4,c-7,1307,XE,IAH,MEM,469,N
c-10,c-13,c-4,930,WN,TPA,IND,838,N
c-10,c-30,c-7,1520,US,PHL,DTW,453,N
c-8,c-9,c-2,1151,EV,DCA,BHM,654,N
c-10,c-20,c-4,1216,UA,IAD,DEN,1452,N
c-10,c-12,c-3,1855,DL,SLC,SMF,532,N
c-1,c-1,c-7,1200,WN,SAN,OAK,446,N
c-7,c-16,c-7,1849,MQ,DFW,ABI,158,Y
c-8,c-3,c-4,655,XE,EWR,TYS,631,N
c-7,c-6,c-3,2204,DL,DFW,ATL,732,Y
c-3,c-19,c-7,1910,MQ,TUL,ORD,585,N
c-3,c-19,c-6,1545,MQ,DFW,TUL,237,N
c-6,c-13,c-2,1940,WN,ELP,DAL,562,Y
c-3,c-4,c-6,2000,EV,ATL,MFE,974,Y
c-9,c-28,c-4,959,UA,ORD,BOS,867,Y
c-9,c-14,c-3,2045,AA,DFW,IAD,1172,N
c-3,c-27,c-7,1630,WN,BWI,MHT,377,N
c-7,c-19,c-2,1257,OH,STL,JFK,892,N
c-10,c-24,c-2,1854,WN,SMF,LAX,373,N
c-2,c-6,c-1,2035,XE,CLE,IND,261,N
c-3,c-14,c-1,940,DL,SNA,SLC,588,N
c-7,c-22,c-6,1552,US,ORF,CLT,290,Y
c-4,c-22,c-5,1321,AS,SEA,RNO,564,Y
c-4,c-15,c-5,1550,WN,BHM,JAX,365,N
c-5,c-31,c-2,1055,DL,SFO,CVG,2036,N
c-11,c-22,c-2,2115,MQ,DFW,LIT,304,N
c-8,c-22,c-1,1008,DL,ATL,DEN,1199,N
c-2,c-20,c-7,1035,OH,BTV,CVG,702,N
c-5,c-27,c-6,835,WN,MSY,HOU,303,N
c-3,c-7,c-2,1915,EV,MEM,ATL,332,N
c-11,c-9,c-3,1825,OO,SGU,SLC,269,N
c-12,c-1,c-5,1403,UA,OGG,LAX,2486,N
c-5,c-11,c-3,1720,UA,SLC,DEN,391,Y
c-3,c-24,c-4,1007,US,MCI,PHL,1038,N
c-1,c-14,c-5,1529,FL,DEN,ATL,1199,N
c-3,c-8,c-3,735,XE,CLE,PHL,363,N
c-12,c-12,c-2,618,MQ,SJC,SNA,342,N
c-6,c-1,c-4,1423,YV,PIT,IAD,183,N
c-3,c-15,c-3,1430,DL,CVG,JFK,589,N
c-6,c-11,c-7,1754,XE,IAH,CLT,913,Y
c-1,c-17,c-1,1421,OO,DEN,BUR,850,N
c-8,c-14,c-1,1329,YV,PHX,FAT,493,N
c-10,c-18,c-2,1025,WN,RNO,SLC,422,N
c-12,c-14,c-4,2100,AA,DFW,TPA,929,N
c-5,c-8,c-1,1103,US,SNA,LAS,226,N
c-2,c-15,c-2,947,UA,OMA,DEN,472,N
c-9,c-13,c-3,608,OH,SYR,CVG,527,N
c-2,c-22,c-2,1915,OH,BOS,JFK,187,N
c-10,c-15,c-6,607,OO,MTJ,DEN,197,N
c-9,c-22,c-4,1137,OO,ORD,SGF,438,Y
c-2,c-10,c-5,857,EV,MCO,HSV,535,N
c-8,c-2,c-2,912,OH,IND,CVG,98,N
c-8,c-26,c-5,1658,US,LGA,DCA,214,N
c-5,c-8,c-7,1828,AS,JNU,PSG,123,Y
c-9,c-6,c-3,1407,AA,DFW,SNA,1205,N
c-6,c-19,c-1,1000,WN,BWI,BHM,682,N
c-1,c-13,c-4,1356,NW,BIL,MSP,748,N
c-11,c-22,c-2,851,EV,ATL,GSO,306,N
c-7,c-23,c-6,1715,WN,RDU,BWI,255,N
c-6,c-23,c-4,1114,CO,DEN,IAH,861,N
c-11,c-27,c-7,2150,CO,EWR,ATL,745,Y
c-9,c-2,c-5,1533,XE,IAH,TLH,658,N
c-6,c-15,c-3,735,US,PHL,SYR,228,N
c-6,c-28,c-3,855,DL,RDU,ATL,356,Y
c-11,c-11,c-6,1035,FL,PBI,HPN,1057,N
c-4,c-23,c-6,1020,WN,MDW,BWI,611,N
c-5,c-10,c-3,1715,MQ,ORD,HSV,510,N
c-1,c-2,c-7,619,EV,ABY,ATL,146,N
c-11,c-8,c-3,1820,YV,SAN,PHX,304,Y
c-8,c-5,c-6,1454,AA,ORD,DFW,802,N
c-1,c-2,c-1,607,NW,MDT,DTW,370,N
c-12,c-13,c-3,2056,WN,SMF,SEA,605,N
c-2,c-11,c-6,1235,WN,DAL,AUS,189,N
c-1,c-31,c-2,1945,WN,SLC,OAK,588,N
c-8,c-10,c-4,1213,B6,SJU,MCO,1189,Y
c-4,c-14,c-5,2312,UA,SMF,ORD,1781,N
c-4,c-4,c-1,1228,WN,SAT,DAL,248,Y
c-9,c-12,c-2,652,CO,AUS,IAH,140,N
c-10,c-21,c-6,1505,EV,ATL,ALB,852,Y
c-5,c-21,c-7,1503,DL,SLC,SFO,599,N
c-1,c-14,c-6,1438,NW,MEM,LIT,129,N
c-2,c-25,c-5,2119,MQ,DFW,CRP,354,N
c-3,c-10,c-5,2150,WN,TPA,PBI,174,Y
c-11,c-18,c-5,1214,CO,TPA,IAH,787,N
c-8,c-27,c-6,1203,XE,IAH,TUS,936,N
c-5,c-13,c-6,1404,MQ,PIA,DFW,673,N
c-9,c-28,c-3,854,CO,CLE,LAX,2053,N
c-9,c-11,c-1,1129,NW,MSP,MSO,1013,N
c-11,c-10,c-4,1728,HP,PHX,SAN,304,N
c-3,c-19,c-7,2125,WN,SMF,SEA,605,N
c-9,c-13,c-2,829,OO,DEN,BIL,455,N
c-9,c-2,c-5,1531,B6,SAN,JFK,2446,N
c-3,c-7,c-1,1331,NW,LGA,MSP,1020,N
c-1,c-22,c-7,2010,WN,DAL,AMA,324,Y
c-10,c-21,c-6,1038,CO,IAH,ORD,925,N
c-11,c-12,c-6,1546,DL,ATL,VPS,264,N
c-8,c-2,c-3,1324,CO,IAH,ORD,925,N
c-10,c-19,c-3,1250,FL,IND,ATL,432,N
c-7,c-10,c-1,1408,US,SEA,PHX,1107,N
c-1,c-9,c-7,1106,CO,FLL,EWR,1065,N
c-11,c-3,c-4,953,WN,PHX,OMA,1037,N
c-12,c-26,c-2,1948,YV,HNL,LIH,102,N
c-10,c-13,c-4,805,WN,MDW,PHL,668,Y
c-10,c-8,c-7,1341,NW,MEM,SAT,625,N
c-3,c-31,c-4,920,OH,MSN,CVG,373,N
c-7,c-18,c-2,1613,F9,CAK,DEN,1224,N
c-6,c-26,c-1,1709,OO,SLC,SFO,599,N
c-1,c-3,c-1,811,AA,IAD,DFW,1172,N
c-6,c-27,c-1,1028,WN,LAX,PHX,370,Y
c-8,c-17,c-4,2012,WN,TPA,PHL,920,N
c-6,c-20,c-2,1007,FL,MCO,ATL,403,N
c-1,c-17,c-1,1654,XE,LFT,IAH,201,N
c-4,c-5,c-3,1034,US,MCO,CLT,468,N
c-1,c-12,c-4,1546,AA,DFW,SLC,988,Y
c-4,c-14,c-5,656,UA,LAX,JFK,2475,N
c-7,c-26,c-2,1620,EV,CVG,LIT,513,N
c-10,c-7,c-6,600,AS,GEG,SEA,224,N
c-6,c-30,c-5,1730,TZ,LGA,MDW,725,Y
c-6,c-14,c-3,609,XE,DTW,CLE,95,N
c-11,c-16,c-3,2009,MQ,DFW,MAF,309,N
c-11,c-28,c-1,752,AA,SEA,ORD,1721,N
c-1,c-5,c-4,1015,FL,SRQ,LGA,1047,N
c-1,c-17,c-1,906,US,PVD,PHL,238,N
c-10,c-8,c-6,1245,AA,EWR,MIA,1086,Y
c-7,c-19,c-2,1110,UA,ORD,MCI,403,Y
c-10,c-31,c-1,1245,CO,RNO,IAH,1530,Y
c-11,c-12,c-7,1544,XE,SHV,IAH,192,N
c-1,c-14,c-6,1541,B6,BUF,JFK,301,Y
c-10,c-22,c-7,745,WN,PHL,HOU,1335,N
c-2,c-5,c-7,838,OO,LAX,SMX,135,N
c-10,c-23,c-1,1737,WN,PHL,RDU,336,N
c-1,c-26,c-4,2015,FL,FLL,ATL,581,N
c-3,c-24,c-4,1047,AA,DTW,ORD,235,N
c-5,c-8,c-1,1610,WN,AMA,ABQ,277,N
c-3,c-18,c-5,955,WN,MDW,MCI,405,N
c-3,c-18,c-5,1711,B6,JFK,TPA,1005,Y
c-8,c-20,c-6,1514,B6,JFK,BUF,301,N
c-6,c-9,c-4,954,MQ,ORD,DSM,299,N
c-1,c-6,c-4,1646,OO,IND,ORD,177,Y
c-7,c-31,c-1,2134,B6,JFK,SMF,2521,Y
c-4,c-27,c-3,1408,WN,PDX,GEG,279,Y
c-5,c-3,c-3,1114,US,PDX,PHX,1009,N
c-2,c-16,c-3,643,UA,BUR,SFO,326,N
c-9,c-2,c-5,1337,UA,OAK,ORD,1835,N
c-10,c-29,c-7,1219,WN,ABQ,PHX,328,N
c-7,c-14,c-5,1242,WN,ONT,OAK,361,N
c-9,c-10,c-7,1434,F9,IAH,DEN,861,N
c-7,c-14,c-5,2311,B6,SLC,JFK,1989,N
c-4,c-29,c-6,740,WN,RNO,PHX,601,N
c-3,c-4,c-5,2027,MQ,LGA,BUF,292,N
c-9,c-13,c-2,1406,AA,SJC,DFW,1438,N
c-3,c-4,c-6,607,OO,SMX,LAX,135,N
c-6,c-7,c-2,1547,UA,LGA,ORD,733,Y
c-8,c-22,c-1,1022,DH,CHS,IAD,441,N
c-9,c-10,c-7,649,NW,MSP,MEM,700,N
c-4,c-21,c-4,551,XE,LFT,IAH,201,N
c-8,c-9,c-2,1115,WN,MHT,BWI,377,N
c-7,c-22,c-5,2010,OH,JFK,DTW,508,Y
c-6,c-11,c-7,1616,US,PHL,MCO,861,N
c-3,c-1,c-3,1140,US,MCO,CLT,468,N
c-6,c-25,c-6,1044,NW,MSP,MCO,1310,Y
c-6,c-28,c-2,2032,OO,DEN,GTF,624,Y
c-11,c-3,c-5,750,XE,IAH,STL,668,N
c-3,c-31,c-5,1600,EV,BTR,CVG,693,N
c-2,c-13,c-1,1225,WN,MDW,ISP,765,N
c-10,c-19,c-3,1711,DH,JFK,IAD,228,N
c-1,c-23,c-7,835,UA,IND,ORD,177,N
c-7,c-5,c-2,1607,XE,IAH,PNS,489,N
c-10,c-8,c-7,1442,MQ,ORD,SYR,607,N
c-4,c-28,c-4,1213,NW,DTW,SEA,1927,N
c-4,c-1,c-5,654,UA,OAK,LAX,337,N
