season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed(mph),windspeed(ms),cnt
4,1,10,0,1,1,2,21.354153,25.6,64.9167,6.0838814,2.71966088511,6778
4,1,10,0,2,1,3,24.224153,27.11665,87.1667,6.999825,3.12911265087,4639
4,1,10,0,3,1,2,26.9575,29.95665,79.375,4.4585686,1.99310174341,7572
4,1,10,0,4,1,2,26.9575,30.39875,72.2917,7.875582,3.52059991059,7328
4,1,10,0,5,1,1,25.215,29.00935,62.75,7.12545,3.1852704515,8156
4,1,10,0,6,0,1,22.720847,26.92605,66.4167,17.957675,8.02757040679,7965
4,1,10,0,0,0,2,17.049153,20.99065,70.8333,9.457854,4.22791864104,3510
4,1,10,1,1,0,2,15.716653,19.3804,70.9583,12.708493,5.68104291462,5478
4,1,10,0,2,1,2,18.313347,21.9056,76.1667,12.7501,5.69964237819,6392
4,1,10,0,3,1,1,21.080847,25.1571,63.0833,12.584007,5.62539427805,7691
4,1,10,0,4,1,1,17.835,21.55835,46.3333,12.166932,5.43895037997,7570
4,1,10,0,5,1,1,17.9375,21.65355,53.9167,15.751164,7.04119982119,7282
4,1,10,0,6,0,1,16.126653,19.5698,49.4583,9.791514,4.3770737595,7109
4,1,10,0,0,0,1,21.388347,25.4102,64.0417,18.667004,8.34465981225,6639
4,1,10,0,1,1,2,23.028347,26.9575,70.75,19.834479,8.86655297273,5875
4,1,10,0,2,1,1,19.201653,23.0423,55.8333,12.208807,5.45766964685,7534
4,1,10,0,3,1,1,18.689153,22.5054,69.2917,6.791857,3.03614528386,7461
4,1,10,0,4,1,2,21.4225,25.63125,72.8333,15.874779,7.096459097,7509
4,1,10,0,5,1,2,23.096653,26.8948,81.5,9.041918,4.04198390702,5424
4,1,10,0,6,0,1,19.850847,23.6421,57.2917,7.874979,3.52033035315,8090
4,1,10,0,0,0,1,19.030847,22.82145,51.0,11.125618,4.97345462673,6824
4,1,10,0,1,1,1,19.9875,24.1471,56.8333,5.4593811,2.44049222173,7058
4,1,10,0,2,1,1,22.310847,26.5152,64.1667,6.3345686,2.83172489942,7466
4,1,10,0,3,1,1,24.0875,27.93605,63.625,4.8762064,2.17979722843,7693
4,1,10,0,4,1,2,22.55,26.4844,80.0417,8.333125,3.72513410818,7359
4,1,10,0,5,1,2,22.379153,26.1375,80.7083,8.875289,3.96749620027,7444
4,1,10,0,6,0,2,21.73,25.75665,72.0,15.791364,7.05917031739,7852
4,1,10,0,0,0,2,19.5775,23.38855,69.4583,26.666536,11.9206687528,4459
4,1,10,0,1,1,3,18.04,21.97,88.0,23.9994,10.7283862316,22
4,1,10,0,2,1,2,13.045462,15.49545,82.5455,14.271603,6.37979570854,1096
4,1,10,0,3,1,2,14.6575,18.055,66.6667,11.166689,4.99181448368,5566
4,1,11,0,4,1,2,14.999153,18.4971,58.1667,10.542182,4.71264282521,5986
4,1,11,0,5,1,1,14.555,17.8021,52.2083,17.833725,7.97216137684,5847
4,1,11,0,6,0,2,14.076653,16.1923,49.125,18.125443,8.1025672776,5138
4,1,11,0,0,0,1,13.359153,16.4769,53.2917,12.000236,5.3644327224,5107
4,1,11,0,1,1,1,13.085847,15.40375,49.4167,15.833775,7.07812919088,5259
4,1,11,0,2,1,1,11.514153,14.07835,56.7083,11.625371,5.19685784533,5686
4,1,11,0,3,1,2,12.129153,13.73105,54.75,20.375236,9.10828609745,5035
4,1,11,0,4,1,1,14.439134,17.09455,33.3478,23.304945,10.4179459097,5315
4,1,11,0,5,1,1,14.828347,17.77065,54.0833,14.375386,6.42618953956,5992
4,1,11,0,6,0,1,15.955847,19.69685,64.5417,3.8756686,1.7325295485,6536
4,1,11,0,0,0,1,17.254153,21.08565,65.9167,8.5425,3.81873044256,6852
4,1,11,1,1,0,1,19.885,23.76915,74.1667,11.625639,5.19697764864,6269
4,1,11,0,2,1,2,14.076653,16.16125,66.2917,22.917082,10.2445605722,4094
4,1,11,0,3,1,1,11.855847,14.07815,55.2083,13.374875,5.97893383996,5495
4,1,11,0,4,1,2,13.188347,16.2246,62.0417,10.250129,4.58208717032,5445
4,1,11,0,5,1,1,14.145,17.3602,52.4583,11.458675,5.12234018775,5698
4,1,11,0,6,0,1,13.325,16.31915,54.5417,12.041843,5.38303218596,5629
4,1,11,0,0,0,1,14.0425,16.8873,69.2917,15.250004,6.81716763523,4669
4,1,11,0,1,1,2,15.614153,18.78105,62.3333,15.749489,7.04045105051,5499
4,1,11,0,2,1,2,15.340847,19.03335,68.5,5.542575,2.47768216361,5634
4,1,11,0,3,1,1,14.486653,18.2446,61.375,6.917482,3.09230308449,5146
4,1,11,1,4,0,1,13.94,17.51855,58.0417,3.5423436,1.58352418418,2425
4,1,11,0,5,1,1,15.101653,18.93895,56.875,9.917407,4.43335136343,3910
4,1,11,0,6,0,1,11.411653,12.4371,40.4583,25.250357,11.2875981225,2277
4,1,11,0,0,0,1,10.079153,12.87915,46.8333,10.0835,4.50759946357,2424
4,1,11,0,1,1,1,12.846653,16.9502,53.5417,3.12555,1.39720607957,5087
4,1,11,0,2,1,2,11.958347,14.0779,78.6667,15.916654,7.11517836388,3959
4,1,11,0,3,1,1,12.163347,14.4881,50.625,14.125007,6.31426329906,5260
4,1,11,0,4,1,1,11.51567,14.9211,55.5652,7.739974,3.45997943675,5323
4,1,11,0,5,1,1,12.231653,16.19335,64.9583,3.9175436,1.75124881538,5668
4,1,12,0,6,0,2,12.231653,15.8452,80.6667,4.0001814,1.7881901654,5191
4,1,12,0,0,0,2,14.2475,17.9604,82.3333,8.333393,3.72525391149,4649
4,1,12,0,1,1,1,18.5525,22.7898,76.75,5.5422936,2.47755637014,6234
4,1,12,0,2,1,1,19.509153,23.4527,73.375,11.666643,5.21530755476,6606
4,1,12,0,3,1,1,17.971653,21.4006,48.5,21.709407,9.70469691551,5729
4,1,12,0,4,1,1,10.489153,12.9102,50.875,11.708518,5.23402682164,5375
4,1,12,0,5,1,2,13.154153,16.0979,76.4167,8.7502,3.91157800626,5008
4,1,12,0,6,0,2,15.648347,19.4754,91.125,6.792393,3.03638489048,5582
4,1,12,0,0,0,2,15.750847,19.5073,90.5417,10.584325,4.7314818954,3228
4,1,12,0,1,1,2,17.869153,21.77875,92.5,12.750636,5.6998819848,5170
4,1,12,0,2,1,2,14.486653,16.91815,59.6667,19.834479,8.86655297273,5501
4,1,12,0,3,1,2,12.1975,14.8669,53.8333,10.916779,4.88009789897,5319
4,1,12,0,4,1,1,12.129153,14.7094,48.5833,11.666643,5.21530755476,5532
4,1,12,0,5,1,1,11.548347,14.7096,64.2917,8.792343,3.93041707644,5611
4,1,12,0,6,0,1,13.290847,16.91915,65.0417,7.12545,3.1852704515,5047
4,1,12,0,0,0,2,14.8625,18.4969,83.875,6.749714,3.01730621368,3786
4,1,12,0,1,1,2,16.126653,20.075,90.7083,6.5833061,2.94291734466,4585
4,1,12,0,2,1,1,16.844153,20.4854,66.625,14.834068,6.63123290121,5557
4,1,12,0,3,1,1,13.6325,17.1081,62.5417,12.334164,5.51370764417,5267
4,1,12,0,4,1,2,13.53,16.76085,66.7917,8.875021,3.96737639696,4128
1,1,12,0,5,1,2,13.393347,15.08835,55.6667,25.083661,11.2130804649,3623
1,1,12,0,6,0,1,10.899153,11.80565,44.125,27.292182,12.2003495753,1749
1,1,12,0,0,0,1,10.079153,12.97355,51.5417,8.916561,3.9859459097,1787
1,1,12,0,1,1,2,9.483464,12.945,79.1304,5.1744368,2.31311434958,920
1,1,12,1,2,0,2,11.943464,14.72325,73.4783,11.304642,5.05348323648,1013
1,1,12,0,3,1,3,9.976653,11.01665,82.3333,21.208582,9.48081448368,441
1,1,12,0,4,1,2,10.420847,11.3321,65.2917,23.458911,10.4867729101,2114
1,1,12,0,5,1,2,10.386653,12.7523,59.0,10.416557,4.65648502459,3095
1,1,12,0,6,0,2,10.386653,12.12,75.2917,8.333661,3.7253737148,1341
1,1,12,0,0,0,1,10.489153,11.585,48.3333,23.500518,10.5053723737,1796
1,1,12,0,1,1,2,8.849153,11.17435,57.75,10.374682,4.63776575771,2729
